a0_min         a0_flood       a1_flood       a2_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.641680E+02   0.853577E+02   0.330082E+03  -0.354002E+02   0.528216E-03   0.848845E+01   0.135843E+02   0.101782E+02   0.111265E+02   0.722441E+02  -0.837021E+01   0.000000E+00   0.806143E+02  -0.161229E+03
   0.641680E+02   0.747763E+02   0.337751E+03  -0.452834E+02   0.528216E-03   0.848845E+01   0.135843E+02   0.101782E+02   0.111265E+02   0.721256E+02  -0.837021E+01   0.000000E+00   0.804958E+02  -0.160992E+03
   0.641680E+02   0.202370E+03   0.338549E+03  -0.511392E+02   0.528216E-03   0.848845E+01   0.132744E+02   0.891502E+01   0.111265E+02   0.715638E+02  -0.820552E+01   0.000000E+00   0.797693E+02  -0.159539E+03
   0.641680E+02   0.202370E+03   0.331330E+03  -0.450271E+02   0.217847E-03   0.848845E+01   0.132744E+02   0.891502E+01   0.111265E+02   0.717922E+02  -0.820552E+01   0.000000E+00   0.799977E+02  -0.159995E+03
   0.641680E+02   0.202370E+03   0.331330E+03  -0.362268E+02   0.217847E-03   0.848845E+01   0.987624E+01   0.891502E+01   0.111265E+02   0.731186E+02  -0.690885E+01   0.000000E+00   0.800275E+02  -0.160055E+03
   0.641680E+02   0.202370E+03   0.329914E+03  -0.445166E+02   0.217847E-03   0.111256E+02   0.987624E+01   0.891502E+01   0.111265E+02   0.730404E+02  -0.698591E+01   0.000000E+00   0.800263E+02  -0.160053E+03
   0.641680E+02   0.202370E+03   0.341553E+03  -0.424512E+02   0.233136E-03   0.110547E+02   0.162212E+02   0.891502E+01   0.731895E+01   0.686531E+02  -0.110386E+02   0.000000E+00   0.796917E+02  -0.159383E+03
   0.641680E+02   0.202370E+03   0.341553E+03  -0.424512E+02   0.295290E-03   0.110547E+02   0.162212E+02   0.917905E+01   0.731895E+01   0.686963E+02  -0.109947E+02   0.000000E+00   0.796910E+02  -0.159382E+03
   0.641680E+02   0.202370E+03   0.332358E+03  -0.323963E+02   0.295290E-03   0.130385E+02   0.162212E+02   0.917905E+01   0.772233E+01   0.684405E+02  -0.115850E+02   0.000000E+00   0.800255E+02  -0.160051E+03
   0.641680E+02   0.157497E+03   0.339254E+03  -0.323745E+02   0.295290E-03   0.130385E+02   0.184818E+02   0.917905E+01   0.772233E+01   0.668544E+02  -0.135060E+02   0.000000E+00   0.803604E+02  -0.160721E+03
   0.641680E+02   0.220922E+02   0.347530E+03  -0.253809E+02   0.295290E-03   0.130385E+02   0.141467E+02   0.789261E+01   0.772233E+01   0.700763E+02  -0.104848E+02   0.000000E+00   0.805611E+02  -0.161122E+03
   0.641680E+02   0.124532E+03   0.347530E+03  -0.253809E+02   0.295290E-03   0.130385E+02   0.166076E+02   0.789261E+01   0.772233E+01   0.680701E+02  -0.123575E+02   0.000000E+00   0.804276E+02  -0.160855E+03
   0.641680E+02   0.169173E+03   0.362303E+03  -0.422331E+02   0.295290E-03   0.138704E+02   0.166076E+02   0.789261E+01   0.955924E+01   0.681173E+02  -0.122812E+02   0.000000E+00   0.803985E+02  -0.160797E+03
   0.641680E+02   0.169173E+03   0.336290E+03  -0.460931E+02   0.509050E-02   0.138704E+02   0.143634E+02   0.104584E+02   0.955924E+01   0.696424E+02  -0.101648E+02   0.000000E+00   0.798072E+02  -0.159614E+03
   0.641680E+02   0.119809E+03   0.341481E+03  -0.452906E+02   0.235950E-02   0.138704E+02   0.159823E+02   0.987701E+01   0.104521E+02   0.690080E+02  -0.113889E+02   0.000000E+00   0.803969E+02  -0.160794E+03
   0.641680E+02   0.119809E+03   0.341481E+03  -0.262782E+02   0.441671E-02   0.138704E+02   0.159823E+02   0.987701E+01   0.105052E+02   0.684032E+02  -0.113999E+02   0.000000E+00   0.798031E+02  -0.159606E+03
   0.641680E+02   0.103486E+03   0.342545E+03  -0.262782E+02   0.441671E-02   0.122940E+02   0.132713E+02   0.902841E+01   0.105052E+02   0.715885E+02  -0.858032E+01   0.000000E+00   0.801688E+02  -0.160338E+03
   0.641680E+02   0.103486E+03   0.351369E+03  -0.325118E+02   0.441671E-02   0.132065E+02   0.917759E+01   0.109565E+02   0.122394E+02   0.715639E+02  -0.860778E+01   0.000000E+00   0.801717E+02  -0.160343E+03
   0.641680E+02   0.103486E+03   0.350722E+03  -0.325118E+02   0.322116E-02   0.132065E+02   0.100340E+02   0.109565E+02   0.122394E+02   0.718152E+02  -0.860508E+01   0.000000E+00   0.804203E+02  -0.160841E+03
   0.600552E+02   0.120356E+03   0.350722E+03  -0.307621E+02   0.322116E-02   0.132065E+02   0.112164E+02   0.147791E+02   0.122394E+02   0.690950E+02  -0.109834E+02   0.000000E+00   0.800784E+02  -0.160157E+03
   0.600552E+02   0.120356E+03   0.347498E+03  -0.364022E+02   0.322116E-02   0.132065E+02   0.112164E+02   0.147791E+02   0.813957E+01   0.696097E+02  -0.105947E+02   0.000000E+00   0.802044E+02  -0.160409E+03
   0.600552E+02   0.120356E+03   0.340119E+03  -0.360558E+02   0.322116E-02   0.132065E+02   0.112164E+02   0.139404E+02   0.813957E+01   0.702632E+02  -0.100084E+02   0.000000E+00   0.802716E+02  -0.160543E+03
   0.600552E+02   0.431950E+02   0.343734E+03  -0.411787E+02   0.322116E-02   0.949831E+01   0.115122E+02   0.691402E+01   0.813957E+01   0.715183E+02  -0.847581E+01   0.000000E+00   0.799941E+02  -0.159988E+03
   0.600552E+02   0.431950E+02   0.345417E+03  -0.497140E+02   0.322116E-02   0.106523E+02   0.970326E+01   0.691402E+01   0.706311E+01   0.710206E+02  -0.903945E+01   0.000000E+00   0.800600E+02  -0.160120E+03
   0.600552E+02   0.707068E+01   0.337490E+03  -0.400602E+02   0.299192E-02   0.113087E+02   0.970326E+01   0.691402E+01   0.706311E+01   0.706408E+02  -0.923840E+01   0.000000E+00   0.798792E+02  -0.159758E+03
   0.600552E+02   0.707068E+01   0.337782E+03  -0.431255E+02   0.299192E-02   0.113087E+02   0.970326E+01   0.691402E+01   0.121983E+02   0.711312E+02  -0.876720E+01   0.000000E+00   0.798984E+02  -0.159797E+03
   0.600552E+02   0.707068E+01   0.332197E+03  -0.557094E+02   0.934516E-02   0.882841E+01   0.917951E+01   0.839564E+01   0.121983E+02   0.705744E+02  -0.742351E+01   0.000000E+00   0.779979E+02  -0.155996E+03
   0.600552E+02   0.863840E+02   0.326063E+03  -0.512756E+02   0.934516E-02   0.882841E+01   0.917951E+01   0.839564E+01   0.102040E+02   0.715978E+02  -0.675651E+01   0.000000E+00   0.783543E+02  -0.156709E+03
   0.600552E+02   0.188026E+03   0.328007E+03  -0.379740E+02   0.824736E-02   0.942889E+01   0.917951E+01   0.839564E+01   0.102040E+02   0.714575E+02  -0.667144E+01   0.000000E+00   0.781289E+02  -0.156258E+03
   0.600552E+02   0.217510E+03   0.328007E+03  -0.379740E+02   0.824736E-02   0.942889E+01   0.116111E+02   0.145380E+02   0.102040E+02   0.690980E+02  -0.901067E+01   0.000000E+00   0.781087E+02  -0.156217E+03
   0.600552E+02   0.168112E+03   0.330572E+03  -0.423321E+02   0.106741E-01   0.942889E+01   0.119680E+02   0.834958E+01   0.102040E+02   0.705300E+02  -0.726745E+01   0.000000E+00   0.777975E+02  -0.155595E+03
   0.600552E+02   0.168112E+03   0.337489E+03  -0.464897E+02   0.106741E-01   0.942889E+01   0.627608E+01   0.841995E+01   0.102040E+02   0.688889E+02  -0.890254E+01   0.000000E+00   0.777914E+02  -0.155583E+03
   0.630537E+02   0.168112E+03   0.332835E+03  -0.329297E+02   0.704858E-02   0.942889E+01   0.627608E+01   0.841995E+01   0.945790E+01   0.703867E+02  -0.886034E+01   0.000000E+00   0.792470E+02  -0.158494E+03
   0.630537E+02   0.992027E+02   0.332835E+03  -0.353343E+02   0.704858E-02   0.942889E+01   0.627608E+01   0.969618E+01   0.674271E+01   0.691593E+02  -0.102081E+02   0.000000E+00   0.793674E+02  -0.158735E+03
   0.630537E+02   0.992027E+02   0.335838E+03  -0.353343E+02   0.704858E-02   0.111330E+02   0.947392E+01   0.969618E+01   0.858485E+01   0.725674E+02  -0.680162E+01   0.000000E+00   0.793690E+02  -0.158738E+03
   0.583774E+02   0.992027E+02   0.335926E+03  -0.230468E+02   0.704858E-02   0.111330E+02   0.979283E+01   0.969618E+01   0.907007E+01   0.726032E+02  -0.668673E+01   0.000000E+00   0.792899E+02  -0.158580E+03
   0.583774E+02   0.984967E+02   0.340745E+03  -0.305815E+02   0.494575E-02   0.111330E+02   0.979283E+01   0.938463E+01   0.907007E+01   0.732645E+02  -0.669260E+01   0.000000E+00   0.799571E+02  -0.159914E+03
   0.583774E+02   0.479863E+02   0.340745E+03  -0.305815E+02   0.494575E-02   0.844166E+01   0.979283E+01   0.938463E+01   0.907007E+01   0.728999E+02  -0.663060E+01   0.000000E+00   0.795305E+02  -0.159061E+03
   0.583774E+02   0.479863E+02   0.348571E+03  -0.361775E+02   0.279778E-02   0.844166E+01   0.854420E+01   0.938463E+01   0.907007E+01   0.732255E+02  -0.679814E+01   0.000000E+00   0.800236E+02  -0.160047E+03
   0.583774E+02   0.445804E+02   0.348771E+03  -0.497447E+02   0.279778E-02   0.844166E+01   0.121519E+02   0.921395E+01   0.832500E+01   0.725009E+02  -0.754607E+01   0.000000E+00   0.800470E+02  -0.160094E+03
   0.583774E+02   0.445804E+02   0.350923E+03  -0.318875E+02   0.330308E-03   0.971186E+01   0.121519E+02   0.921395E+01   0.130922E+02   0.718090E+02  -0.827828E+01   0.000000E+00   0.800873E+02  -0.160175E+03
   0.583774E+02   0.445804E+02   0.362213E+03  -0.379238E+02   0.330308E-03   0.971186E+01   0.121519E+02   0.921395E+01   0.130922E+02   0.718905E+02  -0.827828E+01   0.000000E+00   0.801688E+02  -0.160338E+03
   0.583774E+02   0.445804E+02   0.363513E+03  -0.297771E+02   0.101250E-01   0.104674E+02   0.121519E+02   0.113091E+02   0.130922E+02   0.688668E+02  -0.867889E+01   0.000000E+00   0.775457E+02  -0.155091E+03
   0.583774E+02   0.445804E+02   0.357185E+03  -0.318036E+02   0.643169E-02   0.104674E+02   0.126442E+02   0.113091E+02   0.130922E+02   0.700892E+02  -0.893182E+01   0.000000E+00   0.790210E+02  -0.158042E+03
   0.573616E+02   0.445804E+02   0.353870E+03  -0.227136E+02   0.643169E-02   0.104674E+02   0.126442E+02   0.113091E+02   0.130922E+02   0.698463E+02  -0.893182E+01   0.000000E+00   0.787781E+02  -0.157556E+03
   0.573616E+02   0.445804E+02   0.361451E+03  -0.198191E+02   0.643169E-02   0.104674E+02   0.126442E+02   0.113091E+02   0.133049E+02   0.696170E+02  -0.905973E+01   0.000000E+00   0.786767E+02  -0.157353E+03
   0.573616E+02   0.243351E+02   0.350948E+03  -0.206447E+02   0.643169E-02   0.104674E+02   0.126442E+02   0.113091E+02   0.982887E+01   0.712748E+02  -0.774143E+01   0.000000E+00   0.790162E+02  -0.158032E+03
   0.573616E+02   0.243351E+02   0.350426E+03  -0.166753E+02   0.643169E-02   0.104674E+02   0.126442E+02   0.113091E+02   0.982887E+01   0.712618E+02  -0.774143E+01   0.000000E+00   0.790032E+02  -0.158006E+03
   0.573616E+02   0.243351E+02   0.336947E+03  -0.135650E+02   0.364440E-02   0.978715E+01   0.131041E+02   0.879603E+01   0.987019E+01   0.719581E+02  -0.768300E+01   0.000000E+00   0.796411E+02  -0.159282E+03
   0.573616E+02   0.243351E+02   0.339164E+03  -0.115685E+02   0.347314E-03   0.978715E+01   0.131041E+02   0.117303E+02   0.100232E+02   0.718927E+02  -0.809684E+01   0.000000E+00   0.799895E+02  -0.159979E+03
   0.573616E+02   0.465549E+02   0.355197E+03  -0.211167E+02   0.669497E-02   0.978715E+01   0.131041E+02   0.117303E+02   0.100232E+02   0.706634E+02  -0.809684E+01   0.000000E+00   0.787602E+02  -0.157520E+03
   0.573616E+02   0.465549E+02   0.358886E+03  -0.347501E+02   0.378409E-02   0.978715E+01   0.968967E+01   0.147883E+02   0.100232E+02   0.710159E+02  -0.872062E+01   0.000000E+00   0.797365E+02  -0.159473E+03
   0.573616E+02   0.465549E+02   0.360857E+03  -0.253511E+02   0.378409E-02   0.978715E+01   0.115794E+02   0.727302E+01   0.100232E+02   0.718023E+02  -0.779937E+01   0.000000E+00   0.796017E+02  -0.159203E+03
   0.573616E+02   0.141306E+03   0.360857E+03  -0.253511E+02   0.378409E-02   0.119776E+02   0.115794E+02   0.727302E+01   0.839989E+01   0.709198E+02  -0.860589E+01   0.000000E+00   0.795257E+02  -0.159051E+03
   0.573616E+02   0.141306E+03   0.360857E+03  -0.253511E+02   0.378409E-02   0.119776E+02   0.115794E+02   0.727302E+01   0.839989E+01   0.709198E+02  -0.860589E+01   0.000000E+00   0.795257E+02  -0.159051E+03
   0.573616E+02   0.141306E+03   0.361320E+03  -0.198762E+02   0.317783E-02   0.715551E+01   0.115794E+02   0.727302E+01   0.768604E+01   0.696546E+02  -0.948094E+01   0.000000E+00   0.791355E+02  -0.158271E+03
   0.573616E+02   0.141306E+03   0.362735E+03  -0.248031E+02   0.265211E-02   0.603870E+01   0.107747E+02   0.565500E+01   0.768604E+01   0.659350E+02  -0.133628E+02   0.000000E+00   0.792978E+02  -0.158596E+03
   0.573616E+02   0.141306E+03   0.366750E+03  -0.391725E+02   0.265211E-02   0.603870E+01   0.107747E+02   0.106120E+02   0.768604E+01   0.703143E+02  -0.997447E+01   0.000000E+00   0.802888E+02  -0.160578E+03
   0.573616E+02   0.826556E+02   0.359182E+03  -0.422802E+02   0.285490E-03   0.780422E+01   0.104750E+02   0.859249E+01   0.768604E+01   0.726191E+02  -0.778062E+01   0.000000E+00   0.803997E+02  -0.160799E+03
   0.573616E+02   0.826556E+02   0.341303E+03  -0.464462E+02   0.285490E-03   0.117198E+02   0.621852E+01   0.859249E+01   0.107876E+02   0.708887E+02  -0.955134E+01   0.000000E+00   0.804400E+02  -0.160880E+03
   0.573616E+02   0.139069E+03   0.331144E+03  -0.434478E+02   0.285490E-03   0.117198E+02   0.621852E+01   0.859249E+01   0.159946E+02   0.675131E+02  -0.126307E+02   0.000000E+00   0.801438E+02  -0.160288E+03
   0.573616E+02   0.196151E+03   0.319068E+03  -0.478810E+02   0.285490E-03   0.117198E+02   0.621852E+01   0.859249E+01   0.159946E+02   0.677855E+02  -0.126307E+02   0.000000E+00   0.804162E+02  -0.160832E+03
   0.573616E+02   0.196151E+03   0.316082E+03  -0.398167E+02   0.397563E-02   0.117198E+02   0.125244E+02   0.859249E+01   0.134138E+02   0.706107E+02  -0.928816E+01   0.000000E+00   0.798989E+02  -0.159798E+03
   0.607451E+02   0.164116E+03   0.324451E+03  -0.364613E+02   0.206444E-02   0.117198E+02   0.638688E+01   0.859249E+01   0.134138E+02   0.700386E+02  -0.104940E+02   0.000000E+00   0.805326E+02  -0.161065E+03
   0.607451E+02   0.161626E+03   0.329375E+03  -0.475604E+02   0.206444E-02   0.117198E+02   0.638688E+01   0.852123E+01   0.134138E+02   0.700020E+02  -0.105181E+02   0.000000E+00   0.805201E+02  -0.161040E+03
   0.607451E+02   0.873143E+02   0.324813E+03  -0.446731E+02   0.206444E-02   0.700934E+01   0.164149E+02   0.926411E+01   0.106849E+02   0.691331E+02  -0.113549E+02   0.000000E+00   0.804880E+02  -0.160976E+03
   0.607451E+02   0.108562E+03   0.318863E+03  -0.449252E+02   0.206444E-02   0.120081E+02   0.156597E+02   0.926411E+01   0.106849E+02   0.702245E+02  -0.101306E+02   0.000000E+00   0.803551E+02  -0.160710E+03
   0.607451E+02   0.108562E+03   0.314779E+03  -0.420352E+02   0.206444E-02   0.120081E+02   0.156597E+02   0.926411E+01   0.106849E+02   0.702331E+02  -0.101306E+02   0.000000E+00   0.803637E+02  -0.160727E+03
   0.607451E+02   0.108562E+03   0.311713E+03  -0.483127E+02   0.879599E-02   0.764587E+01   0.112585E+02   0.926411E+01   0.106849E+02   0.710647E+02  -0.749242E+01   0.000000E+00   0.785571E+02  -0.157114E+03
   0.607451E+02   0.159675E+03   0.304033E+03  -0.477624E+02   0.820271E-02   0.764587E+01   0.112585E+02   0.926411E+01   0.106849E+02   0.714065E+02  -0.749242E+01   0.000000E+00   0.788989E+02  -0.157798E+03
   0.607451E+02   0.155230E+03   0.327792E+03  -0.471090E+02   0.820271E-02   0.764587E+01   0.112585E+02   0.926411E+01   0.106849E+02   0.713573E+02  -0.749242E+01   0.000000E+00   0.788497E+02  -0.157699E+03
   0.607451E+02   0.155230E+03   0.349088E+03  -0.503474E+02   0.684116E-02   0.764587E+01   0.108674E+02   0.926411E+01   0.106849E+02   0.718657E+02  -0.736791E+01   0.000000E+00   0.792336E+02  -0.158467E+03
   0.607451E+02   0.988632E+02   0.356596E+03  -0.497564E+02   0.722118E-02   0.764587E+01   0.867162E+01   0.113325E+02   0.124361E+02   0.709880E+02  -0.832479E+01   0.000000E+00   0.793128E+02  -0.158626E+03
   0.607451E+02   0.368497E+02   0.361319E+03  -0.471606E+02   0.722118E-02   0.764587E+01   0.867162E+01   0.808771E+01   0.124361E+02   0.704899E+02  -0.835494E+01   0.000000E+00   0.788448E+02  -0.157690E+03
   0.607451E+02   0.368497E+02   0.361319E+03  -0.439266E+02   0.722118E-02   0.764587E+01   0.867162E+01   0.808771E+01   0.124361E+02   0.704358E+02  -0.835494E+01   0.000000E+00   0.787907E+02  -0.157581E+03
   0.607451E+02   0.368497E+02   0.367947E+03  -0.500219E+02   0.722118E-02   0.764587E+01   0.867162E+01   0.808771E+01   0.128300E+02   0.703094E+02  -0.856824E+01   0.000000E+00   0.788776E+02  -0.157755E+03
   0.607451E+02   0.368497E+02   0.370306E+03  -0.443229E+02   0.534440E-02   0.764587E+01   0.867162E+01   0.105868E+02   0.128300E+02   0.710488E+02  -0.831507E+01   0.000000E+00   0.793639E+02  -0.158728E+03
   0.607451E+02   0.503812E+02   0.373274E+03  -0.367720E+02   0.284243E-02   0.683867E+01   0.867162E+01   0.105868E+02   0.128300E+02   0.711195E+02  -0.910781E+01   0.000000E+00   0.802273E+02  -0.160455E+03
   0.607451E+02   0.503812E+02   0.372446E+03  -0.443944E+02   0.284243E-02   0.683867E+01   0.100682E+02   0.122948E+02   0.128300E+02   0.706255E+02  -0.964620E+01   0.000000E+00   0.802717E+02  -0.160543E+03
   0.607451E+02   0.503812E+02   0.380437E+03  -0.375334E+02   0.399963E-02   0.789450E+01   0.100682E+02   0.122948E+02   0.128300E+02   0.713385E+02  -0.868353E+01   0.000000E+00   0.800220E+02  -0.160044E+03
   0.607451E+02   0.101115E+03   0.394903E+03  -0.307014E+02   0.250045E-02   0.789450E+01   0.100682E+02   0.760531E+01   0.857067E+01   0.727659E+02  -0.772402E+01   0.000000E+00   0.804899E+02  -0.160980E+03
   0.607451E+02   0.101115E+03   0.386893E+03  -0.139629E+02   0.528603E-03   0.789450E+01   0.113501E+02   0.760531E+01   0.108048E+02   0.725148E+02  -0.805294E+01   0.000000E+00   0.805677E+02  -0.161135E+03
   0.607451E+02   0.674395E+02   0.386893E+03  -0.139629E+02   0.210943E-03   0.859500E+01   0.135700E+02   0.760531E+01   0.106811E+02   0.717578E+02  -0.883676E+01   0.000000E+00   0.805946E+02  -0.161189E+03
   0.607451E+02   0.358717E+02   0.386893E+03  -0.139629E+02   0.122196E-02   0.759209E+01   0.807448E+01   0.760531E+01   0.754800E+01   0.716848E+02  -0.885014E+01   0.000000E+00   0.805349E+02  -0.161070E+03
   0.607451E+02   0.358717E+02   0.386893E+03  -0.975456E+01   0.122196E-02   0.735360E+01   0.915613E+01   0.855065E+01   0.735267E+01   0.721784E+02  -0.835557E+01   0.000000E+00   0.805340E+02  -0.161068E+03
   0.607451E+02   0.358717E+02   0.383169E+03  -0.975456E+01   0.122196E-02   0.735360E+01   0.115976E+02   0.637314E+01   0.735267E+01   0.698183E+02  -0.107058E+02   0.000000E+00   0.805241E+02  -0.161048E+03
   0.675447E+02   0.176134E+03   0.370296E+03  -0.980435E+01   0.286220E-04   0.735360E+01   0.115976E+02   0.637314E+01   0.924596E+01   0.703077E+02  -0.982963E+01   0.000000E+00   0.801373E+02  -0.160275E+03
   0.675447E+02   0.198727E+03   0.370296E+03  -0.200618E+02   0.215915E-02   0.735360E+01   0.729134E+01   0.637314E+01   0.965270E+01   0.699741E+02  -0.103202E+02   0.000000E+00   0.802943E+02  -0.160589E+03
   0.675447E+02   0.198727E+03   0.373154E+03  -0.212914E+02   0.414566E-02   0.824817E+01   0.781554E+01   0.939873E+01   0.965270E+01   0.727635E+02  -0.719861E+01   0.000000E+00   0.799621E+02  -0.159924E+03
   0.675447E+02   0.143440E+03   0.361771E+03  -0.135207E+02   0.626277E-02   0.824817E+01   0.800354E+01   0.939873E+01   0.965270E+01   0.723601E+02  -0.708298E+01   0.000000E+00   0.794431E+02  -0.158886E+03
   0.675447E+02   0.143440E+03   0.361771E+03  -0.170344E+01   0.433780E-02   0.824817E+01   0.786812E+01   0.939873E+01   0.965270E+01   0.727546E+02  -0.716456E+01   0.000000E+00   0.799192E+02  -0.159838E+03
   0.675447E+02   0.606738E+02   0.377944E+03  -0.247839E+02   0.433780E-02   0.120848E+02   0.649964E+01   0.920671E+01   0.965270E+01   0.711652E+02  -0.895838E+01   0.000000E+00   0.801236E+02  -0.160247E+03
   0.675447E+02   0.606738E+02   0.377944E+03  -0.247839E+02   0.433780E-02   0.120848E+02   0.649964E+01   0.920671E+01   0.965270E+01   0.711652E+02  -0.895838E+01   0.000000E+00   0.801236E+02  -0.160247E+03
   0.675447E+02   0.606738E+02   0.393001E+03  -0.320337E+02   0.101372E-02   0.934958E+01   0.649964E+01   0.920671E+01   0.965270E+01   0.723172E+02  -0.831007E+01   0.000000E+00   0.806273E+02  -0.161255E+03
   0.675447E+02   0.606738E+02   0.393001E+03  -0.188001E+02   0.101372E-02   0.987344E+01   0.748217E+01   0.920671E+01   0.965270E+01   0.733615E+02  -0.718228E+01   0.000000E+00   0.805438E+02  -0.161088E+03
   0.675447E+02   0.108162E+03   0.381318E+03  -0.336650E+02   0.101372E-02   0.987344E+01   0.137935E+02   0.105137E+02   0.714869E+01   0.714096E+02  -0.920630E+01   0.000000E+00   0.806159E+02  -0.161232E+03
   0.675447E+02   0.108162E+03   0.375634E+03  -0.310629E+02   0.994229E-03   0.130684E+02   0.145903E+02   0.105137E+02   0.938433E+01   0.707795E+02  -0.984121E+01   0.000000E+00   0.806207E+02  -0.161241E+03
   0.675447E+02   0.108162E+03   0.370077E+03  -0.351046E+02   0.994229E-03   0.995354E+01   0.106602E+02   0.125852E+02   0.938433E+01   0.731861E+02  -0.743673E+01   0.000000E+00   0.806228E+02  -0.161246E+03
   0.675447E+02   0.108162E+03   0.374122E+03  -0.351046E+02   0.994229E-03   0.918789E+01   0.893393E+01   0.125852E+02   0.938433E+01   0.732439E+02  -0.737719E+01   0.000000E+00   0.806211E+02  -0.161242E+03
   0.675447E+02   0.152150E+02   0.380236E+03  -0.476675E+02   0.994229E-03   0.918789E+01   0.893393E+01   0.125852E+02   0.938433E+01   0.733015E+02  -0.737719E+01   0.000000E+00   0.806787E+02  -0.161357E+03
   0.675447E+02   0.152150E+02   0.379914E+03  -0.400448E+02   0.994229E-03   0.918789E+01   0.137443E+02   0.117834E+02   0.859369E+01   0.719978E+02  -0.867202E+01   0.000000E+00   0.806698E+02  -0.161340E+03
   0.675447E+02   0.108054E+03   0.370578E+03  -0.456408E+02   0.994229E-03   0.918789E+01   0.137443E+02   0.654861E+01   0.102367E+02   0.707342E+02  -0.988275E+01   0.000000E+00   0.806169E+02  -0.161234E+03
   0.675447E+02   0.108054E+03   0.372888E+03  -0.483439E+02   0.994229E-03   0.918789E+01   0.785719E+01   0.654861E+01   0.101190E+02   0.718450E+02  -0.876949E+01   0.000000E+00   0.806145E+02  -0.161229E+03
   0.675447E+02   0.192872E+03   0.366220E+03  -0.459981E+02   0.293807E-04   0.918789E+01   0.790068E+01   0.654861E+01   0.101190E+02   0.715131E+02  -0.874211E+01   0.000000E+00   0.802552E+02  -0.160510E+03
   0.675447E+02   0.192872E+03   0.357974E+03  -0.520773E+02   0.293807E-04   0.104767E+02   0.790068E+01   0.654861E+01   0.773206E+01   0.708738E+02  -0.936699E+01   0.000000E+00   0.802408E+02  -0.160482E+03
   0.675447E+02   0.192872E+03   0.371502E+03  -0.768655E+02   0.293807E-04   0.104767E+02   0.790068E+01   0.986947E+01   0.954508E+01   0.732601E+02  -0.695000E+01   0.000000E+00   0.802101E+02  -0.160420E+03
   0.606741E+02   0.165172E+03   0.396874E+03  -0.656505E+02   0.293807E-04   0.104767E+02   0.152226E+02   0.986947E+01   0.954508E+01   0.710352E+02  -0.911883E+01   0.000000E+00   0.801540E+02  -0.160308E+03
   0.606741E+02   0.175515E+03   0.404162E+03  -0.793862E+02   0.577949E-04   0.104767E+02   0.145138E+02   0.986947E+01   0.954508E+01   0.717629E+02  -0.859868E+01   0.000000E+00   0.803616E+02  -0.160723E+03
   0.606741E+02   0.175515E+03   0.392187E+03  -0.707848E+02   0.350986E-02   0.104767E+02   0.828523E+01   0.101997E+02   0.119133E+02   0.727889E+02  -0.735908E+01   0.000000E+00   0.801480E+02  -0.160296E+03
   0.606741E+02   0.175515E+03   0.386966E+03  -0.840032E+02   0.112084E-01   0.108224E+02   0.828523E+01   0.981530E+01   0.874744E+01   0.705362E+02  -0.693540E+01   0.000000E+00   0.774716E+02  -0.154943E+03
   0.606741E+02   0.130579E+03   0.393997E+03  -0.803371E+02   0.554710E-02   0.865990E+01   0.828523E+01   0.170600E+02   0.874744E+01   0.688351E+02  -0.110081E+02   0.000000E+00   0.798432E+02  -0.159686E+03
   0.538237E+02   0.130579E+03   0.383774E+03  -0.895327E+02   0.554710E-02   0.865990E+01   0.828523E+01   0.170600E+02   0.874744E+01   0.687227E+02  -0.110081E+02   0.000000E+00   0.797308E+02  -0.159462E+03
   0.538237E+02   0.130579E+03   0.379516E+03  -0.830863E+02   0.675491E-02   0.865990E+01   0.828523E+01   0.170600E+02   0.874744E+01   0.683161E+02  -0.110081E+02   0.000000E+00   0.793242E+02  -0.158648E+03
   0.538237E+02   0.130579E+03   0.374024E+03  -0.859166E+02   0.675491E-02   0.865990E+01   0.828523E+01   0.169577E+02   0.874744E+01   0.684625E+02  -0.109222E+02   0.000000E+00   0.793847E+02  -0.158769E+03
   0.537552E+02   0.130579E+03   0.380344E+03  -0.852542E+02   0.675491E-02   0.865990E+01   0.828523E+01   0.782601E+01   0.874744E+01   0.719178E+02  -0.741347E+01   0.000000E+00   0.793313E+02  -0.158663E+03
   0.537552E+02   0.130579E+03   0.380344E+03  -0.960447E+02   0.305852E-02   0.865990E+01   0.814702E+01   0.782601E+01   0.874744E+01   0.728818E+02  -0.747930E+01   0.000000E+00   0.803611E+02  -0.160722E+03
   0.537552E+02   0.130579E+03   0.372831E+03  -0.868419E+02   0.305852E-02   0.105864E+02   0.814702E+01   0.103365E+02   0.874744E+01   0.733460E+02  -0.700278E+01   0.000000E+00   0.803488E+02  -0.160698E+03
   0.537552E+02   0.130579E+03   0.354017E+03  -0.868419E+02   0.305852E-02   0.105864E+02   0.814702E+01   0.103365E+02   0.984851E+01   0.720462E+02  -0.690039E+01   0.000000E+00   0.789466E+02  -0.157893E+03
   0.537552E+02   0.871870E+02   0.359276E+03  -0.830499E+02   0.617643E-02   0.109756E+02   0.814702E+01   0.169880E+02   0.954558E+01   0.684349E+02  -0.109905E+02   0.000000E+00   0.794254E+02  -0.158851E+03
