a0_min         a0_flood       a1_flood       a2_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.120342E+03   0.367756E+02   0.313841E+01   0.685210E+01   0.555857E-02   0.779242E+01   0.967562E+01   0.872807E+01   0.520054E+01   0.680118E+02
   0.107264E+03   0.425431E+02   0.354126E+01   0.691191E+01   0.555857E-02   0.744554E+01   0.110408E+02   0.872807E+01   0.520054E+01   0.674175E+02
   0.110862E+03   0.363807E+02   0.402942E+01   0.721789E+01   0.555857E-02   0.781402E+01   0.110408E+02   0.943304E+01   0.665312E+01   0.708515E+02
   0.133332E+03   0.291590E+02   0.401790E+01   0.723914E+01   0.532879E-02   0.781402E+01   0.976850E+01   0.943304E+01   0.797545E+01   0.724886E+02
   0.111516E+03   0.300087E+02   0.367273E+01   0.730540E+01   0.126934E-02   0.823858E+01   0.868704E+01   0.109629E+02   0.642557E+01   0.712917E+02
   0.120781E+03   0.311446E+02   0.375590E+01   0.722125E+01   0.126934E-02   0.823858E+01   0.909462E+01   0.109629E+02   0.642557E+01   0.716263E+02
   0.120781E+03   0.335480E+02   0.309135E+01   0.719584E+01   0.126934E-02   0.975273E+01   0.882778E+01   0.109629E+02   0.955636E+01   0.738830E+02
   0.113061E+03   0.363818E+02   0.327031E+01   0.703117E+01   0.530291E-02   0.106893E+02   0.903814E+01   0.112521E+02   0.955636E+01   0.729018E+02
   0.103752E+03   0.323135E+02   0.376489E+01   0.706440E+01   0.530291E-02   0.755732E+01   0.893781E+01   0.112521E+02   0.921025E+01   0.718467E+02
   0.108008E+03   0.404474E+02   0.370551E+01   0.702951E+01   0.155977E-02   0.663257E+01   0.893781E+01   0.113812E+02   0.104821E+02   0.718220E+02
   0.108008E+03   0.476713E+02   0.348819E+01   0.704209E+01   0.170875E-03   0.663257E+01   0.962464E+01   0.958662E+01   0.886555E+01   0.723661E+02
   0.118496E+03   0.481522E+02   0.366784E+01   0.726899E+01   0.170875E-03   0.762497E+01   0.962464E+01   0.958573E+01   0.993993E+01   0.734142E+02
   0.118496E+03   0.488931E+02   0.368867E+01   0.707393E+01   0.170875E-03   0.854043E+01   0.916886E+01   0.958573E+01   0.109466E+02   0.736669E+02
   0.125976E+03   0.353647E+02   0.347492E+01   0.707842E+01   0.225689E-02   0.687419E+01   0.110869E+02   0.958573E+01   0.929244E+01   0.723990E+02
   0.125976E+03   0.367420E+02   0.281066E+01   0.668215E+01   0.225689E-02   0.843105E+01   0.110869E+02   0.926073E+01   0.853612E+01   0.733881E+02
   0.122605E+03   0.335897E+02   0.288284E+01   0.666053E+01   0.262487E-02   0.890391E+01   0.120279E+02   0.835343E+01   0.965828E+01   0.730870E+02
   0.121516E+03   0.281724E+02   0.320780E+01   0.698420E+01   0.461715E-02   0.890391E+01   0.115385E+02   0.992801E+01   0.113653E+02   0.727612E+02
   0.121516E+03   0.242932E+02   0.303383E+01   0.706298E+01   0.461715E-02   0.722401E+01   0.125241E+02   0.981581E+01   0.106692E+02   0.714794E+02
   0.121516E+03   0.305213E+02   0.245631E+01   0.708766E+01   0.461715E-02   0.932859E+01   0.992346E+01   0.873741E+01   0.954896E+01   0.734922E+02
   0.111879E+03   0.319655E+02   0.199476E+01   0.757473E+01   0.461715E-02   0.832369E+01   0.116459E+02   0.111009E+02   0.117748E+02   0.719245E+02
   0.116193E+03   0.332152E+02   0.250765E+01   0.788916E+01   0.461715E-02   0.788135E+01   0.116459E+02   0.943738E+01   0.988735E+01   0.726436E+02
   0.116193E+03   0.323513E+02   0.244846E+01   0.821110E+01   0.461715E-02   0.686600E+01   0.106065E+02   0.987259E+01   0.988735E+01   0.720568E+02
   0.110943E+03   0.386688E+02   0.239042E+01   0.794477E+01   0.280627E-02   0.914329E+01   0.114026E+02   0.102268E+02   0.103085E+02   0.734341E+02
   0.101465E+03   0.384679E+02   0.246164E+01   0.787841E+01   0.222010E-02   0.979832E+01   0.900409E+01   0.102937E+02   0.928412E+01   0.735528E+02
   0.106511E+03   0.354635E+02   0.355743E+01   0.804242E+01   0.222010E-02   0.106569E+02   0.900409E+01   0.117454E+02   0.928412E+01   0.731740E+02
   0.115249E+03   0.354168E+02   0.376438E+01   0.839587E+01   0.206547E-02   0.106569E+02   0.900409E+01   0.729785E+01   0.122532E+02   0.722597E+02
   0.115249E+03   0.287188E+02   0.374512E+01   0.860403E+01   0.206547E-02   0.106569E+02   0.900409E+01   0.951402E+01   0.122532E+02   0.731182E+02
   0.120513E+03   0.295964E+02   0.349858E+01   0.843282E+01   0.206547E-02   0.106569E+02   0.115081E+02   0.929105E+01   0.103416E+02   0.735303E+02
   0.124833E+03   0.226881E+02   0.371597E+01   0.823177E+01   0.177034E-02   0.942196E+01   0.110773E+02   0.111852E+02   0.111995E+02   0.733105E+02
   0.113231E+03   0.169289E+02   0.414757E+01   0.783289E+01   0.177034E-02   0.109252E+02   0.104701E+02   0.123328E+02   0.105010E+02   0.718664E+02
   0.113231E+03   0.673733E+01   0.420883E+01   0.785486E+01   0.491499E-02   0.968582E+01   0.104701E+02   0.144357E+02   0.106785E+02   0.652791E+02
   0.113231E+03   0.167245E+02   0.426348E+01   0.785575E+01   0.491499E-02   0.968582E+01   0.101052E+02   0.133858E+02   0.100774E+02   0.710716E+02
   0.123502E+03   0.119721E+02   0.459349E+01   0.821039E+01   0.738154E-02   0.915683E+01   0.107061E+02   0.119059E+02   0.760569E+01   0.704839E+02
   0.129163E+03   0.128663E+02   0.480808E+01   0.770098E+01   0.417502E-02   0.950729E+01   0.107061E+02   0.125903E+02   0.923268E+01   0.722903E+02
   0.139297E+03   0.169906E+02   0.469488E+01   0.773529E+01   0.213697E-03   0.871553E+01   0.107061E+02   0.115402E+02   0.978670E+01   0.736709E+02
   0.131922E+03   0.199106E+02   0.442466E+01   0.736646E+01   0.124201E-02   0.634111E+01   0.113864E+02   0.120400E+02   0.976540E+01   0.710976E+02
   0.136811E+03   0.189995E+02   0.436300E+01   0.743641E+01   0.124201E-02   0.810649E+01   0.939557E+01   0.120009E+02   0.976540E+01   0.733067E+02
   0.136811E+03   0.176821E+02   0.406441E+01   0.696068E+01   0.124201E-02   0.810649E+01   0.104012E+02   0.107201E+02   0.897836E+01   0.736061E+02
   0.142046E+03   0.160171E+02   0.431594E+01   0.666641E+01   0.541933E-02   0.100173E+02   0.908103E+01   0.107201E+02   0.113632E+02   0.729615E+02
   0.156275E+03   0.166544E+02   0.454825E+01   0.685957E+01   0.541933E-02   0.122270E+02   0.940812E+01   0.107201E+02   0.915875E+01   0.725287E+02
   0.156275E+03   0.187189E+02   0.458192E+01   0.722285E+01   0.541933E-02   0.135106E+02   0.984162E+01   0.105131E+02   0.875878E+01   0.716727E+02
   0.137900E+03   0.224049E+02   0.497932E+01   0.725889E+01   0.541933E-02   0.135106E+02   0.985272E+01   0.102709E+02   0.106060E+02   0.718657E+02
   0.137900E+03   0.257156E+02   0.557490E+01   0.732059E+01   0.703059E-02   0.108556E+02   0.976885E+01   0.104882E+02   0.969468E+01   0.726070E+02
   0.137900E+03   0.279569E+02   0.534239E+01   0.707692E+01   0.765952E-02   0.108556E+02   0.109565E+02   0.104105E+02   0.998450E+01   0.721051E+02
   0.167059E+03   0.327748E+02   0.534972E+01   0.730940E+01   0.430960E-02   0.106272E+02   0.105891E+02   0.102278E+02   0.838615E+01   0.716824E+02
   0.190592E+03   0.336841E+02   0.526880E+01   0.662770E+01   0.430960E-02   0.107596E+02   0.827176E+01   0.798783E+01   0.838615E+01   0.697974E+02
   0.161311E+03   0.317164E+02   0.574983E+01   0.650924E+01   0.430960E-02   0.115598E+02   0.886533E+01   0.810265E+01   0.838615E+01   0.714579E+02
   0.153178E+03   0.241309E+02   0.594849E+01   0.632094E+01   0.430960E-02   0.115598E+02   0.930081E+01   0.810265E+01   0.983096E+01   0.725289E+02
   0.153178E+03   0.245841E+02   0.601284E+01   0.663098E+01   0.139199E-02   0.102618E+02   0.930081E+01   0.810265E+01   0.912996E+01   0.732787E+02
   0.167277E+03   0.227575E+02   0.575340E+01   0.621065E+01   0.368598E-02   0.914065E+01   0.955569E+01   0.102667E+02   0.985259E+01   0.729558E+02
   0.167277E+03   0.161281E+02   0.569522E+01   0.621217E+01   0.331478E-02   0.898598E+01   0.944769E+01   0.109334E+02   0.822999E+01   0.730594E+02
   0.155084E+03   0.190416E+02   0.584010E+01   0.576258E+01   0.276034E-02   0.875248E+01   0.815443E+01   0.792832E+01   0.671826E+01   0.713564E+02
   0.156061E+03   0.110793E+02   0.572330E+01   0.527873E+01   0.478113E-02   0.923509E+01   0.815443E+01   0.918236E+01   0.671826E+01   0.717416E+02
   0.149998E+03   0.124771E+02   0.557405E+01   0.496870E+01   0.478113E-02   0.923509E+01   0.980615E+01   0.907461E+01   0.671826E+01   0.720212E+02
   0.160048E+03   0.120858E+02   0.532435E+01   0.500533E+01   0.361813E-02   0.919323E+01   0.979433E+01   0.991873E+01   0.779377E+01   0.733610E+02
   0.133527E+03   0.605435E+01   0.521023E+01   0.520438E+01   0.211235E-03   0.926689E+01   0.104756E+02   0.991873E+01   0.933142E+01   0.717754E+02
   0.132065E+03   0.127592E+02   0.522726E+01   0.500964E+01   0.180125E-02   0.937018E+01   0.114089E+02   0.991873E+01   0.110791E+02   0.730979E+02
   0.164516E+03   0.947946E+01   0.531925E+01   0.532603E+01   0.180125E-02   0.984810E+01   0.986523E+01   0.920445E+01   0.928733E+01   0.742202E+02
   0.156006E+03   0.163618E+02   0.522342E+01   0.539396E+01   0.180125E-02   0.104482E+02   0.100506E+02   0.923399E+01   0.928733E+01   0.739743E+02
   0.145886E+03   0.112158E+02   0.549384E+01   0.475274E+01   0.377640E-02   0.887547E+01   0.849992E+01   0.923399E+01   0.827840E+01   0.732462E+02
   0.169060E+03   0.119452E+02   0.562054E+01   0.560093E+01   0.377640E-02   0.884306E+01   0.849992E+01   0.923399E+01   0.827840E+01   0.732415E+02
   0.159169E+03   0.158403E+02   0.551411E+01   0.507669E+01   0.542273E-02   0.838785E+01   0.767225E+01   0.955369E+01   0.107748E+02   0.723449E+02
   0.148584E+03   0.831371E+01   0.565016E+01   0.517184E+01   0.542273E-02   0.838785E+01   0.782851E+01   0.843309E+01   0.107748E+02   0.721397E+02
   0.148584E+03   0.891621E+01   0.548240E+01   0.489226E+01   0.542273E-02   0.746678E+01   0.947729E+01   0.104453E+02   0.723371E+01   0.714184E+02
   0.144270E+03   0.125083E+02   0.562673E+01   0.545816E+01   0.542273E-02   0.899407E+01   0.947729E+01   0.105134E+02   0.902583E+01   0.732711E+02
   0.165830E+03   0.125083E+02   0.625205E+01   0.497106E+01   0.542273E-02   0.104910E+02   0.947729E+01   0.101880E+02   0.936998E+01   0.732449E+02
   0.194249E+03   0.102085E+02   0.672902E+01   0.459273E+01   0.542273E-02   0.104910E+02   0.947729E+01   0.123558E+02   0.980498E+01   0.719720E+02
   0.194249E+03   0.102085E+02   0.684127E+01   0.424835E+01   0.246990E-02   0.123086E+02   0.100476E+02   0.123558E+02   0.107080E+02   0.717319E+02
   0.211387E+03   0.186662E+02   0.734931E+01   0.361863E+01   0.246990E-02   0.104203E+02   0.106526E+02   0.114577E+02   0.107080E+02   0.707712E+02
   0.188825E+03   0.228829E+02   0.728382E+01   0.331775E+01   0.246990E-02   0.112793E+02   0.126849E+02   0.118473E+02   0.110408E+02   0.701014E+02
   0.199043E+03   0.190356E+02   0.728091E+01   0.338803E+01   0.365270E-02   0.935158E+01   0.126849E+02   0.118473E+02   0.135794E+02   0.689096E+02
   0.200965E+03   0.190356E+02   0.702471E+01   0.298732E+01   0.952461E-03   0.902950E+01   0.125128E+02   0.116610E+02   0.150702E+02   0.682994E+02
   0.200965E+03   0.190356E+02   0.684821E+01   0.268152E+01   0.952461E-03   0.102654E+02   0.125128E+02   0.978364E+01   0.141808E+02   0.694605E+02
   0.241931E+03   0.125137E+02   0.659481E+01   0.308421E+01   0.952461E-03   0.121809E+02   0.116230E+02   0.990315E+01   0.137555E+02   0.687438E+02
   0.214185E+03   0.130515E+02   0.655974E+01   0.277419E+01   0.952461E-03   0.122680E+02   0.111526E+02   0.114651E+02   0.137555E+02   0.695458E+02
   0.184191E+03   0.130515E+02   0.665215E+01   0.326014E+01   0.272914E-02   0.122680E+02   0.111526E+02   0.858946E+01   0.120550E+02   0.716190E+02
   0.178441E+03   0.152805E+02   0.679233E+01   0.357263E+01   0.198038E-02   0.121212E+02   0.111526E+02   0.932553E+01   0.988849E+01   0.725022E+02
   0.159418E+03   0.188598E+02   0.711244E+01   0.370169E+01   0.431649E-02   0.124394E+02   0.914589E+01   0.932553E+01   0.988849E+01   0.724991E+02
   0.159418E+03   0.248576E+02   0.725363E+01   0.358729E+01   0.431649E-02   0.104810E+02   0.100749E+02   0.948083E+01   0.845396E+01   0.726811E+02
   0.145157E+03   0.213604E+02   0.689095E+01   0.350514E+01   0.552995E-02   0.108823E+02   0.102974E+02   0.948083E+01   0.845396E+01   0.728345E+02
   0.145157E+03   0.254008E+02   0.734340E+01   0.341947E+01   0.491564E-02   0.970712E+01   0.131419E+02   0.976940E+01   0.750268E+01   0.713023E+02
   0.128005E+03   0.319523E+02   0.749104E+01   0.341101E+01   0.250514E-02   0.965918E+01   0.131419E+02   0.949939E+01   0.750268E+01   0.719410E+02
   0.128005E+03   0.352009E+02   0.758708E+01   0.310178E+01   0.250514E-02   0.965918E+01   0.119594E+02   0.813333E+01   0.756250E+01   0.721967E+02
   0.128005E+03   0.343909E+02   0.820968E+01   0.358064E+01   0.250514E-02   0.992964E+01   0.106448E+02   0.813333E+01   0.864113E+01   0.732347E+02
   0.125485E+03   0.363542E+02   0.851786E+01   0.379383E+01   0.197798E-02   0.935384E+01   0.121707E+02   0.813333E+01   0.102357E+02   0.728275E+02
   0.900738E+02   0.323411E+02   0.801816E+01   0.373478E+01   0.197798E-02   0.890681E+01   0.121707E+02   0.813333E+01   0.100390E+02   0.714280E+02
   0.926416E+02   0.289079E+02   0.798082E+01   0.360957E+01   0.834912E-03   0.743816E+01   0.131692E+02   0.813333E+01   0.870891E+01   0.700530E+02
   0.926416E+02   0.360713E+02   0.824751E+01   0.327873E+01   0.834912E-03   0.875452E+01   0.123833E+02   0.117433E+02   0.865676E+01   0.716670E+02
   0.942122E+02   0.434315E+02   0.848129E+01   0.308847E+01   0.867293E-03   0.999769E+01   0.123833E+02   0.102177E+02   0.701107E+01   0.715877E+02
   0.938881E+02   0.471835E+02   0.831608E+01   0.320993E+01   0.588924E-02   0.123547E+02   0.122080E+02   0.903119E+01   0.872115E+01   0.712405E+02
   0.124570E+03   0.459024E+02   0.846974E+01   0.374180E+01   0.827656E-02   0.117210E+02   0.122080E+02   0.898852E+01   0.839671E+01   0.705894E+02
   0.124570E+03   0.414923E+02   0.803033E+01   0.375888E+01   0.325645E-02   0.117210E+02   0.115013E+02   0.824973E+01   0.839671E+01   0.722521E+02
   0.130450E+03   0.449485E+02   0.775721E+01   0.336432E+01   0.489481E-02   0.977818E+01   0.116325E+02   0.824973E+01   0.102780E+02   0.722428E+02
   0.126563E+03   0.439719E+02   0.805409E+01   0.333259E+01   0.489481E-02   0.995784E+01   0.116343E+02   0.822466E+01   0.119345E+02   0.718302E+02
   0.115344E+03   0.439719E+02   0.813110E+01   0.363497E+01   0.489481E-02   0.995784E+01   0.142150E+02   0.822466E+01   0.124881E+02   0.703444E+02
   0.115344E+03   0.422031E+02   0.806202E+01   0.312155E+01   0.277464E-02   0.995784E+01   0.135021E+02   0.851567E+01   0.140682E+02   0.704202E+02
   0.115344E+03   0.565237E+02   0.829325E+01   0.250441E+01   0.277464E-02   0.995784E+01   0.135861E+02   0.911696E+01   0.152712E+02   0.694081E+02
   0.940772E+02   0.568656E+02   0.857543E+01   0.253547E+01   0.126041E-02   0.103010E+02   0.135861E+02   0.911696E+01   0.152712E+02   0.696627E+02
   0.918173E+02   0.604017E+02   0.854823E+01   0.279432E+01   0.126041E-02   0.124292E+02   0.143716E+02   0.928247E+01   0.152712E+02   0.683835E+02
   0.878251E+02   0.614741E+02   0.866075E+01   0.270676E+01   0.126041E-02   0.126069E+02   0.143716E+02   0.928247E+01   0.145314E+02   0.687414E+02
   0.835694E+02   0.619950E+02   0.896566E+01   0.234333E+01   0.452188E-02   0.129944E+02   0.143716E+02   0.888383E+01   0.145314E+02   0.678056E+02
   0.797352E+02   0.729659E+02   0.953550E+01   0.263765E+01   0.548729E-02   0.109936E+02   0.133565E+02   0.888383E+01   0.134430E+02   0.699535E+02
   0.864536E+02   0.719687E+02   0.100022E+02   0.264170E+01   0.572204E-02   0.134031E+02   0.114582E+02   0.757322E+01   0.134430E+02   0.692347E+02
   0.864536E+02   0.700958E+02   0.103030E+02   0.270156E+01   0.390892E-02   0.148694E+02   0.113005E+02   0.114733E+02   0.140353E+02   0.686718E+02
   0.864536E+02   0.663560E+02   0.975822E+01   0.264090E+01   0.556128E-02   0.125125E+02   0.113005E+02   0.114733E+02   0.121695E+02   0.708280E+02
   0.864536E+02   0.674001E+02   0.940622E+01   0.328001E+01   0.196336E-02   0.125125E+02   0.111410E+02   0.127569E+02   0.121695E+02   0.710042E+02
   0.864536E+02   0.663015E+02   0.943712E+01   0.322044E+01   0.196336E-02   0.125125E+02   0.924294E+01   0.121695E+02   0.116615E+02   0.717819E+02
   0.864536E+02   0.670428E+02   0.913200E+01   0.301701E+01   0.250310E-02   0.133631E+02   0.924294E+01   0.110468E+02   0.121914E+02   0.714423E+02
   0.864536E+02   0.686769E+02   0.904127E+01   0.275365E+01   0.250310E-02   0.126816E+02   0.110399E+02   0.110468E+02   0.121914E+02   0.716283E+02
   0.787775E+02   0.730676E+02   0.958232E+01   0.217339E+01   0.485157E-02   0.140567E+02   0.110534E+02   0.110468E+02   0.113142E+02   0.705167E+02
   0.652319E+02   0.721714E+02   0.962142E+01   0.149205E+01   0.259611E-02   0.140567E+02   0.103137E+02   0.109066E+02   0.113142E+02   0.700950E+02
   0.669867E+02   0.749500E+02   0.921873E+01   0.165144E+01   0.259611E-02   0.133331E+02   0.101051E+02   0.107929E+02   0.106402E+02   0.711501E+02
   0.732012E+02   0.685084E+02   0.923033E+01   0.204169E+01   0.259611E-02   0.998142E+01   0.101051E+02   0.117357E+02   0.120657E+02   0.719067E+02
   0.893070E+02   0.688868E+02   0.926295E+01   0.196922E+01   0.801323E-02   0.998142E+01   0.944315E+01   0.111426E+02   0.120657E+02   0.713969E+02
   0.901252E+02   0.760327E+02   0.956314E+01   0.158644E+01   0.490527E-02   0.107572E+02   0.106321E+02   0.111756E+02   0.122399E+02   0.720639E+02
   0.720486E+02   0.762727E+02   0.962907E+01   0.193515E+01   0.490527E-02   0.982795E+01   0.128740E+02   0.116471E+02   0.126365E+02   0.703812E+02
   0.706335E+02   0.788748E+02   0.953522E+01   0.131709E+01   0.818994E-03   0.970710E+01   0.140663E+02   0.108604E+02   0.124958E+02   0.705657E+02
   0.786519E+02   0.797577E+02   0.959033E+01   0.122133E+01   0.818994E-03   0.970710E+01   0.144773E+02   0.106546E+02   0.124958E+02   0.707435E+02
   0.779213E+02   0.760042E+02   0.100409E+02   0.174180E+01   0.331121E-02   0.110969E+02   0.143266E+02   0.113722E+02   0.124958E+02   0.700254E+02
   0.921862E+02   0.730490E+02   0.951940E+01   0.142828E+01   0.331121E-02   0.116249E+02   0.115887E+02   0.113722E+02   0.925517E+01   0.724517E+02
   0.921862E+02   0.786475E+02   0.990903E+01   0.150821E+01   0.331121E-02   0.985318E+01   0.960901E+01   0.979760E+01   0.121382E+02   0.730045E+02
   0.892483E+02   0.824333E+02   0.985417E+01   0.981077E+00   0.331121E-02   0.846593E+01   0.124539E+02   0.878145E+01   0.126072E+02   0.716337E+02
   0.109984E+03   0.846483E+02   0.101685E+02   0.116005E+01   0.331121E-02   0.846593E+01   0.119077E+02   0.923349E+01   0.137441E+02   0.707018E+02
   0.109984E+03   0.856379E+02   0.100311E+02   0.652795E+00   0.331121E-02   0.846593E+01   0.124919E+02   0.102810E+02   0.137786E+02   0.703391E+02
   0.731658E+02   0.844054E+02   0.100346E+02   0.305052E+00   0.331121E-02   0.899751E+01   0.105160E+02   0.882465E+01   0.137786E+02   0.715667E+02
   0.117357E+03   0.781951E+02   0.995878E+01   0.333598E+00   0.215519E-02   0.798519E+01   0.105778E+02   0.882465E+01   0.139081E+02   0.707214E+02
   0.117357E+03   0.752818E+02   0.916600E+01   0.864762E-01   0.728538E-02   0.798519E+01   0.126376E+02   0.900231E+01   0.139081E+02   0.688510E+02
   0.129605E+03   0.770679E+02   0.910527E+01   0.954963E-01   0.322150E-02   0.798519E+01   0.126376E+02   0.120160E+02   0.116290E+02   0.698704E+02
   0.129605E+03   0.751600E+02   0.975909E+01  -0.818230E+00   0.183296E-02   0.798519E+01   0.147256E+02   0.120160E+02   0.126122E+02   0.682635E+02
   0.129710E+03   0.771263E+02   0.977111E+01  -0.106373E+01   0.403182E-02   0.798519E+01   0.118081E+02   0.120160E+02   0.129971E+02   0.694172E+02
   0.126229E+03   0.637730E+02   0.992814E+01  -0.997341E+00   0.403182E-02   0.769568E+01   0.118081E+02   0.125589E+02   0.117065E+02   0.702114E+02
   0.125706E+03   0.678237E+02   0.107095E+02  -0.107508E+01   0.403182E-02   0.769568E+01   0.127489E+02   0.123563E+02   0.120063E+02   0.695739E+02
   0.113751E+03   0.680712E+02   0.107609E+02  -0.101872E+01   0.403182E-02   0.872910E+01   0.101853E+02   0.133279E+02   0.965049E+01   0.716413E+02
   0.153199E+03   0.665908E+02   0.108951E+02  -0.849880E+00   0.315604E-02   0.867283E+01   0.101853E+02   0.133279E+02   0.965049E+01   0.694362E+02
   0.150757E+03   0.665908E+02   0.112722E+02  -0.769138E+00   0.615575E-02   0.867283E+01   0.108406E+02   0.133279E+02   0.947805E+01   0.688391E+02
   0.154330E+03   0.665908E+02   0.110467E+02  -0.664487E+00   0.615575E-02   0.880017E+01   0.999912E+01   0.133279E+02   0.947805E+01   0.687924E+02
   0.146996E+03   0.712893E+02   0.117429E+02  -0.795110E+00   0.531295E-03   0.100274E+02   0.907990E+01   0.119851E+02   0.105709E+02   0.705222E+02
   0.146996E+03   0.758590E+02   0.117659E+02  -0.102211E+01   0.173979E-02   0.100274E+02   0.114303E+02   0.882266E+01   0.895993E+01   0.704932E+02
   0.110560E+03   0.715732E+02   0.118726E+02  -0.112650E+01   0.173979E-02   0.100274E+02   0.124252E+02   0.882266E+01   0.921063E+01   0.725354E+02
   0.145550E+03   0.715199E+02   0.116970E+02  -0.102932E+01   0.173979E-02   0.100274E+02   0.145540E+02   0.916651E+01   0.671690E+01   0.675631E+02
   0.145550E+03   0.762543E+02   0.114704E+02  -0.100413E+01   0.803825E-02   0.995021E+01   0.119417E+02   0.104696E+02   0.775535E+01   0.686321E+02
   0.114026E+03   0.705780E+02   0.111935E+02  -0.911895E+00   0.685764E-02   0.938709E+01   0.120409E+02   0.104696E+02   0.907349E+01   0.715171E+02
   0.117207E+03   0.696817E+02   0.113095E+02  -0.631240E+00   0.685764E-02   0.103557E+02   0.120409E+02   0.104696E+02   0.900646E+01   0.713275E+02
   0.118597E+03   0.649318E+02   0.108899E+02  -0.902196E+00   0.398857E-02   0.103557E+02   0.120409E+02   0.104696E+02   0.794210E+01   0.717661E+02
   0.118597E+03   0.641179E+02   0.114231E+02  -0.360421E+00   0.398857E-02   0.112753E+02   0.120909E+02   0.104702E+02   0.113248E+02   0.716044E+02
   0.118597E+03   0.660567E+02   0.112725E+02  -0.529086E+00   0.398857E-02   0.116664E+02   0.120909E+02   0.936391E+01   0.108555E+02   0.716476E+02
   0.118597E+03   0.655172E+02   0.110021E+02  -0.110302E+01   0.412410E-02   0.114988E+02   0.989893E+01   0.936391E+01   0.108555E+02   0.723622E+02
   0.117564E+03   0.654637E+02   0.108879E+02  -0.731191E+00   0.418922E-02   0.103097E+02   0.111903E+02   0.957110E+01   0.105472E+02   0.725461E+02
   0.106792E+03   0.665531E+02   0.101632E+02  -0.841386E+00   0.418922E-02   0.103097E+02   0.916737E+01   0.100506E+02   0.105472E+02   0.731407E+02
   0.113127E+03   0.681743E+02   0.100622E+02  -0.112593E+01   0.418922E-02   0.968410E+01   0.909958E+01   0.111761E+02   0.105472E+02   0.727149E+02
   0.106506E+03   0.666330E+02   0.986866E+01  -0.545057E+00   0.153351E-02   0.650942E+01   0.963145E+01   0.998822E+01   0.105472E+02   0.717590E+02
   0.830456E+02   0.646050E+02   0.977827E+01  -0.370680E+00   0.747685E-02   0.613600E+01   0.115483E+02   0.113577E+02   0.109661E+02   0.687915E+02
   0.713190E+02   0.595289E+02   0.101638E+02  -0.308206E-01   0.747685E-02   0.613600E+01   0.861071E+01   0.113577E+02   0.108312E+02   0.681009E+02
   0.800195E+02   0.591748E+02   0.949106E+01   0.478725E-01   0.104212E-01   0.773539E+01   0.861071E+01   0.103204E+02   0.106792E+02   0.698501E+02
   0.819710E+02   0.672284E+02   0.948888E+01  -0.279042E+00   0.104212E-01   0.773539E+01   0.961449E+01   0.772477E+01   0.900716E+01   0.698484E+02
   0.819710E+02   0.680226E+02   0.902391E+01  -0.521389E+00   0.108786E-01   0.956032E+01   0.835369E+01   0.772477E+01   0.768247E+01   0.694033E+02
   0.819710E+02   0.748563E+02   0.913189E+01  -0.759422E+00   0.773970E-02   0.121242E+02   0.835369E+01   0.774816E+01   0.947338E+01   0.708162E+02
   0.606357E+02   0.722816E+02   0.931462E+01  -0.103123E+01   0.773970E-02   0.121242E+02   0.846317E+01   0.925376E+01   0.947338E+01   0.697711E+02
   0.606357E+02   0.732275E+02   0.946024E+01  -0.166932E+01   0.914356E-02   0.893511E+01   0.100752E+02   0.948099E+01   0.881122E+01   0.700421E+02
   0.667853E+02   0.663564E+02   0.872045E+01  -0.924173E+00   0.566550E-02   0.893511E+01   0.871644E+01   0.111987E+02   0.975925E+01   0.711751E+02
   0.724448E+02   0.684035E+02   0.839402E+01  -0.101600E+01   0.952527E-02   0.938841E+01   0.871644E+01   0.112615E+02   0.785928E+01   0.700201E+02
   0.778509E+02   0.680920E+02   0.879677E+01  -0.103955E+01   0.278656E-02   0.729543E+01   0.990901E+01   0.959900E+01   0.762498E+01   0.716746E+02
   0.716428E+02   0.804672E+02   0.885938E+01  -0.140258E+01   0.278656E-02   0.729543E+01   0.837261E+01   0.956911E+01   0.946055E+01   0.721215E+02
   0.716428E+02   0.861195E+02   0.861703E+01  -0.106045E+01   0.184003E-02   0.752121E+01   0.961713E+01   0.703222E+01   0.839297E+01   0.713687E+02
   0.823644E+02   0.832100E+02   0.778581E+01  -0.127252E+01   0.184003E-02   0.752121E+01   0.104702E+02   0.703222E+01   0.839297E+01   0.715452E+02
   0.823644E+02   0.737771E+02   0.788691E+01  -0.127465E+01   0.184003E-02   0.756919E+01   0.975737E+01   0.703222E+01   0.773060E+01   0.712006E+02
   0.823644E+02   0.709646E+02   0.774841E+01  -0.710026E+00   0.677607E-03   0.707049E+01   0.975737E+01   0.759334E+01   0.953306E+01   0.718871E+02
   0.873998E+02   0.716866E+02   0.768230E+01  -0.270600E-01   0.421948E-02   0.689779E+01   0.108122E+02   0.931847E+01   0.109547E+02   0.716781E+02
   0.795767E+02   0.739883E+02   0.719155E+01  -0.132020E-01   0.421948E-02   0.689779E+01   0.912204E+01   0.931847E+01   0.113276E+02   0.715016E+02
   0.795767E+02   0.821907E+02   0.707773E+01   0.437119E-01   0.421948E-02   0.689779E+01   0.912204E+01   0.931847E+01   0.113276E+02   0.716344E+02
   0.795767E+02   0.852069E+02   0.723591E+01   0.475705E+00   0.460727E-02   0.719415E+01   0.912204E+01   0.102687E+02   0.106818E+02   0.720661E+02
