a0_min         a0_flood       a1_flood       a2_flood       Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.503726E+02   0.277487E+03   0.134568E+02   0.319749E+02   0.347915E-02   0.113892E+02   0.659141E+01   0.918710E+01   0.847495E+01   0.713032E+02
   0.503726E+02   0.350954E+03   0.108587E+02   0.302097E+02   0.723331E-02   0.113892E+02   0.114717E+02   0.918710E+01   0.847495E+01   0.715906E+02
   0.503726E+02   0.353123E+03   0.140410E+02   0.265394E+02   0.241053E-02   0.140871E+02   0.114366E+02   0.918710E+01   0.997234E+01   0.714884E+02
   0.503726E+02   0.314802E+03   0.178929E+02   0.183632E+02   0.241053E-02   0.121034E+02   0.994647E+01   0.918710E+01   0.997234E+01   0.730905E+02
   0.503726E+02   0.314802E+03   0.147492E+02   0.141945E+02   0.241053E-02   0.115789E+02   0.994647E+01   0.918710E+01   0.866384E+01   0.732003E+02
   0.503726E+02   0.291249E+03   0.821205E+01   0.143206E+02   0.241053E-02   0.103133E+02   0.998197E+01   0.918710E+01   0.866384E+01   0.735709E+02
   0.503726E+02   0.211546E+03   0.246303E+01   0.202630E+02   0.241053E-02   0.103133E+02   0.998197E+01   0.793514E+01   0.951730E+01   0.732027E+02
   0.503726E+02   0.211546E+03   0.449824E+01   0.250659E+02   0.961759E-02   0.124476E+02   0.998197E+01   0.793514E+01   0.951730E+01   0.702733E+02
   0.503726E+02   0.234166E+03   0.490852E+01   0.222901E+02   0.776736E-02   0.124476E+02   0.998197E+01   0.755025E+01   0.951730E+01   0.708051E+02
   0.503726E+02   0.212880E+03   0.525605E+01   0.205517E+02   0.776736E-02   0.746049E+01   0.136844E+02   0.839989E+01   0.165964E+02   0.660328E+02
   0.503726E+02   0.180507E+03  -0.178436E+01   0.159432E+02   0.776736E-02   0.746049E+01   0.119785E+02   0.839989E+01   0.153992E+02   0.678183E+02
   0.503726E+02   0.249032E+03  -0.933266E+00   0.166747E+02   0.516462E-02   0.840444E+01   0.119785E+02   0.711533E+01   0.153992E+02   0.684998E+02
   0.503726E+02   0.225359E+03  -0.648585E+00   0.844483E+01   0.516462E-02   0.840444E+01   0.119785E+02   0.711533E+01   0.101566E+02   0.712213E+02
   0.668051E+02   0.241432E+03  -0.218641E+01   0.873643E+01   0.818542E-02   0.840444E+01   0.119785E+02   0.711533E+01   0.101566E+02   0.698633E+02
   0.668051E+02   0.171486E+03  -0.876732E+01   0.120573E+02   0.106935E-01   0.102234E+02   0.119785E+02   0.711533E+01   0.101566E+02   0.692393E+02
   0.668051E+02   0.182123E+03  -0.821593E+01   0.140892E+02   0.106935E-01   0.102234E+02   0.119785E+02   0.711533E+01   0.956165E+01   0.692421E+02
   0.631427E+02   0.241183E+03  -0.169733E+02   0.117990E+02   0.111577E-01   0.102937E+02   0.119785E+02   0.711533E+01   0.956165E+01   0.688927E+02
   0.887806E+02   0.257546E+03  -0.279074E+02   0.822814E+01   0.111577E-01   0.102937E+02   0.112695E+02   0.135138E+02   0.956165E+01   0.675989E+02
   0.977170E+02   0.257546E+03  -0.209881E+02   0.111116E+02   0.745874E-02   0.102937E+02   0.780186E+01   0.135138E+02   0.956165E+01   0.682570E+02
   0.977170E+02   0.257546E+03  -0.191349E+02   0.803279E+01   0.745874E-02   0.908763E+01   0.110179E+02   0.135138E+02   0.956165E+01   0.685744E+02
   0.977170E+02   0.257546E+03  -0.179142E+02   0.959387E+01   0.745874E-02   0.908763E+01   0.117033E+02   0.135138E+02   0.956165E+01   0.683307E+02
   0.355184E+02   0.194943E+03  -0.163303E+02   0.163804E+02   0.745874E-02   0.908763E+01   0.787996E+01   0.695549E+01   0.956165E+01   0.689488E+02
   0.391370E+02   0.303541E+03  -0.165603E+02   0.225623E+02   0.645597E-03   0.908763E+01   0.787996E+01   0.695549E+01   0.102035E+02   0.704793E+02
   0.905810E+02   0.308501E+03  -0.159772E+02   0.148940E+02   0.469127E-02   0.908763E+01   0.787996E+01   0.696105E+01   0.102035E+02   0.693302E+02
   0.905810E+02   0.284461E+03  -0.143382E+02   0.104312E+02   0.469127E-02   0.908763E+01   0.787996E+01   0.696105E+01   0.986600E+01   0.694805E+02
   0.905810E+02   0.284461E+03  -0.945753E+01   0.146695E+02   0.293563E-02   0.908763E+01   0.874867E+01   0.865042E+01   0.986600E+01   0.713531E+02
   0.905810E+02   0.279616E+03  -0.107476E+02   0.113907E+02   0.621879E-03   0.964284E+01   0.874867E+01   0.154805E+02   0.782415E+01   0.683687E+02
   0.905810E+02   0.308377E+03  -0.112598E+02   0.951498E+01   0.621879E-03   0.964284E+01   0.874867E+01   0.919896E+01   0.782415E+01   0.710147E+02
   0.683670E+02   0.287863E+03  -0.919520E+01   0.155914E+02   0.813557E-03   0.975709E+01   0.100089E+02   0.919896E+01   0.782415E+01   0.726872E+02
   0.952666E+02   0.299546E+03  -0.943991E+01   0.184557E+02   0.813557E-03   0.975709E+01   0.850032E+01   0.121459E+02   0.782415E+01   0.700094E+02
   0.952666E+02   0.299546E+03  -0.665684E+01   0.145933E+02   0.813557E-03   0.996157E+01   0.850032E+01   0.105333E+02   0.105160E+02   0.709915E+02
   0.952666E+02   0.299546E+03  -0.811564E+01   0.217038E+02   0.141964E-03   0.996157E+01   0.105210E+02   0.105333E+02   0.105160E+02   0.711206E+02
   0.952666E+02   0.216192E+03  -0.105136E+02   0.232814E+02   0.179619E-02   0.109544E+02   0.104644E+02   0.105333E+02   0.105160E+02   0.715976E+02
   0.952666E+02   0.149441E+03  -0.119616E+02   0.224063E+02   0.179619E-02   0.109544E+02   0.873425E+01   0.105333E+02   0.105160E+02   0.725418E+02
   0.952666E+02   0.221832E+03  -0.153615E+02   0.201642E+02   0.181334E-02   0.109544E+02   0.873425E+01   0.105333E+02   0.105160E+02   0.714920E+02
   0.649642E+02   0.221832E+03  -0.182126E+02   0.223935E+02   0.181334E-02   0.109544E+02   0.873425E+01   0.105333E+02   0.866656E+01   0.730269E+02
   0.649642E+02   0.271820E+03  -0.150027E+02   0.176311E+02   0.153208E-02   0.907262E+01   0.873425E+01   0.111295E+02   0.747430E+01   0.722327E+02
   0.649642E+02   0.291234E+03  -0.172921E+02   0.182995E+02   0.153208E-02   0.907262E+01   0.873425E+01   0.111295E+02   0.747430E+01   0.721909E+02
   0.649642E+02   0.223640E+03  -0.225202E+02   0.250598E+02   0.513361E-02   0.882396E+01   0.666950E+01   0.111295E+02   0.747430E+01   0.701704E+02
   0.649642E+02   0.220873E+03  -0.254829E+02   0.304642E+02   0.513361E-02   0.882396E+01   0.666950E+01   0.111295E+02   0.828432E+01   0.706958E+02
   0.649642E+02   0.252107E+03  -0.283637E+02   0.271369E+02   0.513361E-02   0.882396E+01   0.666950E+01   0.111295E+02   0.115470E+02   0.704367E+02
   0.914237E+02   0.216950E+03  -0.369717E+02   0.287474E+02   0.205431E-02   0.882396E+01   0.704403E+01   0.111295E+02   0.116654E+02   0.702942E+02
   0.914237E+02   0.148470E+03  -0.356874E+02   0.304966E+02   0.457119E-03   0.882396E+01   0.704403E+01   0.907253E+01   0.116654E+02   0.716519E+02
   0.714560E+02   0.142969E+03  -0.323645E+02   0.267885E+02   0.457119E-03   0.882396E+01   0.704403E+01   0.907253E+01   0.922696E+01   0.725068E+02
   0.714560E+02   0.234958E+03  -0.332127E+02   0.262249E+02   0.457119E-03   0.882396E+01   0.704403E+01   0.907253E+01   0.922696E+01   0.719683E+02
   0.714560E+02   0.251383E+03  -0.308095E+02   0.250525E+02   0.457119E-03   0.723654E+01   0.184850E+02   0.907253E+01   0.157871E+02   0.637577E+02
   0.411087E+02   0.232511E+03  -0.258860E+02   0.261129E+02   0.457119E-03   0.897304E+01   0.182976E+02   0.907253E+01   0.126662E+02   0.671217E+02
   0.411087E+02   0.232511E+03  -0.270573E+02   0.311750E+02   0.457119E-03   0.897304E+01   0.182976E+02   0.907253E+01   0.126662E+02   0.671262E+02
   0.411087E+02   0.272474E+03  -0.307142E+02   0.366528E+02   0.211546E-02   0.101495E+02   0.182976E+02   0.907253E+01   0.859661E+01   0.679052E+02
   0.411087E+02   0.275915E+03  -0.265309E+02   0.395846E+02   0.966944E-03   0.101495E+02   0.182976E+02   0.907253E+01   0.859661E+01   0.680068E+02
   0.411087E+02   0.275915E+03  -0.283820E+02   0.460822E+02   0.634565E-02   0.133395E+02   0.182976E+02   0.907253E+01   0.102670E+02   0.658210E+02
   0.411087E+02   0.277156E+03  -0.283820E+02   0.398909E+02   0.275338E-02   0.127203E+02   0.153850E+02   0.907253E+01   0.107116E+02   0.693049E+02
   0.643441E+02   0.277156E+03  -0.268883E+02   0.407527E+02   0.386694E-02   0.139014E+02   0.153850E+02   0.907253E+01   0.107116E+02   0.684906E+02
   0.643441E+02   0.277837E+03  -0.218386E+02   0.436743E+02   0.166528E-02   0.139014E+02   0.574660E+01   0.907253E+01   0.107116E+02   0.682769E+02
   0.643441E+02   0.253710E+03  -0.235970E+02   0.465562E+02   0.647005E-03   0.996714E+01   0.136551E+02   0.112135E+02   0.138028E+02   0.701008E+02
   0.643441E+02   0.244291E+03  -0.187111E+02   0.396856E+02   0.647005E-03   0.137616E+02   0.136551E+02   0.112135E+02   0.138028E+02   0.685304E+02
   0.643441E+02   0.238161E+03  -0.181512E+02   0.412827E+02   0.827979E-03   0.137616E+02   0.869661E+01   0.108535E+02   0.130453E+02   0.705506E+02
   0.643441E+02   0.247740E+03  -0.245567E+02   0.494790E+02   0.827979E-03   0.137616E+02   0.924009E+01   0.108535E+02   0.101112E+02   0.717635E+02
   0.643441E+02   0.191314E+03  -0.215688E+02   0.513079E+02   0.106875E-02   0.137616E+02   0.924009E+01   0.108535E+02   0.101112E+02   0.719404E+02
   0.578390E+02   0.230296E+03  -0.213373E+02   0.472069E+02   0.106875E-02   0.111207E+02   0.924009E+01   0.108535E+02   0.100968E+02   0.733274E+02
   0.578390E+02   0.299233E+03  -0.178708E+02   0.472069E+02   0.106875E-02   0.111207E+02   0.924009E+01   0.108535E+02   0.126644E+02   0.723608E+02
   0.578390E+02   0.256160E+03  -0.185049E+02   0.406976E+02   0.106875E-02   0.111207E+02   0.924009E+01   0.108535E+02   0.126644E+02   0.723825E+02
   0.578390E+02   0.218220E+03  -0.172488E+02   0.439623E+02   0.106875E-02   0.972902E+01   0.953383E+01   0.116817E+02   0.107201E+02   0.732131E+02
   0.578390E+02   0.218220E+03  -0.156994E+02   0.443404E+02   0.271804E-02   0.122755E+02   0.953383E+01   0.881324E+01   0.139124E+02   0.711199E+02
   0.578390E+02   0.193653E+03  -0.136652E+02   0.461024E+02   0.271804E-02   0.122755E+02   0.953383E+01   0.881324E+01   0.102108E+02   0.727889E+02
   0.578390E+02   0.193653E+03  -0.166709E+02   0.417026E+02   0.625640E-02   0.113220E+02   0.953383E+01   0.117169E+02   0.112739E+02   0.717044E+02
   0.578390E+02   0.186211E+03  -0.121781E+02   0.413138E+02   0.625640E-02   0.136684E+02   0.953383E+01   0.115220E+02   0.776924E+01   0.703251E+02
   0.388314E+02   0.277572E+03  -0.127031E+02   0.456449E+02   0.625640E-02   0.136684E+02   0.953383E+01   0.115220E+02   0.776924E+01   0.692511E+02
   0.388314E+02   0.277572E+03  -0.149669E+02   0.445034E+02   0.554946E-02   0.136684E+02   0.953383E+01   0.115220E+02   0.847048E+01   0.698864E+02
   0.388314E+02   0.277572E+03  -0.140701E+02   0.463563E+02   0.554946E-02   0.136684E+02   0.953383E+01   0.125114E+02   0.847048E+01   0.693736E+02
   0.388314E+02   0.277572E+03  -0.140701E+02   0.511379E+02   0.554946E-02   0.118766E+02   0.953383E+01   0.125114E+02   0.847048E+01   0.702161E+02
   0.388314E+02   0.273518E+03  -0.144793E+02   0.484315E+02   0.554946E-02   0.107270E+02   0.953383E+01   0.787534E+01   0.907211E+01   0.714082E+02
   0.878302E+02   0.281358E+03  -0.810905E+01   0.399926E+02   0.554946E-02   0.895327E+01   0.953383E+01   0.787534E+01   0.727642E+01   0.699290E+02
   0.543973E+02   0.259267E+03  -0.120696E+02   0.434871E+02   0.372834E-02   0.895327E+01   0.904132E+01   0.787534E+01   0.727642E+01   0.719836E+02
   0.374020E+02   0.259267E+03  -0.132593E+02   0.395625E+02   0.340651E-03   0.895327E+01   0.904132E+01   0.787534E+01   0.135365E+02   0.706009E+02
   0.372244E+02   0.234516E+03  -0.979000E+01   0.382655E+02   0.340651E-03   0.738859E+01   0.904132E+01   0.787534E+01   0.135365E+02   0.699209E+02
   0.372244E+02   0.222166E+03  -0.349352E+01   0.395965E+02   0.340651E-03   0.896998E+01   0.904132E+01   0.787534E+01   0.135365E+02   0.707211E+02
   0.372244E+02   0.222166E+03  -0.427802E+01   0.346740E+02   0.340651E-03   0.896998E+01   0.904132E+01   0.787534E+01   0.942481E+01   0.721701E+02
   0.372244E+02   0.193912E+03  -0.983819E+00   0.326788E+02   0.406065E-02   0.896998E+01   0.904132E+01   0.787534E+01   0.942481E+01   0.715229E+02
   0.372244E+02   0.248687E+03   0.194423E+01   0.372795E+02   0.406065E-02   0.896998E+01   0.904132E+01   0.787534E+01   0.942481E+01   0.716556E+02
   0.372244E+02   0.248687E+03   0.888850E+01   0.404138E+02   0.406065E-02   0.896998E+01   0.904132E+01   0.795007E+01   0.942481E+01   0.715076E+02
   0.372244E+02   0.248687E+03   0.103520E+02   0.369251E+02   0.365273E-02   0.896998E+01   0.824413E+01   0.795007E+01   0.778213E+01   0.708333E+02
   0.950728E+02   0.276418E+03   0.986564E+01   0.320461E+02   0.636140E-02   0.131925E+02   0.824413E+01   0.117751E+02   0.825500E+01   0.684704E+02
   0.801570E+02   0.212856E+03   0.181322E+01   0.416398E+02   0.537858E-02   0.131925E+02   0.829970E+01   0.117751E+02   0.803465E+01   0.700085E+02
   0.396131E+02   0.212856E+03  -0.117271E+01   0.403534E+02   0.537858E-02   0.131925E+02   0.829970E+01   0.117095E+02   0.133433E+02   0.690762E+02
   0.396131E+02   0.212856E+03  -0.290142E+01   0.424443E+02   0.537858E-02   0.104226E+02   0.102644E+02   0.861010E+01   0.133433E+02   0.707973E+02
   0.396131E+02   0.249896E+03  -0.275981E+01   0.499485E+02   0.537858E-02   0.104226E+02   0.799489E+01   0.818516E+01   0.872003E+01   0.716202E+02
   0.396131E+02   0.153449E+03  -0.660831E+01   0.516307E+02   0.537858E-02   0.104226E+02   0.131613E+02   0.775601E+01   0.109977E+02   0.690838E+02
   0.396131E+02   0.203506E+03  -0.203229E+01   0.497890E+02   0.537858E-02   0.104226E+02   0.131613E+02   0.775601E+01   0.109977E+02   0.702262E+02
   0.396131E+02   0.219827E+03  -0.727882E+01   0.418250E+02   0.537858E-02   0.104226E+02   0.128970E+02   0.775601E+01   0.700343E+01   0.694796E+02
   0.396131E+02   0.272695E+03  -0.118117E+02   0.379539E+02   0.537858E-02   0.104226E+02   0.128970E+02   0.775601E+01   0.700343E+01   0.694446E+02
   0.396131E+02   0.272695E+03  -0.537799E+01   0.422482E+02   0.537858E-02   0.104226E+02   0.105574E+02   0.775601E+01   0.700343E+01   0.703504E+02
   0.396131E+02   0.272695E+03  -0.751605E+01   0.424843E+02   0.537858E-02   0.104226E+02   0.105574E+02   0.775601E+01   0.700343E+01   0.703730E+02
   0.396131E+02   0.274523E+03  -0.516859E+01   0.301562E+02   0.537858E-02   0.916085E+01   0.105574E+02   0.775601E+01   0.949980E+01   0.716719E+02
   0.396131E+02   0.213204E+03  -0.230721E+01   0.303895E+02   0.112861E-01   0.916085E+01   0.105574E+02   0.775601E+01   0.949980E+01   0.694936E+02
   0.396131E+02   0.196865E+03  -0.301738E+01   0.293976E+02   0.112861E-01   0.858580E+01   0.863535E+01   0.848083E+01   0.880032E+01   0.694820E+02
   0.396131E+02   0.189311E+03   0.154778E+01   0.216342E+02   0.112861E-01   0.858580E+01   0.977551E+01   0.848083E+01   0.880032E+01   0.695649E+02
   0.596025E+02   0.185751E+03   0.817822E+01   0.229921E+02   0.112861E-01   0.720937E+01   0.977551E+01   0.848083E+01   0.880032E+01   0.695127E+02
   0.596025E+02   0.169004E+03   0.100341E+02   0.270777E+02   0.112861E-01   0.720937E+01   0.977551E+01   0.848083E+01   0.880032E+01   0.695131E+02
   0.596025E+02   0.252737E+03   0.134029E+02   0.243216E+02   0.107104E-01   0.798330E+01   0.977551E+01   0.562362E+01   0.880032E+01   0.668913E+02
   0.596025E+02   0.296129E+03   0.114310E+02   0.200883E+02   0.107104E-01   0.104798E+02   0.977551E+01   0.562362E+01   0.880032E+01   0.671560E+02
   0.596025E+02   0.317684E+03   0.911643E+01   0.218750E+02   0.132109E-01   0.141243E+02   0.977551E+01   0.124320E+02   0.106155E+02   0.668539E+02
   0.596025E+02   0.286185E+03   0.121836E+02   0.240714E+02   0.757321E-02   0.141243E+02   0.977551E+01   0.924239E+01   0.106155E+02   0.702682E+02
   0.596025E+02   0.350490E+03   0.134883E+02   0.265954E+02   0.209515E-02   0.139685E+02   0.977551E+01   0.924239E+01   0.744313E+01   0.709906E+02
   0.596025E+02   0.363295E+03   0.834138E+01   0.287002E+02   0.209515E-02   0.139685E+02   0.109811E+02   0.112424E+02   0.744313E+01   0.705033E+02
   0.596025E+02   0.363295E+03   0.112966E+02   0.306562E+02   0.209515E-02   0.122558E+02   0.105831E+02   0.112424E+02   0.941888E+01   0.724229E+02
   0.567988E+02   0.363295E+03   0.862952E+01   0.336450E+02   0.209515E-02   0.122558E+02   0.105831E+02   0.112424E+02   0.941888E+01   0.725775E+02
   0.567988E+02   0.272612E+03   0.933006E+01   0.344453E+02   0.209515E-02   0.135654E+02   0.982899E+01   0.112424E+02   0.941888E+01   0.719320E+02
   0.567988E+02   0.293806E+03   0.135315E+02   0.228221E+02   0.209515E-02   0.139287E+02   0.982899E+01   0.112424E+02   0.984382E+01   0.716671E+02
   0.567988E+02   0.397811E+03   0.135315E+02   0.228221E+02   0.415004E-02   0.139287E+02   0.786426E+01   0.814883E+01   0.717278E+01   0.698146E+02
   0.567988E+02   0.278109E+03   0.832107E+01   0.300715E+02   0.745426E-02   0.111742E+02   0.824271E+01   0.104373E+02   0.112539E+02   0.714445E+02
   0.688900E+02   0.241162E+03   0.121878E+02   0.343979E+02   0.561033E-02   0.111742E+02   0.824271E+01   0.104373E+02   0.748714E+01   0.712473E+02
   0.375049E+02   0.241162E+03   0.184009E+02   0.343979E+02   0.561033E-02   0.111742E+02   0.824271E+01   0.104373E+02   0.748714E+01   0.705143E+02
   0.375049E+02   0.241162E+03   0.125682E+02   0.404145E+02   0.561033E-02   0.120153E+02   0.117405E+02   0.104373E+02   0.748714E+01   0.699791E+02
   0.375049E+02   0.189889E+03   0.737771E+01   0.366902E+02   0.252687E-03   0.821749E+01   0.117405E+02   0.112114E+02   0.748714E+01   0.706832E+02
   0.375049E+02   0.189889E+03   0.157409E+02   0.350902E+02   0.825766E-03   0.918805E+01   0.117405E+02   0.112114E+02   0.124893E+02   0.709141E+02
   0.719109E+02   0.247130E+03   0.179095E+02   0.431656E+02   0.825766E-03   0.918805E+01   0.112414E+02   0.112114E+02   0.124893E+02   0.718387E+02
   0.719109E+02   0.166300E+03   0.254083E+02   0.380671E+02   0.117917E-02   0.993315E+01   0.112414E+02   0.112114E+02   0.124893E+02   0.723605E+02
   0.719109E+02   0.166300E+03   0.270429E+02   0.263236E+02   0.117917E-02   0.993315E+01   0.112414E+02   0.130235E+02   0.124893E+02   0.714830E+02
   0.719109E+02   0.136576E+03   0.276119E+02   0.260549E+02   0.731702E-02   0.159047E+02   0.134547E+02   0.130235E+02   0.124893E+02   0.660151E+02
   0.626291E+02   0.136576E+03   0.232717E+02   0.236103E+02   0.258917E-02   0.103684E+02   0.743882E+01   0.130235E+02   0.124893E+02   0.708647E+02
   0.626291E+02   0.146617E+03   0.244671E+02   0.296694E+02   0.258917E-02   0.881173E+01   0.743882E+01   0.130235E+02   0.124893E+02   0.708646E+02
   0.626291E+02   0.235927E+03   0.214397E+02   0.364555E+02   0.258917E-02   0.117822E+02   0.743882E+01   0.124642E+02   0.124893E+02   0.705457E+02
   0.626291E+02   0.244948E+03   0.229942E+02   0.293684E+02   0.651257E-02   0.117822E+02   0.743798E+01   0.128683E+02   0.124893E+02   0.693733E+02
   0.626291E+02   0.132566E+03   0.288619E+02   0.331847E+02   0.651257E-02   0.117822E+02   0.743798E+01   0.112988E+02   0.748260E+01   0.703779E+02
   0.626291E+02   0.116238E+03   0.293836E+02   0.409106E+02   0.505201E-02   0.117822E+02   0.102094E+02   0.112988E+02   0.104779E+02   0.721448E+02
   0.626291E+02   0.116238E+03   0.367312E+02   0.478823E+02   0.141765E-02   0.836206E+01   0.102094E+02   0.112988E+02   0.104779E+02   0.730482E+02
   0.626291E+02   0.181666E+03   0.416599E+02   0.437820E+02   0.141765E-02   0.868564E+01   0.102094E+02   0.823103E+01   0.109960E+02   0.732329E+02
   0.626291E+02   0.190662E+03   0.404907E+02   0.456279E+02   0.141765E-02   0.868564E+01   0.102094E+02   0.823103E+01   0.109960E+02   0.732097E+02
   0.895955E+02   0.249114E+03   0.465270E+02   0.435370E+02   0.260680E-02   0.868564E+01   0.102094E+02   0.823103E+01   0.102421E+02   0.717476E+02
   0.895955E+02   0.212580E+03   0.467052E+02   0.433828E+02   0.260680E-02   0.821092E+01   0.102094E+02   0.119001E+02   0.116736E+02   0.711811E+02
   0.895955E+02   0.161063E+03   0.429269E+02   0.358710E+02   0.260680E-02   0.895174E+01   0.102094E+02   0.779010E+01   0.116736E+02   0.718935E+02
   0.895955E+02   0.154867E+03   0.382145E+02   0.386345E+02   0.260680E-02   0.125186E+02   0.920859E+01   0.124987E+02   0.116736E+02   0.708764E+02
   0.895955E+02   0.811030E+02   0.406265E+02   0.414606E+02   0.260680E-02   0.125116E+02   0.920859E+01   0.121809E+02   0.116736E+02   0.718610E+02
   0.895955E+02   0.199542E+03   0.445531E+02   0.417434E+02   0.744982E-02   0.644406E+01   0.695442E+01   0.122897E+02   0.106723E+02   0.673364E+02
   0.895955E+02   0.301473E+03   0.463819E+02   0.407147E+02   0.744982E-02   0.797774E+01   0.135616E+02   0.119105E+02   0.103636E+02   0.682209E+02
   0.895955E+02   0.222378E+03   0.356322E+02   0.417409E+02   0.744982E-02   0.797774E+01   0.135616E+02   0.960601E+01   0.103636E+02   0.693421E+02
   0.758319E+02   0.170582E+03   0.404487E+02   0.409226E+02   0.744982E-02   0.797774E+01   0.132658E+02   0.960601E+01   0.103636E+02   0.705450E+02
   0.758319E+02   0.194657E+03   0.404365E+02   0.394846E+02   0.744982E-02   0.993400E+01   0.179760E+02   0.960601E+01   0.103636E+02   0.671903E+02
   0.840772E+02   0.248865E+03   0.523855E+02   0.385098E+02   0.727363E-02   0.993400E+01   0.150006E+02   0.960601E+01   0.103636E+02   0.689335E+02
   0.840772E+02   0.190511E+03   0.530315E+02   0.393250E+02   0.727363E-02   0.993400E+01   0.146826E+02   0.960601E+01   0.875914E+01   0.695773E+02
   0.719450E+02   0.140684E+03   0.652357E+02   0.473039E+02   0.727363E-02   0.724974E+01   0.146826E+02   0.960601E+01   0.895571E+01   0.693943E+02
   0.719450E+02   0.219764E+03   0.626101E+02   0.457365E+02   0.727363E-02   0.724974E+01   0.146826E+02   0.960601E+01   0.102623E+02   0.689725E+02
   0.719450E+02   0.214524E+03   0.655334E+02   0.500649E+02   0.566878E-02   0.724974E+01   0.113646E+02   0.124664E+02   0.102623E+02   0.705763E+02
   0.719450E+02   0.146012E+03   0.672223E+02   0.414665E+02   0.422422E-02   0.724974E+01   0.124018E+02   0.869338E+01   0.102623E+02   0.715799E+02
   0.719450E+02   0.209595E+03   0.671389E+02   0.360285E+02   0.422422E-02   0.724974E+01   0.899228E+01   0.117750E+02   0.114246E+02   0.712595E+02
   0.719450E+02   0.256403E+03   0.678924E+02   0.427933E+02   0.422422E-02   0.109509E+02   0.899228E+01   0.117750E+02   0.114246E+02   0.717347E+02
   0.719450E+02   0.256202E+03   0.676615E+02   0.428650E+02   0.422422E-02   0.109509E+02   0.899228E+01   0.117750E+02   0.603942E+01   0.694164E+02
   0.719450E+02   0.256202E+03   0.695705E+02   0.399219E+02   0.422422E-02   0.109509E+02   0.883048E+01   0.950552E+01   0.681003E+01   0.711107E+02
   0.719450E+02   0.246165E+03   0.701155E+02   0.376219E+02   0.254334E-02   0.109509E+02   0.111578E+02   0.861443E+01   0.102146E+02   0.725639E+02
   0.719450E+02   0.304535E+03   0.648820E+02   0.486684E+02   0.254334E-02   0.904262E+01   0.111578E+02   0.865498E+01   0.102146E+02   0.723586E+02
   0.719450E+02   0.340121E+03   0.638054E+02   0.465686E+02   0.287601E-02   0.868537E+01   0.107000E+02   0.865498E+01   0.730066E+01   0.712791E+02
   0.719450E+02   0.277218E+03   0.695804E+02   0.477634E+02   0.287601E-02   0.100320E+02   0.107000E+02   0.865498E+01   0.730066E+01   0.717534E+02
   0.719450E+02   0.302616E+03   0.811805E+02   0.535111E+02   0.694897E-02   0.100320E+02   0.107000E+02   0.100079E+02   0.105143E+02   0.715647E+02
   0.522656E+02   0.302616E+03   0.838560E+02   0.490920E+02   0.694897E-02   0.100320E+02   0.107000E+02   0.811315E+01   0.105143E+02   0.715166E+02
   0.522656E+02   0.232669E+03   0.878758E+02   0.500563E+02   0.842228E-02   0.100320E+02   0.107000E+02   0.811315E+01   0.105143E+02   0.716424E+02
   0.522656E+02   0.259984E+03   0.907210E+02   0.467720E+02   0.842228E-02   0.100320E+02   0.100242E+02   0.811315E+01   0.105143E+02   0.717159E+02
   0.522656E+02   0.202451E+03   0.916239E+02   0.473673E+02   0.842228E-02   0.888281E+01   0.125144E+02   0.841937E+01   0.105143E+02   0.710094E+02
   0.540718E+02   0.220451E+03   0.916083E+02   0.430663E+02   0.842228E-02   0.949312E+01   0.912853E+01   0.841937E+01   0.105143E+02   0.719216E+02
   0.441107E+02   0.219034E+03   0.892821E+02   0.437061E+02   0.842228E-02   0.112507E+02   0.901969E+01   0.841937E+01   0.105143E+02   0.712336E+02
   0.441107E+02   0.219034E+03   0.892821E+02   0.437061E+02   0.635953E-02   0.838987E+01   0.901969E+01   0.841937E+01   0.952466E+01   0.721534E+02
   0.441107E+02   0.157325E+03   0.902115E+02   0.513385E+02   0.220559E-02   0.838987E+01   0.901969E+01   0.787092E+01   0.913760E+01   0.723039E+02
   0.441107E+02   0.182190E+03   0.984561E+02   0.509327E+02   0.316752E-02   0.838987E+01   0.901969E+01   0.787092E+01   0.913760E+01   0.725674E+02
   0.118892E+03   0.182190E+03   0.102757E+03   0.509327E+02   0.903522E-02   0.109197E+02   0.901969E+01   0.458653E+01   0.913760E+01   0.611052E+02
   0.118892E+03   0.192224E+03   0.102757E+03   0.543681E+02   0.903522E-02   0.109197E+02   0.901969E+01   0.458653E+01   0.913760E+01   0.612676E+02
   0.118892E+03   0.192224E+03   0.105338E+03   0.587156E+02   0.337508E-02   0.109197E+02   0.840287E+01   0.458653E+01   0.913760E+01   0.624045E+02
   0.118892E+03   0.222416E+03   0.103708E+03   0.632909E+02   0.468814E-02   0.108960E+02   0.839319E+01   0.924192E+01   0.913760E+01   0.692721E+02
   0.905164E+02   0.222416E+03   0.101285E+03   0.651610E+02   0.468814E-02   0.988492E+01   0.839319E+01   0.924192E+01   0.913760E+01   0.719422E+02
   0.905164E+02   0.191866E+03   0.108192E+03   0.682610E+02   0.468814E-02   0.988492E+01   0.944351E+01   0.924192E+01   0.117437E+02   0.719233E+02
   0.905164E+02   0.119540E+03   0.107207E+03   0.627494E+02   0.468814E-02   0.988492E+01   0.944351E+01   0.106921E+02   0.117437E+02   0.720246E+02
