"Reach" "Covariate"
1 0
1 0.181818181818182
1 0.363636363636364
1 0.545454545454545
1 0.727272727272727
1 0.909090909090909
1 1.09090909090909
1 1.27272727272727
1 1.45454545454545
1 1.63636363636364
1 1.81818181818182
1 2
1 2.18181818181818
1 2.36363636363636
1 2.54545454545455
1 2.72727272727273
1 2.90909090909091
1 3.09090909090909
1 3.27272727272727
1 3.45454545454545
1 3.63636363636364
1 3.81818181818182
1 4
1 4.18181818181818
1 4.36363636363636
1 4.54545454545455
1 4.72727272727273
1 4.90909090909091
1 5.09090909090909
1 5.27272727272727
1 5.45454545454546
1 5.63636363636364
1 5.81818181818182
1 6
1 6.18181818181818
1 6.36363636363636
1 6.54545454545455
1 6.72727272727273
1 6.90909090909091
1 7.09090909090909
1 7.27272727272727
1 7.45454545454546
1 7.63636363636364
1 7.81818181818182
1 8
1 8.18181818181818
1 8.36363636363636
1 8.54545454545454
1 8.72727272727273
1 8.90909090909091
1 9.09090909090909
1 9.27272727272727
1 9.45454545454546
1 9.63636363636364
1 9.81818181818182
1 10
1 10.1818181818182
1 10.3636363636364
1 10.5454545454545
1 10.7272727272727
1 10.9090909090909
1 11.0909090909091
1 11.2727272727273
1 11.4545454545455
1 11.6363636363636
1 11.8181818181818
1 12
1 12.1818181818182
1 12.3636363636364
1 12.5454545454545
1 12.7272727272727
1 12.9090909090909
1 13.0909090909091
1 13.2727272727273
1 13.4545454545455
1 13.6363636363636
1 13.8181818181818
1 14
1 14.1818181818182
1 14.3636363636364
1 14.5454545454545
1 14.7272727272727
1 14.9090909090909
1 15.0909090909091
1 15.2727272727273
1 15.4545454545455
1 15.6363636363636
1 15.8181818181818
1 16
1 16.1818181818182
1 16.3636363636364
1 16.5454545454545
1 16.7272727272727
1 16.9090909090909
1 17.0909090909091
1 17.2727272727273
1 17.4545454545455
1 17.6363636363636
1 17.8181818181818
1 18
