<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2712010;V271201001;;Q;"2016-01-02 02:29:00";16;46900;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 10:53:00";16;48785;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 15:11:00";16;53876;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 19:25:00";16;54044;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 19:43:00";16;56396;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 19:54:00";16;59252;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 20:30:00";16;89795;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 21:28:00";16;117609;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 22:01:00";16;126340;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-02 23:05:00";16;131191;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 06:55:00";16;136043;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 07:06:00";16;137255;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 07:11:00";16;145745;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 07:51:00";16;142591;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 09:37:00";16;139923;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 10:21:00";16;148170;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 11:34:00";16;152294;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 15:55:00";16;153264;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 16:19:00";16;154962;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 16:40:00";16;161753;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 18:21:00";16;201774;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 19:04:00";16;207596;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-03 20:45:00";16;212447;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-04 03:27:00";16;212447;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-04 04:05:00";16;210021;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-04 04:22:00";16;212447;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-04 05:37:00";16;212447;20;10;0;<FLG>
V2712010;V271201001;;Q;"2016-01-04 06:04:00";16;210021;20;10;0;<FLG>
