"Reach" "Covariate"
1 0
1 0.161616161616162
1 0.323232323232323
1 0.484848484848485
1 0.646464646464647
1 0.808080808080808
1 0.96969696969697
1 1.13131313131313
1 1.29292929292929
1 1.45454545454545
1 1.61616161616162
1 1.77777777777778
1 1.93939393939394
1 2.1010101010101
1 2.26262626262626
1 2.42424242424242
1 2.58585858585859
1 2.74747474747475
1 2.90909090909091
1 3.07070707070707
1 3.23232323232323
1 3.39393939393939
1 3.55555555555556
1 3.71717171717172
1 3.87878787878788
1 4.04040404040404
1 4.2020202020202
1 4.36363636363636
1 4.52525252525253
1 4.68686868686869
1 4.84848484848485
1 5.01010101010101
1 5.17171717171717
1 5.33333333333333
1 5.4949494949495
1 5.65656565656566
1 5.81818181818182
1 5.97979797979798
1 6.14141414141414
1 6.3030303030303
1 6.46464646464647
1 6.62626262626263
1 6.78787878787879
1 6.94949494949495
1 7.11111111111111
1 7.27272727272727
1 7.43434343434344
1 7.5959595959596
1 7.75757575757576
1 7.91919191919192
1 8.08080808080808
1 8.24242424242424
1 8.4040404040404
1 8.56565656565657
1 8.72727272727273
1 8.88888888888889
1 9.05050505050505
1 9.21212121212121
1 9.37373737373737
1 9.53535353535354
1 9.6969696969697
1 9.85858585858586
1 10.020202020202
1 10.1818181818182
1 10.3434343434343
1 10.5050505050505
1 10.6666666666667
1 10.8282828282828
1 10.989898989899
1 11.1515151515152
1 11.3131313131313
1 11.4747474747475
1 11.6363636363636
1 11.7979797979798
1 11.959595959596
1 12.1212121212121
1 12.2828282828283
1 12.4444444444444
1 12.6060606060606
1 12.7676767676768
1 12.9292929292929
1 13.0909090909091
1 13.2525252525253
1 13.4141414141414
1 13.5757575757576
1 13.7373737373737
1 13.8989898989899
1 14.0606060606061
1 14.2222222222222
1 14.3838383838384
1 14.5454545454545
1 14.7070707070707
1 14.8686868686869
1 15.030303030303
1 15.1919191919192
1 15.3535353535354
1 15.5151515151515
1 15.6767676767677
1 15.8383838383838
1 16
