a0_min        a1_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.976617E+02  0.190367E+01  0.741693E-03  0.126940E+02  0.835874E+01  0.143428E+02  0.166060E+02  0.174346E+03
  0.977603E+02  0.190367E+01  0.741693E-03  0.110716E+02  0.940328E+01  0.147195E+02  0.147804E+02  0.175547E+03
  0.977603E+02  0.190367E+01  0.741693E-03  0.113468E+02  0.960128E+01  0.145929E+02  0.147804E+02  0.175462E+03
  0.977603E+02  0.190367E+01  0.741693E-03  0.116494E+02  0.881098E+01  0.145929E+02  0.152732E+02  0.175216E+03
  0.977603E+02 -0.187620E+01  0.741693E-03  0.974283E+01  0.869491E+01  0.145929E+02  0.142121E+02  0.175166E+03
  0.977603E+02 -0.145975E+01  0.741693E-03  0.101615E+02  0.802403E+01  0.138650E+02  0.130900E+02  0.174876E+03
  0.977603E+02 -0.145975E+01  0.741693E-03  0.985742E+01  0.726762E+01  0.138141E+02  0.113159E+02  0.173719E+03
  0.977603E+02  0.354681E+00  0.741693E-03  0.123516E+02  0.726762E+01  0.124415E+02  0.106543E+02  0.172676E+03
  0.977603E+02  0.354681E+00  0.741693E-03  0.124309E+02  0.888089E+01  0.137318E+02  0.100713E+02  0.173308E+03
  0.977603E+02  0.156099E+01  0.741693E-03  0.122784E+02  0.804419E+01  0.134497E+02  0.100713E+02  0.173043E+03
  0.977603E+02  0.166655E+01  0.741693E-03  0.122409E+02  0.697232E+01  0.134497E+02  0.968617E+01  0.171792E+03
  0.977603E+02  0.166655E+01  0.741693E-03  0.122409E+02  0.804427E+01  0.137490E+02  0.968617E+01  0.172715E+03
  0.977603E+02  0.166655E+01  0.741693E-03  0.125322E+02  0.102572E+02  0.124779E+02  0.968617E+01  0.172675E+03
  0.977603E+02 -0.869361E+00  0.741693E-03  0.114903E+02  0.102533E+02  0.109451E+02  0.122446E+02  0.173904E+03
  0.977603E+02 -0.869361E+00  0.741693E-03  0.110048E+02  0.106888E+02  0.136400E+02  0.149489E+02  0.175208E+03
  0.977603E+02  0.383242E+01  0.741693E-03  0.109937E+02  0.105025E+02  0.145384E+02  0.148815E+02  0.174964E+03
  0.977603E+02 -0.184921E+01  0.741693E-03  0.976946E+01  0.106894E+02  0.145384E+02  0.141684E+02  0.175159E+03
  0.977603E+02  0.373103E+01  0.602365E-03  0.976946E+01  0.113226E+02  0.140296E+02  0.149399E+02  0.175417E+03
  0.977603E+02 -0.166139E-01  0.602365E-03  0.106786E+02  0.103415E+02  0.127575E+02  0.162303E+02  0.175891E+03
  0.977603E+02 -0.166139E-01  0.602365E-03  0.106786E+02  0.106215E+02  0.122166E+02  0.151772E+02  0.175820E+03
  0.977603E+02 -0.166139E-01  0.602365E-03  0.106582E+02  0.100152E+02  0.139161E+02  0.144917E+02  0.176289E+03
  0.977603E+02 -0.166139E-01  0.602365E-03  0.109795E+02  0.813651E+01  0.145502E+02  0.144917E+02  0.175891E+03
  0.977603E+02 -0.166139E-01  0.602365E-03  0.109795E+02  0.813651E+01  0.122021E+02  0.144917E+02  0.175546E+03
  0.977603E+02 -0.166139E-01  0.602365E-03  0.985302E+01  0.746496E+01  0.122021E+02  0.156327E+02  0.175227E+03
  0.977603E+02 -0.166139E-01  0.911991E-03  0.956737E+01  0.763853E+01  0.116961E+02  0.156190E+02  0.172781E+03
  0.977603E+02  0.642391E+01  0.511733E-03  0.976383E+01  0.797853E+01  0.133635E+02  0.162016E+02  0.172272E+03
  0.977603E+02  0.642391E+01  0.750405E-03  0.102585E+02  0.805008E+01  0.120740E+02  0.157007E+02  0.172819E+03
  0.977603E+02  0.228567E+01  0.750405E-03  0.101393E+02  0.847061E+01  0.110285E+02  0.138466E+02  0.174541E+03
  0.977603E+02  0.228567E+01  0.711040E-03  0.846485E+01  0.847061E+01  0.127540E+02  0.118285E+02  0.174892E+03
  0.977603E+02  0.228567E+01  0.441487E-03  0.844285E+01  0.797880E+01  0.127540E+02  0.123338E+02  0.174286E+03
  0.977603E+02  0.228567E+01  0.476759E-03  0.867172E+01  0.797880E+01  0.121337E+02  0.121353E+02  0.174505E+03
  0.977603E+02  0.228567E+01  0.476759E-03  0.916351E+01  0.895864E+01  0.125712E+02  0.137323E+02  0.175456E+03
  0.977603E+02  0.164460E+01  0.751178E-03  0.106988E+02  0.895864E+01  0.123941E+02  0.137323E+02  0.175253E+03
  0.977603E+02 -0.128088E+01  0.751178E-03  0.106988E+02  0.939795E+01  0.115751E+02  0.148310E+02  0.174681E+03
  0.977603E+02 -0.118617E+01  0.447818E-03  0.970040E+01  0.971809E+01  0.112203E+02  0.142855E+02  0.174619E+03
  0.977603E+02 -0.118617E+01  0.447818E-03  0.887717E+01  0.962077E+01  0.118860E+02  0.138920E+02  0.174846E+03
  0.977603E+02 -0.118617E+01  0.562412E-03  0.976279E+01  0.847366E+01  0.118860E+02  0.132752E+02  0.175386E+03
  0.977603E+02 -0.118617E+01  0.562412E-03  0.884304E+01  0.813225E+01  0.143397E+02  0.142696E+02  0.175700E+03
  0.977603E+02  0.252497E+01  0.562412E-03  0.801230E+01  0.913748E+01  0.146205E+02  0.142256E+02  0.175780E+03
  0.977603E+02  0.252497E+01  0.693103E-03  0.757834E+01  0.958602E+01  0.149214E+02  0.164013E+02  0.175087E+03
  0.977603E+02  0.252497E+01  0.693103E-03  0.711214E+01  0.948099E+01  0.150766E+02  0.168247E+02  0.174557E+03
  0.977603E+02  0.252497E+01  0.693103E-03  0.674444E+01  0.948099E+01  0.150766E+02  0.153380E+02  0.174373E+03
  0.977603E+02  0.252497E+01  0.693103E-03  0.795287E+01  0.103329E+02  0.157105E+02  0.152819E+02  0.175366E+03
  0.977603E+02  0.252497E+01  0.551485E-03  0.841933E+01  0.105366E+02  0.140321E+02  0.157230E+02  0.175768E+03
  0.977603E+02  0.252497E+01  0.551485E-03  0.863966E+01  0.995177E+01  0.125209E+02  0.147950E+02  0.175784E+03
  0.977603E+02  0.252497E+01  0.801662E-03  0.863966E+01  0.915038E+01  0.124085E+02  0.151822E+02  0.174723E+03
  0.977603E+02  0.252497E+01  0.801662E-03  0.840120E+01  0.975516E+01  0.134744E+02  0.151822E+02  0.174890E+03
  0.977603E+02  0.252497E+01  0.801662E-03  0.888698E+01  0.109253E+02  0.132953E+02  0.151822E+02  0.174810E+03
  0.977603E+02  0.252497E+01  0.801662E-03  0.948286E+01  0.986093E+01  0.162068E+02  0.156874E+02  0.174935E+03
  0.977603E+02  0.252497E+01  0.801662E-03  0.104500E+02  0.110547E+02  0.127750E+02  0.145655E+02  0.174691E+03
  0.977603E+02  0.252497E+01  0.588528E-03  0.122250E+02  0.110921E+02  0.131331E+02  0.153715E+02  0.175128E+03
  0.977603E+02  0.252497E+01  0.588528E-03  0.116786E+02  0.100141E+02  0.134158E+02  0.153715E+02  0.175658E+03
  0.977603E+02  0.252497E+01  0.725063E-03  0.113531E+02  0.100141E+02  0.140868E+02  0.157309E+02  0.175353E+03
  0.977603E+02  0.252497E+01  0.595417E-03  0.113531E+02  0.103400E+02  0.136263E+02  0.153475E+02  0.175770E+03
  0.977603E+02  0.252497E+01  0.595417E-03  0.129654E+02  0.103400E+02  0.126497E+02  0.153475E+02  0.174822E+03
  0.969674E+02  0.252497E+01  0.595417E-03  0.125484E+02  0.120920E+02  0.131432E+02  0.143959E+02  0.174149E+03
  0.969674E+02  0.252497E+01  0.595417E-03  0.132343E+02  0.113764E+02  0.155074E+02  0.140863E+02  0.174095E+03
  0.974037E+02  0.252497E+01  0.595417E-03  0.130824E+02  0.110287E+02  0.158168E+02  0.151989E+02  0.174655E+03
  0.974037E+02  0.252497E+01  0.595417E-03  0.130824E+02  0.109315E+02  0.165307E+02  0.178506E+02  0.174020E+03
  0.974037E+02  0.252497E+01  0.595417E-03  0.129075E+02  0.959859E+01  0.151626E+02  0.169946E+02  0.174766E+03
  0.974037E+02  0.252497E+01  0.595417E-03  0.114477E+02  0.100032E+02  0.152620E+02  0.174332E+02  0.175329E+03
  0.974037E+02  0.252497E+01  0.595417E-03  0.916781E+01  0.100015E+02  0.146687E+02  0.146605E+02  0.176172E+03
  0.974037E+02  0.252497E+01  0.595417E-03  0.957091E+01  0.101045E+02  0.117559E+02  0.119197E+02  0.175226E+03
  0.974037E+02  0.252497E+01  0.747083E-03  0.858772E+01  0.954389E+01  0.117559E+02  0.119946E+02  0.174478E+03
  0.974037E+02  0.252497E+01  0.747083E-03  0.863266E+01  0.882457E+01  0.117559E+02  0.119946E+02  0.174403E+03
  0.974037E+02  0.252497E+01  0.747083E-03  0.953439E+01  0.871183E+01  0.108948E+02  0.120057E+02  0.174060E+03
  0.974037E+02  0.252497E+01  0.747083E-03  0.953439E+01  0.974158E+01  0.104285E+02  0.912994E+01  0.171660E+03
  0.974037E+02  0.252497E+01  0.749279E-03  0.953439E+01  0.859994E+01  0.127918E+02  0.105229E+02  0.173991E+03
  0.974037E+02  0.252497E+01  0.476740E-03  0.102507E+02  0.859994E+01  0.133732E+02  0.820242E+01  0.171499E+03
  0.974037E+02  0.252497E+01  0.552201E-03  0.102699E+02  0.859994E+01  0.118881E+02  0.820242E+01  0.171531E+03
  0.974037E+02  0.145155E+01  0.552201E-03  0.973484E+01  0.859994E+01  0.125038E+02  0.940496E+01  0.173717E+03
  0.973032E+02  0.145155E+01  0.552201E-03  0.104040E+02  0.859994E+01  0.125038E+02  0.940496E+01  0.173575E+03
  0.973032E+02  0.145155E+01  0.552201E-03  0.900424E+01  0.859994E+01  0.128576E+02  0.112077E+02  0.175178E+03
  0.964227E+02  0.145155E+01  0.552201E-03  0.891051E+01  0.910318E+01  0.136940E+02  0.112077E+02  0.173850E+03
  0.964227E+02  0.145155E+01  0.552201E-03  0.965600E+01  0.938879E+01  0.111929E+02  0.127821E+02  0.173795E+03
  0.964227E+02  0.145155E+01  0.552201E-03  0.879725E+01  0.930645E+01  0.144865E+02  0.146138E+02  0.174668E+03
  0.964227E+02  0.205442E+00  0.552201E-03  0.891311E+01  0.882059E+01  0.127747E+02  0.143975E+02  0.174291E+03
  0.984451E+02  0.205442E+00  0.552201E-03  0.101615E+02  0.838427E+01  0.134017E+02  0.157127E+02  0.175400E+03
  0.984451E+02  0.205442E+00  0.502584E-03  0.800060E+01  0.859715E+01  0.136597E+02  0.128332E+02  0.174715E+03
  0.970066E+02  0.205442E+00  0.502584E-03  0.800060E+01  0.859715E+01  0.157353E+02  0.135262E+02  0.175040E+03
  0.970066E+02  0.205442E+00  0.502584E-03  0.800060E+01  0.896389E+01  0.155576E+02  0.135262E+02  0.175158E+03
  0.970066E+02  0.205442E+00  0.502584E-03  0.800940E+01  0.845438E+01  0.155891E+02  0.139999E+02  0.175054E+03
  0.970066E+02  0.205442E+00  0.658470E-03  0.800940E+01  0.883604E+01  0.144389E+02  0.157741E+02  0.175186E+03
  0.970066E+02  0.205442E+00  0.658470E-03  0.800940E+01  0.724680E+01  0.160714E+02  0.172354E+02  0.173833E+03
  0.970066E+02  0.205442E+00  0.658470E-03  0.652669E+01  0.727447E+01  0.148352E+02  0.171733E+02  0.172559E+03
  0.970066E+02  0.205442E+00  0.658470E-03  0.604141E+01  0.684997E+01  0.148342E+02  0.176669E+02  0.171140E+03
  0.970066E+02 -0.339678E+01  0.658470E-03  0.604141E+01  0.684997E+01  0.136763E+02  0.166376E+02  0.169559E+03
  0.970066E+02 -0.320033E+01  0.855603E-03  0.604141E+01  0.538436E+01  0.194919E+02  0.166376E+02  0.164662E+03
  0.970066E+02 -0.320033E+01  0.855603E-03  0.684580E+01  0.519075E+01  0.197193E+02  0.148724E+02  0.165526E+03
  0.970066E+02 -0.320033E+01  0.855603E-03  0.684580E+01  0.577574E+01  0.172407E+02  0.149441E+02  0.167850E+03
  0.983358E+02 -0.320033E+01  0.855603E-03  0.785395E+01  0.577574E+01  0.164851E+02  0.149441E+02  0.169760E+03
  0.983358E+02 -0.581126E+01  0.855603E-03  0.951155E+01  0.694654E+01  0.164851E+02  0.149441E+02  0.170624E+03
  0.983358E+02 -0.581126E+01  0.855603E-03  0.963056E+01  0.613793E+01  0.151001E+02  0.149441E+02  0.169629E+03
  0.983358E+02 -0.581126E+01  0.855603E-03  0.983810E+01  0.613793E+01  0.189233E+02  0.137296E+02  0.168709E+03
  0.983358E+02 -0.581126E+01  0.855603E-03  0.101121E+02  0.609402E+01  0.209423E+02  0.157037E+02  0.167721E+03
  0.983358E+02 -0.595252E+01  0.855603E-03  0.102468E+02  0.769683E+01  0.223836E+02  0.160879E+02  0.168833E+03
  0.980751E+02 -0.101276E+01  0.787205E-03  0.799763E+01  0.848664E+01  0.231200E+02  0.160879E+02  0.171658E+03
  0.980751E+02  0.398049E+01  0.787205E-03  0.102534E+02  0.877869E+01  0.238856E+02  0.160879E+02  0.171333E+03
  0.980751E+02  0.162257E+01  0.787205E-03  0.100680E+02  0.885456E+01  0.222686E+02  0.160879E+02  0.172776E+03
  0.980751E+02  0.162257E+01  0.787205E-03  0.102240E+02  0.873365E+01  0.203313E+02  0.150155E+02  0.173742E+03
  0.980751E+02  0.162257E+01  0.787205E-03  0.833829E+01  0.998247E+01  0.203313E+02  0.148945E+02  0.173642E+03
  0.980751E+02  0.650868E+01  0.656728E-03  0.833829E+01  0.844380E+01  0.191922E+02  0.178163E+02  0.171638E+03
  0.980751E+02  0.650868E+01  0.656728E-03  0.833829E+01  0.622940E+01  0.188843E+02  0.171669E+02  0.169792E+03
  0.980751E+02  0.678504E+01  0.656728E-03  0.847008E+01  0.622940E+01  0.169610E+02  0.150813E+02  0.170525E+03
  0.980751E+02  0.678504E+01  0.762053E-03  0.847008E+01  0.713768E+01  0.169610E+02  0.154122E+02  0.171642E+03
  0.980751E+02  0.326036E+01  0.762053E-03  0.944800E+01  0.966706E+01  0.165082E+02  0.137614E+02  0.175013E+03
  0.980751E+02  0.326036E+01  0.762053E-03  0.944800E+01  0.916249E+01  0.155811E+02  0.148112E+02  0.175157E+03
  0.980751E+02 -0.143523E+01  0.762053E-03  0.931705E+01  0.107043E+02  0.152694E+02  0.140563E+02  0.175101E+03
  0.980751E+02  0.206229E+01  0.762053E-03  0.931705E+01  0.126207E+02  0.122707E+02  0.123150E+02  0.173984E+03
  0.980751E+02 -0.162610E+01  0.762053E-03  0.839448E+01  0.126207E+02  0.124011E+02  0.116656E+02  0.173250E+03
  0.980751E+02 -0.162610E+01  0.681736E-03  0.114038E+02  0.137246E+02  0.132419E+02  0.129533E+02  0.173554E+03
  0.980751E+02  0.444444E+01  0.681736E-03  0.993179E+01  0.127046E+02  0.143516E+02  0.129533E+02  0.174043E+03
  0.980751E+02  0.444444E+01  0.388528E-03  0.904093E+01  0.117942E+02  0.147487E+02  0.124327E+02  0.171766E+03
  0.980751E+02  0.444444E+01  0.388528E-03  0.904093E+01  0.124807E+02  0.184771E+02  0.124327E+02  0.170671E+03
  0.980751E+02  0.431966E+01  0.388528E-03  0.857910E+01  0.124807E+02  0.167381E+02  0.139036E+02  0.171426E+03
  0.980751E+02  0.431966E+01  0.663818E-03  0.925615E+01  0.118698E+02  0.164403E+02  0.123783E+02  0.174198E+03
  0.980751E+02  0.431966E+01  0.507703E-03  0.729301E+01  0.118587E+02  0.164403E+02  0.111388E+02  0.172138E+03
  0.980751E+02 -0.163104E+00  0.507703E-03  0.832062E+01  0.110591E+02  0.185122E+02  0.121372E+02  0.174376E+03
  0.980751E+02 -0.163104E+00  0.109144E-02  0.102819E+02  0.110591E+02  0.152496E+02  0.997281E+01  0.169644E+03
  0.980751E+02 -0.163104E+00  0.109144E-02  0.101843E+02  0.961616E+01  0.145893E+02  0.126419E+02  0.171425E+03
  0.980751E+02  0.561732E+01  0.109144E-02  0.101308E+02  0.995156E+01  0.150086E+02  0.126419E+02  0.170624E+03
  0.980751E+02  0.561732E+01  0.109144E-02  0.125098E+02  0.946105E+01  0.146706E+02  0.126419E+02  0.169818E+03
  0.980751E+02  0.276283E+01  0.109144E-02  0.127120E+02  0.835940E+01  0.146706E+02  0.114515E+02  0.169741E+03
  0.980751E+02  0.276283E+01  0.109144E-02  0.127063E+02  0.944648E+01  0.124693E+02  0.138740E+02  0.170368E+03
  0.980751E+02  0.276283E+01  0.109144E-02  0.914500E+01  0.104279E+02  0.131679E+02  0.138740E+02  0.171394E+03
  0.980751E+02  0.304814E+01  0.109144E-02  0.101118E+02  0.102229E+02  0.135801E+02  0.161953E+02  0.171291E+03
  0.983495E+02  0.562755E+01  0.114489E-02  0.109297E+02  0.120567E+02  0.135524E+02  0.148286E+02  0.169219E+03
  0.983495E+02  0.562755E+01  0.114489E-02  0.115898E+02  0.104537E+02  0.149484E+02  0.143839E+02  0.169583E+03
  0.983495E+02  0.562755E+01  0.114489E-02  0.104157E+02  0.103623E+02  0.140789E+02  0.148081E+02  0.169960E+03
  0.983495E+02 -0.457764E+01  0.114489E-02  0.943767E+01  0.108485E+02  0.164692E+02  0.141674E+02  0.169381E+03
  0.983495E+02 -0.457764E+01  0.114489E-02  0.981295E+01  0.101436E+02  0.164692E+02  0.190258E+02  0.168567E+03
  0.983495E+02 -0.457764E+01  0.747938E-03  0.981295E+01  0.107300E+02  0.153867E+02  0.191400E+02  0.172519E+03
  0.983495E+02  0.337874E+01  0.747938E-03  0.896052E+01  0.113181E+02  0.163443E+02  0.207984E+02  0.172848E+03
  0.983495E+02  0.337874E+01  0.747938E-03  0.919311E+01  0.905972E+01  0.158084E+02  0.207984E+02  0.173268E+03
  0.983495E+02  0.337874E+01  0.747938E-03  0.974043E+01  0.877517E+01  0.158084E+02  0.181348E+02  0.174252E+03
  0.983495E+02 -0.407091E+01  0.747938E-03  0.948583E+01  0.862561E+01  0.147275E+02  0.156924E+02  0.173835E+03
  0.983495E+02 -0.407091E+01  0.747938E-03  0.948583E+01  0.804389E+01  0.153380E+02  0.162148E+02  0.173460E+03
  0.983495E+02 -0.290720E+01  0.747938E-03  0.983615E+01  0.810061E+01  0.166627E+02  0.149397E+02  0.174076E+03
  0.983495E+02 -0.290720E+01  0.747938E-03  0.983615E+01  0.741635E+01  0.164274E+02  0.161697E+02  0.173502E+03
  0.983495E+02  0.767905E+01  0.610368E-03  0.983615E+01  0.741635E+01  0.165839E+02  0.183704E+02  0.170133E+03
  0.983495E+02 -0.471730E+00  0.610368E-03  0.103760E+02  0.787861E+01  0.168925E+02  0.183704E+02  0.174403E+03
  0.983495E+02 -0.471730E+00  0.610368E-03  0.113175E+02  0.787861E+01  0.133327E+02  0.178744E+02  0.174538E+03
  0.983495E+02 -0.471730E+00  0.496910E-03  0.979144E+01  0.727760E+01  0.133327E+02  0.162364E+02  0.174314E+03
  0.983495E+02 -0.471730E+00  0.752116E-03  0.107788E+02  0.770531E+01  0.122151E+02  0.162364E+02  0.174171E+03
  0.988124E+02 -0.471730E+00  0.794728E-03  0.114639E+02  0.768513E+01  0.133064E+02  0.208401E+02  0.171855E+03
  0.972801E+02 -0.115483E+01  0.794728E-03  0.112986E+02  0.775374E+01  0.134321E+02  0.219957E+02  0.171616E+03
  0.972801E+02 -0.115483E+01  0.794728E-03  0.121568E+02  0.820247E+01  0.128847E+02  0.218223E+02  0.171502E+03
  0.972801E+02 -0.115483E+01  0.794728E-03  0.113903E+02  0.903894E+01  0.128847E+02  0.218223E+02  0.172098E+03
  0.972801E+02 -0.115483E+01  0.794728E-03  0.767728E+01  0.100428E+02  0.152409E+02  0.208234E+02  0.172430E+03
  0.972801E+02 -0.115483E+01  0.794728E-03  0.767728E+01  0.106978E+02  0.144356E+02  0.200569E+02  0.172676E+03
  0.986839E+02 -0.115483E+01  0.794728E-03  0.812378E+01  0.109880E+02  0.165255E+02  0.195796E+02  0.172714E+03
  0.986839E+02 -0.115483E+01  0.794728E-03  0.864026E+01  0.102581E+02  0.158161E+02  0.199325E+02  0.173082E+03
  0.986839E+02 -0.115483E+01  0.509311E-03  0.864026E+01  0.102581E+02  0.142040E+02  0.186723E+02  0.173793E+03
  0.986839E+02 -0.363375E+01  0.509311E-03  0.875448E+01  0.944324E+01  0.156652E+02  0.165637E+02  0.173116E+03
  0.986839E+02 -0.363375E+01  0.509311E-03  0.964366E+01  0.892325E+01  0.148969E+02  0.165637E+02  0.173232E+03
  0.986839E+02 -0.240972E+01  0.509311E-03  0.882960E+01  0.927906E+01  0.147084E+02  0.171466E+02  0.173847E+03
  0.986839E+02 -0.240972E+01  0.509311E-03  0.882960E+01  0.879796E+01  0.163794E+02  0.164241E+02  0.173729E+03
  0.986839E+02 -0.349567E+01  0.509311E-03  0.858161E+01  0.109984E+02  0.163794E+02  0.170555E+02  0.172713E+03
  0.986839E+02 -0.308548E+01  0.509311E-03  0.811053E+01  0.105556E+02  0.140609E+02  0.170555E+02  0.173108E+03
  0.986839E+02 -0.308548E+01  0.509311E-03  0.954870E+01  0.100706E+02  0.147671E+02  0.152188E+02  0.173867E+03
  0.970842E+02 -0.253953E-01  0.509311E-03  0.107700E+02  0.121838E+02  0.163542E+02  0.142287E+02  0.174791E+03
  0.970842E+02 -0.253953E-01  0.467460E-03  0.100232E+02  0.126195E+02  0.159288E+02  0.145228E+02  0.174512E+03
  0.970842E+02 -0.253953E-01  0.467460E-03  0.110971E+02  0.126195E+02  0.144110E+02  0.143088E+02  0.174400E+03
  0.970842E+02 -0.253953E-01  0.467460E-03  0.103615E+02  0.123108E+02  0.156182E+02  0.155303E+02  0.174600E+03
  0.970842E+02  0.902008E+00  0.467460E-03  0.998718E+01  0.131512E+02  0.196099E+02  0.141446E+02  0.173271E+03
  0.970842E+02  0.902008E+00  0.467460E-03  0.855467E+01  0.124327E+02  0.181273E+02  0.141446E+02  0.174051E+03
  0.979860E+02  0.902008E+00  0.467460E-03  0.101067E+02  0.133297E+02  0.169002E+02  0.131615E+02  0.174041E+03
  0.979860E+02  0.902008E+00  0.467460E-03  0.100636E+02  0.124470E+02  0.164731E+02  0.114209E+02  0.174069E+03
  0.972899E+02 -0.345938E+00  0.467460E-03  0.120460E+02  0.122664E+02  0.180105E+02  0.111392E+02  0.172911E+03
  0.972899E+02 -0.345938E+00  0.467460E-03  0.123142E+02  0.116970E+02  0.162340E+02  0.978355E+01  0.172440E+03
  0.972899E+02  0.402937E+01  0.467460E-03  0.119446E+02  0.101956E+02  0.153216E+02  0.129303E+02  0.173917E+03
  0.972899E+02  0.402937E+01  0.467460E-03  0.124043E+02  0.107964E+02  0.154158E+02  0.133090E+02  0.173625E+03
  0.972899E+02  0.402937E+01  0.586000E-03  0.121890E+02  0.867624E+01  0.163940E+02  0.133090E+02  0.174377E+03
  0.972899E+02  0.402937E+01  0.586000E-03  0.130740E+02  0.694135E+01  0.169144E+02  0.146761E+02  0.172670E+03
  0.972899E+02 -0.537751E+00  0.586000E-03  0.139122E+02  0.830936E+01  0.169144E+02  0.146761E+02  0.173833E+03
  0.988123E+02 -0.144525E+01  0.586000E-03  0.142118E+02  0.879722E+01  0.169144E+02  0.153004E+02  0.172613E+03
  0.965696E+02  0.706260E+00  0.586000E-03  0.142118E+02  0.936265E+01  0.156919E+02  0.143823E+02  0.173163E+03
  0.965696E+02  0.706260E+00  0.586000E-03  0.142118E+02  0.105713E+02  0.169782E+02  0.156687E+02  0.172725E+03
  0.965696E+02  0.706260E+00  0.586000E-03  0.137931E+02  0.109590E+02  0.151099E+02  0.125424E+02  0.173058E+03
  0.965696E+02  0.706260E+00  0.586000E-03  0.153794E+02  0.106618E+02  0.139847E+02  0.112286E+02  0.171486E+03
