<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2712010;V271201001;;Q;"1987-01-01 02:43:00";16;131656;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 04:06:00";16;113294;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 07:22:00";16;111458;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 11:27:00";16;213400;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 14:25:00";16;218200;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 16:00:00";16;239737;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 19:12:00";16;239737;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 20:48:00";16;211000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 21:40:00";16;206200;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-01 23:17:00";16;236947;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 04:49:00";16;248105;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 06:06:00";16;267632;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 08:20:00";16;357887;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 10:55:00";16;370170;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 13:23:00";16;370170;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 14:27:00";16;337415;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 15:33:00";16;325132;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 16:35:00";16;273211;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 17:36:00";16;349698;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 18:26:00";16;329226;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 19:25:00";16;341509;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 20:12:00";16;325132;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 21:01:00";16;337415;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 21:43:00";16;423396;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 22:38:00";16;390642;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-02 23:27:00";16;398830;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 00:24:00";16;394736;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 02:17:00";16;423396;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 03:00:00";16;419302;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 04:18:00";16;431585;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 05:34:00";16;423396;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 06:33:00";16;431585;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 07:29:00";16;415208;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 08:36:00";16;316943;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 09:00:00";16;325132;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 09:56:00";16;273211;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 11:25:00";16;264842;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-03 23:24:00";16;256474;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 01:32:00";16;215800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 07:23:00";16;215800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 08:10:00";16;211000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 11:12:00";16;211000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 12:58:00";16;184600;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 15:12:00";16;179800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 16:52:00";16;179800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 17:54:00";16;201400;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 19:08:00";16;208600;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-04 21:07:00";16;179800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 00:19:00";16;175000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 03:24:00";16;120639;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 04:31:00";16;111458;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 09:17:00";16;107786;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 17:15:00";16;107786;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 18:24:00";16;120639;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-05 23:31:00";16;122475;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-06 03:37:00";16;63660;20;10;0;<FLG>
V2712010;V271201001;;Q;"1987-01-06 06:04:00";16;44840;20;10;0;<FLG>
