<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2712010;V271201001;;Q;"2014-01-01 02:50:00";16;83167;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 04:47:00";16;80220;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 08:32:00";16;78058;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 13:02:00";16;78255;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 15:40:00";16;81202;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 17:33:00";16;87097;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 20:07:00";16;103407;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-01 21:29:00";16;106944;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 09:36:00";16;112642;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 13:53:00";16;116436;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 15:24:00";16;115958;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 16:35:00";16;123379;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 18:28:00";16;150909;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 19:24:00";16;162161;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 20:48:00";16;172694;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 22:42:00";16;191367;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-02 23:37:00";16;195600;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 00:33:00";16;191367;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 01:56:00";16;177961;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 02:46:00";16;171976;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 04:15:00";16;167188;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 06:02:00";16;168864;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 06:39:00";16;171736;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 08:08:00";16;183467;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 08:40:00";16;184903;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 16:20:00";16;183945;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 21:01:00";16;188015;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-03 22:21:00";16;185142;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 00:55:00";16;165991;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 02:43:00";16;157373;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 05:40:00";16;153542;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 08:43:00";16;154261;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 09:42:00";16;160964;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 11:11:00";16;188973;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 11:59:00";16;202000;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 15:41:00";16;239333;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 17:09:00";16;245158;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 21:44:00";16;245158;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 22:03:00";16;248316;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-04 23:08:00";16;270421;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 00:34:00";16;316323;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 01:50:00";16;348548;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 03:25:00";16;384355;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 04:10:00";16;391516;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 06:31:00";16;398677;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 08:31:00";16;429049;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 17:56:00";16;413000;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 18:47:00";16;409419;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 19:58:00";16;387935;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-05 21:29:00";16;344968;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-06 00:14:00";16;289368;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-06 01:42:00";16;251474;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-06 02:32:00";16;239333;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-06 03:41:00";16;234000;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-06 04:22:00";16;228667;20;10;0;<FLG>
V2712010;V271201001;;Q;"2014-01-06 05:01:00";16;220667;20;10;0;<FLG>
