<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2712010;V271201001;;Q;"1996-01-01 05:54:00";16;220400;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 08:14:00";16;226000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 16:26:00";16;220400;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 17:01:00";16;206400;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 17:20:00";16;192400;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 17:23:00";16;186800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 17:47:00";16;172800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 18:14:00";16;165333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-01 21:40:00";16;158333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 01:55:00";16;158333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 02:57:00";16;151333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 03:26:00";16;135000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 03:49:00";16;120489;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 04:18:00";16;109222;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 05:40:00";16;90444;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 09:55:00";16;88567;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 10:55:00";16;103589;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 12:30:00";16;112978;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 12:52:00";16;118611;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 13:18:00";16;135000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 13:48:00";16;144333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 16:15:00";16;151333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 20:14:00";16;153667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-02 21:32:00";16;165333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 01:42:00";16;163000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 01:58:00";16;158333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 02:01:00";16;153667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 02:47:00";16;135000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 03:26:00";16;132667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 04:25:00";16;139667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 08:38:00";16;139667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 09:22:00";16;144333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 09:36:00";16;149000;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 09:37:00";16;153667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 09:58:00";16;160667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 10:02:00";16;165333;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 10:25:00";16;172800;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 12:40:00";16;181200;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 21:39:00";16;175600;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 22:34:00";16;146667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 22:51:00";16;132667;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 22:58:00";16;124244;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-03 23:41:00";16;103589;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-04 00:43:00";16;90444;20;10;0;<FLG>
V2712010;V271201001;;Q;"1996-01-04 01:58:00";16;88567;20;10;0;<FLG>
