a0_min_r_1     a0_flood_r_1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.111774E+03   0.418698E+02   0.177772E-03   0.925168E+01   0.116308E+02   0.160306E+02   0.156180E+02   0.500066E+02
   0.111774E+03   0.418698E+02   0.177772E-03   0.925168E+01   0.906299E+01   0.169844E+02   0.156180E+02   0.502248E+02
   0.111774E+03   0.418698E+02   0.177772E-03   0.109024E+02   0.882410E+01   0.160364E+02   0.157404E+02   0.501732E+02
   0.111774E+03   0.418698E+02   0.791141E-04   0.109540E+02   0.845515E+01   0.109946E+02   0.157404E+02   0.494896E+02
   0.110668E+03   0.418698E+02   0.791141E-04   0.109540E+02   0.845515E+01   0.109946E+02   0.150271E+02   0.488644E+02
   0.110668E+03   0.418698E+02   0.791141E-04   0.848890E+01   0.813832E+01   0.116149E+02   0.125139E+02   0.488537E+02
   0.110668E+03   0.418698E+02   0.791141E-04   0.109410E+02   0.813832E+01   0.116149E+02   0.156061E+02   0.490043E+02
   0.110668E+03   0.418698E+02   0.791141E-04   0.130885E+02   0.813832E+01   0.116149E+02   0.136127E+02   0.480592E+02
   0.110668E+03   0.418698E+02   0.791141E-04   0.133415E+02   0.117304E+02   0.144387E+02   0.136127E+02   0.483350E+02
   0.110721E+03   0.418698E+02   0.791141E-04   0.108845E+02   0.907995E+01   0.143604E+02   0.163594E+02   0.498749E+02
   0.110721E+03   0.418698E+02   0.791141E-04   0.108845E+02   0.879757E+01   0.143604E+02   0.163594E+02   0.498178E+02
   0.110721E+03   0.418698E+02   0.791141E-04   0.108845E+02   0.103483E+02   0.126764E+02   0.163594E+02   0.496403E+02
   0.110565E+03   0.418698E+02   0.791141E-04   0.851704E+01   0.103483E+02   0.129033E+02   0.109788E+02   0.486970E+02
   0.110565E+03   0.418698E+02   0.791141E-04   0.861915E+01   0.946629E+01   0.129033E+02   0.130847E+02   0.496059E+02
   0.110565E+03   0.418698E+02   0.791141E-04   0.861915E+01   0.967757E+01   0.129033E+02   0.130847E+02   0.496080E+02
   0.110565E+03   0.418698E+02   0.791141E-04   0.833813E+01   0.967757E+01   0.133807E+02   0.130893E+02   0.495891E+02
   0.110474E+03   0.418698E+02   0.791141E-04   0.833813E+01   0.967757E+01   0.158315E+02   0.166194E+02   0.491920E+02
   0.110474E+03   0.418698E+02   0.791141E-04   0.833813E+01   0.967757E+01   0.184284E+02   0.120886E+02   0.484145E+02
   0.110474E+03   0.418698E+02   0.791141E-04   0.833813E+01   0.852946E+01   0.192017E+02   0.162875E+02   0.481633E+02
   0.110474E+03   0.418698E+02   0.791141E-04   0.833813E+01   0.101215E+02   0.151953E+02   0.165108E+02   0.492569E+02
   0.112665E+03   0.418698E+02   0.791141E-04   0.817649E+01   0.946394E+01   0.151953E+02   0.145490E+02   0.491779E+02
   0.112665E+03   0.418698E+02   0.791141E-04   0.817649E+01   0.107783E+02   0.145948E+02   0.145490E+02   0.490487E+02
   0.112170E+03   0.418698E+02   0.791141E-04   0.119469E+02   0.120433E+02   0.150346E+02   0.145490E+02   0.492687E+02
   0.110715E+03   0.433557E+02   0.791141E-04   0.111713E+02   0.973710E+01   0.150346E+02   0.150928E+02   0.505204E+02
   0.110715E+03   0.433557E+02   0.791141E-04   0.111713E+02   0.973710E+01   0.150346E+02   0.150928E+02   0.505204E+02
   0.110715E+03   0.433557E+02   0.791141E-04   0.111713E+02   0.911961E+01   0.150346E+02   0.150928E+02   0.504886E+02
   0.110715E+03   0.433557E+02   0.791141E-04   0.111713E+02   0.665884E+01   0.150346E+02   0.150928E+02   0.488423E+02
   0.110715E+03   0.433557E+02   0.791141E-04   0.847240E+01   0.665884E+01   0.150346E+02   0.182898E+02   0.482456E+02
   0.110715E+03   0.433557E+02   0.791141E-04   0.746691E+01   0.908096E+01   0.158299E+02   0.163465E+02   0.497131E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.851620E+01   0.908096E+01   0.128184E+02   0.163465E+02   0.503563E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.851620E+01   0.908096E+01   0.142918E+02   0.132926E+02   0.506437E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.795696E+01   0.908096E+01   0.139889E+02   0.132926E+02   0.503710E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.105673E+02   0.908096E+01   0.139889E+02   0.132926E+02   0.507021E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.105673E+02   0.101646E+02   0.139889E+02   0.132926E+02   0.507022E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.105673E+02   0.835650E+01   0.153971E+02   0.132926E+02   0.504549E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.105673E+02   0.894062E+01   0.130843E+02   0.123393E+02   0.503518E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.105673E+02   0.107589E+02   0.130843E+02   0.123393E+02   0.502565E+02
   0.110715E+03   0.426348E+02   0.791141E-04   0.736818E+01   0.777376E+01   0.167681E+02   0.102440E+02   0.477632E+02
   0.111297E+03   0.426348E+02   0.791141E-04   0.797643E+01   0.777376E+01   0.176551E+02   0.102440E+02   0.478682E+02
   0.111297E+03   0.426348E+02   0.791141E-04   0.797643E+01   0.743783E+01   0.173529E+02   0.102440E+02   0.476938E+02
   0.111297E+03   0.426348E+02   0.126098E-03   0.114332E+02   0.102660E+02   0.844625E+01   0.199716E+02   0.454227E+02
   0.111297E+03   0.426348E+02   0.126098E-03   0.116363E+02   0.105287E+02   0.844625E+01   0.199716E+02   0.452924E+02
   0.111297E+03   0.426348E+02   0.126098E-03   0.939138E+01   0.935909E+01   0.145625E+02   0.189441E+02   0.498040E+02
   0.112325E+03   0.426348E+02   0.126098E-03   0.109348E+02   0.908509E+01   0.170158E+02   0.189441E+02   0.473318E+02
   0.112325E+03   0.426348E+02   0.126098E-03   0.103843E+02   0.103280E+02   0.141824E+02   0.166971E+02   0.484448E+02
   0.111330E+03   0.426348E+02   0.126098E-03   0.117813E+02   0.957226E+01   0.141824E+02   0.123174E+02   0.498986E+02
   0.110889E+03   0.426348E+02   0.126098E-03   0.130818E+02   0.957226E+01   0.162860E+02   0.177999E+02   0.489735E+02
   0.110889E+03   0.426348E+02   0.126098E-03   0.130818E+02   0.945450E+01   0.149219E+02   0.181792E+02   0.490253E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.131766E+02   0.945450E+01   0.184203E+02   0.181792E+02   0.482031E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.111468E+02   0.799072E+01   0.185194E+02   0.195820E+02   0.482190E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.794843E+01   0.799072E+01   0.140208E+02   0.168083E+02   0.497011E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.794843E+01   0.799072E+01   0.140208E+02   0.160276E+02   0.498557E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.794843E+01   0.799072E+01   0.215807E+02   0.133274E+02   0.478922E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.107329E+02   0.943191E+01   0.215807E+02   0.133274E+02   0.486086E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.107329E+02   0.991487E+01   0.197548E+02   0.133274E+02   0.493952E+02
   0.110889E+03   0.426348E+02   0.138033E-03   0.107329E+02   0.997033E+01   0.997091E+01   0.123349E+02   0.487110E+02
   0.110953E+03   0.426348E+02   0.138033E-03   0.116747E+02   0.997033E+01   0.997091E+01   0.170166E+02   0.483469E+02
   0.110953E+03   0.426348E+02   0.138033E-03   0.781269E+01   0.997033E+01   0.115539E+02   0.138559E+02   0.496980E+02
   0.110953E+03   0.426348E+02   0.138033E-03   0.987643E+01   0.102464E+02   0.100549E+02   0.138559E+02   0.491794E+02
   0.110953E+03   0.426348E+02   0.138033E-03   0.101912E+02   0.102464E+02   0.133097E+02   0.152942E+02   0.506615E+02
   0.110953E+03   0.428204E+02   0.138033E-03   0.101912E+02   0.100762E+02   0.133097E+02   0.113945E+02   0.500066E+02
   0.110953E+03   0.428204E+02   0.138033E-03   0.940791E+01   0.125964E+02   0.161708E+02   0.113945E+02   0.490693E+02
   0.110953E+03   0.428204E+02   0.138033E-03   0.942833E+01   0.125964E+02   0.163465E+02   0.113945E+02   0.490378E+02
   0.110953E+03   0.428204E+02   0.138033E-03   0.942833E+01   0.124998E+02   0.157632E+02   0.137041E+02   0.498453E+02
   0.110953E+03   0.428204E+02   0.138033E-03   0.942833E+01   0.124998E+02   0.157632E+02   0.137041E+02   0.498453E+02
   0.110953E+03   0.432213E+02   0.138033E-03   0.942833E+01   0.118112E+02   0.157632E+02   0.118974E+02   0.495368E+02
   0.110953E+03   0.423876E+02   0.138033E-03   0.709877E+01   0.119441E+02   0.165136E+02   0.127210E+02   0.486933E+02
   0.110953E+03   0.423876E+02   0.138033E-03   0.683336E+01   0.731302E+01   0.150855E+02   0.127210E+02   0.482534E+02
   0.110953E+03   0.423876E+02   0.138033E-03   0.102632E+02   0.731302E+01   0.150855E+02   0.129472E+02   0.497017E+02
   0.110953E+03   0.423876E+02   0.138033E-03   0.902070E+01   0.731302E+01   0.150855E+02   0.129472E+02   0.497064E+02
   0.110953E+03   0.423876E+02   0.138033E-03   0.971704E+01   0.116178E+02   0.153018E+02   0.979014E+01   0.484904E+02
   0.111417E+03   0.423876E+02   0.138033E-03   0.971704E+01   0.103185E+02   0.194637E+02   0.199661E+02   0.482551E+02
   0.111417E+03   0.423876E+02   0.138033E-03   0.792572E+01   0.793965E+01   0.194637E+02   0.199661E+02   0.474026E+02
   0.111417E+03   0.423876E+02   0.138033E-03   0.653036E+01   0.832351E+01   0.214125E+02   0.230965E+02   0.439165E+02
   0.111417E+03   0.428225E+02   0.138033E-03   0.756950E+01   0.832351E+01   0.964815E+01   0.230965E+02   0.446825E+02
   0.111417E+03   0.428225E+02   0.138033E-03   0.756950E+01   0.832351E+01   0.964815E+01   0.245169E+02   0.439344E+02
   0.111417E+03   0.428225E+02   0.138033E-03   0.823957E+01   0.832351E+01   0.148925E+02   0.218252E+02   0.477252E+02
   0.111417E+03   0.422183E+02   0.138033E-03   0.808924E+01   0.832351E+01   0.148925E+02   0.218252E+02   0.480523E+02
   0.111417E+03   0.422183E+02   0.138033E-03   0.767049E+01   0.832351E+01   0.141097E+02   0.195768E+02   0.487764E+02
   0.111417E+03   0.422183E+02   0.138033E-03   0.829037E+01   0.784237E+01   0.158053E+02   0.236787E+02   0.468706E+02
   0.111417E+03   0.422183E+02   0.138033E-03   0.829037E+01   0.887666E+01   0.158283E+02   0.236787E+02   0.473043E+02
   0.110276E+03   0.453056E+02   0.138033E-03   0.829037E+01   0.896098E+01   0.165071E+02   0.190270E+02   0.473575E+02
   0.110276E+03   0.453056E+02   0.138033E-03   0.829037E+01   0.896098E+01   0.182971E+02   0.169381E+02   0.475143E+02
   0.110276E+03   0.453056E+02   0.138033E-03   0.113030E+02   0.115264E+02   0.222166E+02   0.180813E+02   0.451564E+02
   0.110276E+03   0.453056E+02   0.138033E-03   0.113030E+02   0.101581E+02   0.197213E+02   0.112257E+02   0.465064E+02
   0.107719E+03   0.453056E+02   0.138033E-03   0.703155E+01   0.101581E+02   0.197213E+02   0.109237E+02   0.459604E+02
   0.107719E+03   0.453056E+02   0.138033E-03   0.708274E+01   0.805158E+01   0.197213E+02   0.115293E+02   0.460022E+02
   0.107719E+03   0.453056E+02   0.138033E-03   0.708274E+01   0.805158E+01   0.197213E+02   0.167098E+02   0.463511E+02
   0.107719E+03   0.472787E+02   0.138033E-03   0.831735E+01   0.892194E+01   0.182441E+02   0.125511E+02   0.495623E+02
   0.107719E+03   0.472787E+02   0.886211E-04   0.105107E+02   0.892194E+01   0.163085E+02   0.125511E+02   0.503220E+02
   0.107719E+03   0.472787E+02   0.886211E-04   0.102812E+02   0.892194E+01   0.151534E+02   0.168159E+02   0.504664E+02
   0.107719E+03   0.472787E+02   0.767374E-04   0.102812E+02   0.892194E+01   0.151534E+02   0.139566E+02   0.507678E+02
   0.107719E+03   0.472787E+02   0.767374E-04   0.102812E+02   0.896163E+01   0.138906E+02   0.139566E+02   0.507903E+02
   0.107719E+03   0.472787E+02   0.767374E-04   0.102812E+02   0.896163E+01   0.164338E+02   0.136430E+02   0.505671E+02
   0.107719E+03   0.472787E+02   0.767374E-04   0.102812E+02   0.896163E+01   0.134015E+02   0.131985E+02   0.506574E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.102812E+02   0.958796E+01   0.134015E+02   0.161326E+02   0.497238E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.107257E+02   0.995185E+01   0.125836E+02   0.161326E+02   0.494503E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.807015E+01   0.995185E+01   0.125836E+02   0.161326E+02   0.492215E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.807015E+01   0.982090E+01   0.131531E+02   0.161326E+02   0.493565E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.968872E+01   0.763216E+01   0.160290E+02   0.161326E+02   0.490425E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.927843E+01   0.115132E+02   0.160290E+02   0.161326E+02   0.492815E+02
   0.108430E+03   0.472787E+02   0.687989E-04   0.870593E+01   0.115132E+02   0.139706E+02   0.161326E+02   0.493045E+02
   0.108430E+03   0.472787E+02   0.456888E-03   0.957551E+01   0.115132E+02   0.139706E+02   0.161326E+02   0.481862E+02
   0.108430E+03   0.472787E+02   0.456888E-03   0.957551E+01   0.107737E+02   0.181075E+02   0.173372E+02   0.475242E+02
   0.108430E+03   0.475137E+02   0.456888E-03   0.957551E+01   0.117150E+02   0.174957E+02   0.152495E+02   0.475733E+02
   0.108601E+03   0.475137E+02   0.456888E-03   0.116882E+02   0.903754E+01   0.168731E+02   0.135998E+02   0.474606E+02
   0.108601E+03   0.475137E+02   0.456888E-03   0.116882E+02   0.903754E+01   0.127904E+02   0.135204E+02   0.475844E+02
   0.108601E+03   0.475137E+02   0.456888E-03   0.954157E+01   0.117925E+02   0.117759E+02   0.141204E+02   0.472998E+02
   0.108601E+03   0.475137E+02   0.456888E-03   0.954157E+01   0.992292E+01   0.893963E+01   0.125904E+02   0.452478E+02
   0.108601E+03   0.475137E+02   0.456888E-03   0.954157E+01   0.885279E+01   0.893963E+01   0.125904E+02   0.451771E+02
   0.108601E+03   0.474738E+02   0.456888E-03   0.963506E+01   0.758992E+01   0.893963E+01   0.106542E+02   0.436949E+02
   0.108601E+03   0.442855E+02   0.438648E-04   0.151366E+02   0.758992E+01   0.893963E+01   0.106542E+02   0.425042E+02
   0.110274E+03   0.442855E+02   0.344186E-03   0.155629E+02   0.700431E+01   0.189214E+02   0.148300E+02   0.446327E+02
   0.109759E+03   0.442855E+02   0.344186E-03   0.155629E+02   0.700431E+01   0.209602E+02   0.148300E+02   0.440748E+02
   0.109966E+03   0.442855E+02   0.344186E-03   0.152206E+02   0.700431E+01   0.209602E+02   0.148300E+02   0.442717E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.136813E+02   0.927822E+01   0.204026E+02   0.107735E+02   0.466761E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.125610E+02   0.927822E+01   0.185002E+02   0.107735E+02   0.480706E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.113023E+02   0.142288E+02   0.185002E+02   0.146868E+02   0.477802E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.113023E+02   0.142288E+02   0.190287E+02   0.110848E+02   0.467378E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.133493E+02   0.142288E+02   0.190287E+02   0.161805E+02   0.464092E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.133493E+02   0.102283E+02   0.190287E+02   0.161805E+02   0.482878E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.134164E+02   0.102283E+02   0.203440E+02   0.142553E+02   0.478920E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.900972E+01   0.109082E+02   0.165074E+02   0.142553E+02   0.503366E+02
   0.109966E+03   0.442855E+02   0.116779E-03   0.900972E+01   0.109044E+02   0.165074E+02   0.165319E+02   0.501038E+02
   0.109966E+03   0.450566E+02   0.116779E-03   0.900972E+01   0.109044E+02   0.165074E+02   0.165319E+02   0.493660E+02
   0.109966E+03   0.450566E+02   0.308917E-03   0.900972E+01   0.781657E+01   0.165074E+02   0.180175E+02   0.481436E+02
   0.109966E+03   0.450566E+02   0.308917E-03   0.900972E+01   0.781657E+01   0.165074E+02   0.911177E+01   0.461393E+02
   0.109966E+03   0.437022E+02   0.308917E-03   0.997512E+01   0.781657E+01   0.119552E+02   0.106521E+02   0.480602E+02
   0.109966E+03   0.437022E+02   0.308917E-03   0.997512E+01   0.100903E+02   0.122706E+02   0.172705E+02   0.494085E+02
   0.109966E+03   0.426911E+02   0.308917E-03   0.997512E+01   0.100098E+02   0.122706E+02   0.148001E+02   0.491984E+02
   0.111196E+03   0.426911E+02   0.308917E-03   0.116663E+02   0.100098E+02   0.122706E+02   0.148001E+02   0.492924E+02
   0.111196E+03   0.426911E+02   0.308917E-03   0.960640E+01   0.961878E+01   0.105121E+02   0.148001E+02   0.488633E+02
   0.111196E+03   0.426911E+02   0.375342E-03   0.960640E+01   0.113647E+02   0.105121E+02   0.148001E+02   0.481369E+02
   0.111196E+03   0.426911E+02   0.375342E-03   0.105007E+02   0.113647E+02   0.105121E+02   0.148001E+02   0.480382E+02
   0.111196E+03   0.426911E+02   0.375342E-03   0.105007E+02   0.109413E+02   0.176165E+02   0.148001E+02   0.489201E+02
   0.111196E+03   0.426911E+02   0.375342E-03   0.105007E+02   0.109413E+02   0.176165E+02   0.148001E+02   0.489201E+02
   0.111196E+03   0.424908E+02   0.375342E-03   0.105007E+02   0.109930E+02   0.176165E+02   0.152984E+02   0.489218E+02
   0.111196E+03   0.424908E+02   0.375342E-03   0.105007E+02   0.716981E+01   0.138854E+02   0.129043E+02   0.484561E+02
   0.111196E+03   0.424908E+02   0.369881E-03   0.144570E+02   0.102055E+02   0.173488E+02   0.129043E+02   0.471140E+02
   0.111196E+03   0.424908E+02   0.369881E-03   0.107958E+02   0.102055E+02   0.173488E+02   0.144584E+02   0.491836E+02
   0.111196E+03   0.428310E+02   0.369881E-03   0.107958E+02   0.103581E+02   0.173488E+02   0.212589E+02   0.471592E+02
   0.111196E+03   0.428310E+02   0.237029E-03   0.107958E+02   0.989562E+01   0.173488E+02   0.191985E+02   0.487380E+02
   0.111196E+03   0.421859E+02   0.237029E-03   0.107958E+02   0.989562E+01   0.186612E+02   0.189640E+02   0.485875E+02
   0.111196E+03   0.421859E+02   0.237029E-03   0.881970E+01   0.989562E+01   0.186612E+02   0.107240E+02   0.485156E+02
   0.111196E+03   0.421859E+02   0.237029E-03   0.135950E+02   0.989562E+01   0.186612E+02   0.139772E+02   0.481814E+02
   0.111383E+03   0.421859E+02   0.237029E-03   0.144488E+02   0.989562E+01   0.112108E+02   0.109655E+02   0.467207E+02
   0.111383E+03   0.421859E+02   0.267835E-03   0.145001E+02   0.989562E+01   0.112108E+02   0.927574E+01   0.450529E+02
   0.111383E+03   0.421859E+02   0.267835E-03   0.145001E+02   0.989562E+01   0.112108E+02   0.106769E+02   0.463553E+02
   0.111383E+03   0.421859E+02   0.267835E-03   0.112809E+02   0.875254E+01   0.154877E+02   0.106769E+02   0.487767E+02
   0.111383E+03   0.421859E+02   0.267835E-03   0.112809E+02   0.875254E+01   0.154877E+02   0.106769E+02   0.487767E+02
   0.111383E+03   0.421859E+02   0.918128E-04   0.101533E+02   0.847789E+01   0.157922E+02   0.106769E+02   0.494964E+02
   0.111383E+03   0.421859E+02   0.918128E-04   0.962559E+01   0.847789E+01   0.157922E+02   0.106769E+02   0.495344E+02
   0.111383E+03   0.421859E+02   0.918128E-04   0.962559E+01   0.714724E+01   0.158175E+02   0.106769E+02   0.486323E+02
   0.111383E+03   0.421859E+02   0.918128E-04   0.962559E+01   0.714724E+01   0.158175E+02   0.112099E+02   0.489679E+02
   0.111383E+03   0.421859E+02   0.918128E-04   0.962918E+01   0.671942E+01   0.158175E+02   0.112099E+02   0.484637E+02
   0.111383E+03   0.421859E+02   0.132758E-03   0.962918E+01   0.671942E+01   0.158175E+02   0.112099E+02   0.483828E+02
   0.111383E+03   0.421859E+02   0.640772E-04   0.121562E+02   0.651195E+01   0.158175E+02   0.112099E+02   0.475170E+02
   0.111383E+03   0.421859E+02   0.640772E-04   0.121562E+02   0.686128E+01   0.164527E+02   0.112099E+02   0.478800E+02
   0.111383E+03   0.421859E+02   0.640772E-04   0.121562E+02   0.686128E+01   0.164527E+02   0.160338E+02   0.485269E+02
   0.111383E+03   0.421859E+02   0.640772E-04   0.113450E+02   0.952530E+01   0.164527E+02   0.160338E+02   0.502895E+02
   0.111383E+03   0.421859E+02   0.640772E-04   0.979211E+01   0.952530E+01   0.164527E+02   0.160926E+02   0.506204E+02
   0.111383E+03   0.404238E+02   0.640772E-04   0.979211E+01   0.952530E+01   0.108918E+02   0.218219E+02   0.460379E+02
   0.111383E+03   0.407786E+02   0.640772E-04   0.979211E+01   0.141241E+02   0.108918E+02   0.218219E+02   0.449189E+02
   0.111383E+03   0.407786E+02   0.640772E-04   0.979211E+01   0.129345E+02   0.108918E+02   0.181755E+02   0.471481E+02
   0.114443E+03   0.407786E+02   0.640772E-04   0.979211E+01   0.129345E+02   0.108918E+02   0.181755E+02   0.436939E+02
   0.113069E+03   0.407786E+02   0.640772E-04   0.923522E+01   0.989729E+01   0.111600E+02   0.178322E+02   0.490860E+02
   0.113069E+03   0.407786E+02   0.640772E-04   0.124324E+02   0.989729E+01   0.174875E+02   0.150684E+02   0.491671E+02
   0.113069E+03   0.407786E+02   0.640772E-04   0.124324E+02   0.954710E+01   0.174875E+02   0.150684E+02   0.491776E+02
   0.113069E+03   0.407786E+02   0.640772E-04   0.124324E+02   0.110096E+02   0.141293E+02   0.999885E+01   0.477632E+02
   0.113604E+03   0.407786E+02   0.323683E-03   0.116711E+02   0.805554E+01   0.146967E+02   0.118258E+02   0.476731E+02
   0.114683E+03   0.407786E+02   0.287630E-03   0.116711E+02   0.805554E+01   0.171521E+02   0.121914E+02   0.445646E+02
   0.114683E+03   0.407786E+02   0.287630E-03   0.116711E+02   0.115328E+02   0.181301E+02   0.121914E+02   0.442562E+02
   0.114683E+03   0.407786E+02   0.287630E-03   0.820895E+01   0.115328E+02   0.134563E+02   0.157258E+02   0.452742E+02
   0.114683E+03   0.407786E+02   0.287630E-03   0.820895E+01   0.772065E+01   0.134563E+02   0.157258E+02   0.450932E+02
   0.114683E+03   0.407786E+02   0.287630E-03   0.694450E+01   0.111904E+02   0.116733E+02   0.110101E+02   0.430853E+02
   0.111816E+03   0.407786E+02   0.218461E-03   0.122354E+02   0.111904E+02   0.116733E+02   0.110101E+02   0.478530E+02
   0.111816E+03   0.407786E+02   0.218461E-03   0.108997E+02   0.105087E+02   0.116733E+02   0.110101E+02   0.485748E+02
   0.111816E+03   0.407786E+02   0.218461E-03   0.108997E+02   0.105087E+02   0.116733E+02   0.110101E+02   0.485748E+02
   0.111816E+03   0.420202E+02   0.218461E-03   0.111736E+02   0.978957E+01   0.116733E+02   0.110101E+02   0.487065E+02
   0.111816E+03   0.420202E+02   0.218461E-03   0.111736E+02   0.978957E+01   0.116733E+02   0.110101E+02   0.487065E+02
   0.111816E+03   0.420202E+02   0.218461E-03   0.111736E+02   0.978957E+01   0.116733E+02   0.110101E+02   0.487065E+02
   0.112013E+03   0.406308E+02   0.218461E-03   0.122442E+02   0.978957E+01   0.116733E+02   0.167497E+02   0.488244E+02
   0.112013E+03   0.418703E+02   0.218461E-03   0.945486E+01   0.178755E+02   0.116733E+02   0.167497E+02   0.447378E+02
   0.112013E+03   0.418703E+02   0.218461E-03   0.945486E+01   0.152455E+02   0.116733E+02   0.167497E+02   0.468914E+02
   0.112013E+03   0.418703E+02   0.218461E-03   0.114888E+02   0.153517E+02   0.116733E+02   0.170842E+02   0.463350E+02
   0.112013E+03   0.418703E+02   0.218461E-03   0.104405E+02   0.153517E+02   0.116733E+02   0.170842E+02   0.466482E+02
   0.112013E+03   0.418703E+02   0.218461E-03   0.104405E+02   0.159589E+02   0.116733E+02   0.135135E+02   0.464849E+02
   0.112853E+03   0.418703E+02   0.218461E-03   0.104405E+02   0.102703E+02   0.124447E+02   0.135135E+02   0.485343E+02
   0.112853E+03   0.418703E+02   0.218461E-03   0.952933E+01   0.729415E+01   0.124447E+02   0.135135E+02   0.477266E+02
   0.112853E+03   0.418703E+02   0.452502E-03   0.105147E+02   0.128104E+02   0.124447E+02   0.155431E+02   0.468224E+02
   0.110515E+03   0.418703E+02   0.452502E-03   0.105147E+02   0.131362E+02   0.124447E+02   0.155431E+02   0.470730E+02
   0.110515E+03   0.413231E+02   0.452502E-03   0.105147E+02   0.104887E+02   0.118121E+02   0.180523E+02   0.468035E+02
   0.110515E+03   0.441699E+02   0.452502E-03   0.106826E+02   0.104887E+02   0.118121E+02   0.180523E+02   0.476066E+02
   0.110515E+03   0.418597E+02   0.452502E-03   0.104866E+02   0.104887E+02   0.118121E+02   0.180523E+02   0.474086E+02
   0.110515E+03   0.418597E+02   0.530601E-03   0.830271E+01   0.104887E+02   0.118121E+02   0.164094E+02   0.472009E+02
   0.110515E+03   0.418597E+02   0.182958E-03   0.106381E+02   0.104887E+02   0.118121E+02   0.141348E+02   0.490363E+02
   0.110701E+03   0.418597E+02   0.182958E-03   0.110384E+02   0.130793E+02   0.118121E+02   0.141348E+02   0.481707E+02
   0.110701E+03   0.433711E+02   0.182958E-03   0.110384E+02   0.102957E+02   0.113680E+02   0.141348E+02   0.496214E+02
   0.110701E+03   0.444795E+02   0.182958E-03   0.110384E+02   0.102957E+02   0.139488E+02   0.141348E+02   0.490474E+02
   0.110701E+03   0.444795E+02   0.182958E-03   0.104226E+02   0.102957E+02   0.158996E+02   0.163673E+02   0.489004E+02
   0.108167E+03   0.444795E+02   0.592818E-04   0.756349E+01   0.920927E+01   0.137515E+02   0.139499E+02   0.482048E+02
   0.108167E+03   0.444795E+02   0.592818E-04   0.756349E+01   0.920927E+01   0.137515E+02   0.181927E+02   0.475396E+02
   0.108167E+03   0.451364E+02   0.592818E-04   0.756349E+01   0.116551E+02   0.169696E+02   0.138263E+02   0.486559E+02
   0.108167E+03   0.451364E+02   0.592818E-04   0.756349E+01   0.103298E+02   0.169696E+02   0.137439E+02   0.490500E+02
   0.110268E+03   0.451364E+02   0.592818E-04   0.599711E+01   0.104117E+02   0.169696E+02   0.143124E+02   0.460840E+02
   0.109323E+03   0.451364E+02   0.592818E-04   0.784019E+01   0.850223E+01   0.169696E+02   0.143124E+02   0.498817E+02
   0.109323E+03   0.451364E+02   0.592818E-04   0.784019E+01   0.101645E+02   0.150315E+02   0.143124E+02   0.503404E+02
   0.109323E+03   0.445780E+02   0.592818E-04   0.119053E+02   0.115386E+02   0.150315E+02   0.164014E+02   0.497785E+02
   0.109323E+03   0.445780E+02   0.592818E-04   0.119053E+02   0.742921E+01   0.150315E+02   0.150230E+02   0.495585E+02
   0.109323E+03   0.445780E+02   0.592818E-04   0.119053E+02   0.742921E+01   0.150315E+02   0.150230E+02   0.495585E+02
   0.109323E+03   0.445780E+02   0.592818E-04   0.136712E+02   0.742921E+01   0.191467E+02   0.122485E+02   0.472823E+02
   0.109323E+03   0.445780E+02   0.146993E-03   0.105339E+02   0.557403E+01   0.172425E+02   0.156801E+02   0.465421E+02
   0.109323E+03   0.445780E+02   0.146993E-03   0.948041E+01   0.557403E+01   0.172425E+02   0.165399E+02   0.464975E+02
   0.109323E+03   0.445780E+02   0.146993E-03   0.948041E+01   0.754182E+01   0.172425E+02   0.167898E+02   0.494158E+02
