a0_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   Y6_intercept   Y7_intercept   Y8_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.101717E+03   0.107088E-02   0.146282E-02   0.878281E-03   0.924649E-03   0.682664E-03   0.579779E-03   0.268157E-03   0.961810E-04   0.182555E+03   0.000000E+00   0.000000E+00   0.182555E+03  -0.365110E+03
   0.995943E+02   0.107088E-02   0.146282E-02   0.878281E-03   0.924649E-03   0.682664E-03   0.579779E-03   0.268157E-03   0.961810E-04   0.183993E+03   0.000000E+00   0.000000E+00   0.183993E+03  -0.367986E+03
   0.995943E+02   0.232524E-02   0.143402E-02   0.878281E-03   0.924649E-03   0.682664E-03   0.579779E-03   0.268157E-03   0.961810E-04   0.181662E+03   0.000000E+00   0.000000E+00   0.181662E+03  -0.363324E+03
   0.995943E+02   0.232524E-02   0.143402E-02   0.259464E-03   0.924649E-03   0.165431E-02   0.157695E-02   0.268157E-03   0.961810E-04   0.178740E+03   0.000000E+00   0.000000E+00   0.178740E+03  -0.357480E+03
   0.995943E+02   0.909166E-03   0.143402E-02   0.259464E-03   0.924649E-03   0.165431E-02   0.157695E-02   0.320368E-03   0.862353E-03   0.180387E+03   0.000000E+00   0.000000E+00   0.180387E+03  -0.360774E+03
   0.100528E+03   0.909166E-03   0.132096E-02   0.259464E-03   0.924649E-03   0.154356E-03   0.323400E-04   0.320368E-03   0.862353E-03   0.181617E+03   0.000000E+00   0.000000E+00   0.181617E+03  -0.363234E+03
   0.100528E+03   0.909166E-03   0.132096E-02   0.259464E-03   0.924649E-03   0.154356E-03   0.323400E-04   0.320368E-03   0.862353E-03   0.181617E+03   0.000000E+00   0.000000E+00   0.181617E+03  -0.363234E+03
   0.100528E+03   0.749830E-03   0.196203E-02   0.259464E-03   0.924649E-03   0.107080E-02   0.323400E-04   0.100437E-02   0.862353E-03   0.179048E+03   0.000000E+00   0.000000E+00   0.179048E+03  -0.358096E+03
   0.100528E+03   0.749830E-03   0.196203E-02   0.259464E-03   0.924649E-03   0.107080E-02   0.131055E-02   0.100437E-02   0.862353E-03   0.180009E+03   0.000000E+00   0.000000E+00   0.180009E+03  -0.360018E+03
   0.100528E+03   0.749830E-03   0.129771E-02   0.847243E-03   0.924649E-03   0.107080E-02   0.131055E-02   0.100437E-02   0.862353E-03   0.181627E+03   0.000000E+00   0.000000E+00   0.181627E+03  -0.363254E+03
   0.100528E+03   0.323719E-05   0.902907E-03   0.847243E-03   0.924649E-03   0.818512E-03   0.131055E-02   0.133996E-03   0.925796E-03   0.184048E+03   0.000000E+00   0.000000E+00   0.184048E+03  -0.368096E+03
   0.100528E+03   0.160853E-02   0.934778E-03   0.847243E-03   0.924649E-03   0.818512E-03   0.131055E-02   0.133996E-03   0.925796E-03   0.181927E+03   0.000000E+00   0.000000E+00   0.181927E+03  -0.363854E+03
   0.100528E+03   0.160853E-02   0.934778E-03   0.847243E-03   0.924649E-03   0.818512E-03   0.131055E-02   0.133996E-03   0.129015E-02   0.181064E+03   0.000000E+00   0.000000E+00   0.181064E+03  -0.362128E+03
   0.100524E+03   0.160853E-02   0.934778E-03   0.847243E-03   0.924649E-03   0.818512E-03   0.131055E-02   0.133996E-03   0.129015E-02   0.181067E+03   0.000000E+00   0.000000E+00   0.181067E+03  -0.362134E+03
   0.100524E+03   0.160853E-02   0.934778E-03   0.630614E-03   0.924649E-03   0.544664E-03   0.131055E-02   0.133996E-03   0.129015E-02   0.181657E+03   0.000000E+00   0.000000E+00   0.181657E+03  -0.363314E+03
   0.100524E+03   0.144176E-02   0.934778E-03   0.389436E-03   0.924649E-03   0.544664E-03   0.131055E-02   0.133996E-03   0.129015E-02   0.181829E+03   0.000000E+00   0.000000E+00   0.181829E+03  -0.363658E+03
   0.100524E+03   0.144176E-02   0.151981E-02   0.389436E-03   0.924649E-03   0.544664E-03   0.131055E-02   0.133996E-03   0.129015E-02   0.180544E+03   0.000000E+00   0.000000E+00   0.180544E+03  -0.361088E+03
   0.100440E+03   0.144176E-02   0.151981E-02   0.389436E-03   0.924649E-03   0.609332E-03   0.131055E-02   0.133996E-03   0.129015E-02   0.180529E+03   0.000000E+00   0.000000E+00   0.180529E+03  -0.361058E+03
   0.100440E+03   0.144176E-02   0.151981E-02   0.389436E-03   0.924649E-03   0.609332E-03   0.128951E-02   0.605252E-03   0.153590E-03   0.182474E+03   0.000000E+00   0.000000E+00   0.182474E+03  -0.364948E+03
   0.100440E+03   0.128866E-02   0.151981E-02   0.389436E-03   0.924649E-03   0.148029E-04   0.128951E-02   0.605252E-03   0.153590E-03   0.182439E+03   0.000000E+00   0.000000E+00   0.182439E+03  -0.364878E+03
   0.100440E+03   0.128866E-02   0.687817E-03   0.389436E-03   0.880775E-03   0.148029E-04   0.128951E-02   0.448410E-03   0.153590E-03   0.184525E+03   0.000000E+00   0.000000E+00   0.184525E+03  -0.369050E+03
   0.100440E+03   0.128866E-02   0.687817E-03   0.389436E-03   0.880775E-03   0.148029E-04   0.128951E-02   0.127891E-02   0.498535E-03   0.182632E+03   0.000000E+00   0.000000E+00   0.182632E+03  -0.365264E+03
   0.100440E+03   0.128866E-02   0.687817E-03   0.389436E-03   0.880775E-03   0.148029E-04   0.128951E-02   0.127891E-02   0.498535E-03   0.182632E+03   0.000000E+00   0.000000E+00   0.182632E+03  -0.365264E+03
   0.998520E+02   0.128866E-02   0.687817E-03   0.199260E-02   0.880775E-03   0.784967E-03   0.128951E-02   0.127891E-02   0.507591E-03   0.180367E+03   0.000000E+00   0.000000E+00   0.180367E+03  -0.360734E+03
   0.100913E+03   0.128866E-02   0.687817E-03   0.415504E-03   0.880775E-03   0.784967E-03   0.128951E-02   0.127891E-02   0.382396E-03   0.182517E+03   0.000000E+00   0.000000E+00   0.182517E+03  -0.365034E+03
   0.100913E+03   0.128866E-02   0.687817E-03   0.415504E-03   0.880775E-03   0.784967E-03   0.128951E-02   0.127891E-02   0.382396E-03   0.182517E+03   0.000000E+00   0.000000E+00   0.182517E+03  -0.365034E+03
   0.995677E+02   0.128866E-02   0.687817E-03   0.415504E-03   0.814661E-03   0.784967E-03   0.518126E-03   0.503694E-03   0.109483E-02   0.183808E+03   0.000000E+00   0.000000E+00   0.183808E+03  -0.367616E+03
   0.995677E+02   0.128866E-02   0.687817E-03   0.415504E-03   0.814661E-03   0.784967E-03   0.518126E-03   0.503694E-03   0.109483E-02   0.183808E+03   0.000000E+00   0.000000E+00   0.183808E+03  -0.367616E+03
   0.995677E+02   0.128866E-02   0.687817E-03   0.955140E-03   0.814661E-03   0.784967E-03   0.518126E-03   0.503694E-03   0.109483E-02   0.183222E+03   0.000000E+00   0.000000E+00   0.183222E+03  -0.366444E+03
   0.995677E+02   0.768160E-03   0.687817E-03   0.955140E-03   0.814661E-03   0.784967E-03   0.518126E-03   0.503694E-03   0.109483E-02   0.184376E+03   0.000000E+00   0.000000E+00   0.184376E+03  -0.368752E+03
   0.995677E+02   0.768160E-03   0.220615E-03   0.278356E-03   0.814661E-03   0.784967E-03   0.518126E-03   0.503694E-03   0.172321E-02   0.183786E+03   0.000000E+00   0.000000E+00   0.183786E+03  -0.367572E+03
   0.993045E+02   0.768160E-03   0.794733E-03   0.278356E-03   0.814661E-03   0.589498E-03   0.518126E-03   0.503694E-03   0.172321E-02   0.183136E+03   0.000000E+00   0.000000E+00   0.183136E+03  -0.366272E+03
   0.100552E+03   0.768160E-03   0.794733E-03   0.278356E-03   0.814661E-03   0.589498E-03   0.851154E-03   0.503694E-03   0.243961E-04   0.186127E+03   0.000000E+00   0.000000E+00   0.186127E+03  -0.372254E+03
   0.100552E+03   0.768160E-03   0.794733E-03   0.599172E-03   0.814661E-03   0.589498E-03   0.215032E-02   0.503694E-03   0.233783E-02   0.180440E+03   0.000000E+00   0.000000E+00   0.180440E+03  -0.360880E+03
   0.100552E+03   0.768160E-03   0.794733E-03   0.599172E-03   0.624305E-03   0.765352E-03   0.215032E-02   0.503694E-03   0.233783E-02   0.180278E+03   0.000000E+00   0.000000E+00   0.180278E+03  -0.360556E+03
   0.100552E+03   0.768160E-03   0.794733E-03   0.599172E-03   0.624305E-03   0.765352E-03   0.215032E-02   0.114744E-03   0.166234E-02   0.181489E+03   0.000000E+00   0.000000E+00   0.181489E+03  -0.362978E+03
   0.997255E+02   0.768160E-03   0.794733E-03   0.599172E-03   0.108290E-02   0.765352E-03   0.215032E-02   0.192159E-04   0.166234E-02   0.180953E+03   0.000000E+00   0.000000E+00   0.180953E+03  -0.361906E+03
   0.101167E+03   0.768160E-03   0.794733E-03   0.599172E-03   0.165150E-02   0.765352E-03   0.187936E-02   0.192159E-04   0.126678E-02   0.180684E+03   0.000000E+00   0.000000E+00   0.180684E+03  -0.361368E+03
   0.101167E+03   0.768160E-03   0.794733E-03   0.471413E-03   0.119764E-02   0.765352E-03   0.200084E-02   0.192159E-04   0.126678E-02   0.181110E+03   0.000000E+00   0.000000E+00   0.181110E+03  -0.362220E+03
   0.101167E+03   0.768160E-03   0.187639E-02   0.471413E-03   0.166206E-02   0.765352E-03   0.200084E-02   0.192159E-04   0.126678E-02   0.178134E+03   0.000000E+00   0.000000E+00   0.178134E+03  -0.356268E+03
   0.101167E+03   0.768160E-03   0.187639E-02   0.613112E-03   0.166206E-02   0.123153E-02   0.207513E-02   0.192159E-04   0.126678E-02   0.177266E+03   0.000000E+00   0.000000E+00   0.177266E+03  -0.354532E+03
   0.101167E+03   0.768160E-03   0.552889E-03   0.613112E-03   0.166206E-02   0.123153E-02   0.207513E-02   0.192159E-04   0.120077E-02   0.179980E+03   0.000000E+00   0.000000E+00   0.179980E+03  -0.359960E+03
   0.101167E+03   0.768160E-03   0.552889E-03   0.613112E-03   0.166206E-02   0.123153E-02   0.207513E-02   0.192159E-04   0.120077E-02   0.179980E+03   0.000000E+00   0.000000E+00   0.179980E+03  -0.359960E+03
   0.101167E+03   0.122729E-02   0.552889E-03   0.613112E-03   0.117777E-02   0.123153E-02   0.207513E-02   0.192159E-04   0.120077E-02   0.179853E+03   0.000000E+00   0.000000E+00   0.179853E+03  -0.359706E+03
   0.101167E+03   0.122729E-02   0.707068E-03   0.613112E-03   0.117777E-02   0.123153E-02   0.322597E-03   0.192159E-04   0.956598E-03   0.181353E+03   0.000000E+00   0.000000E+00   0.181353E+03  -0.362706E+03
   0.101167E+03   0.122729E-02   0.707068E-03   0.373714E-03   0.117777E-02   0.123153E-02   0.322597E-03   0.192159E-04   0.956598E-03   0.180922E+03   0.000000E+00   0.000000E+00   0.180922E+03  -0.361844E+03
   0.101167E+03   0.403886E-03   0.707068E-03   0.373714E-03   0.117777E-02   0.123153E-02   0.477584E-03   0.192159E-04   0.956598E-03   0.182857E+03   0.000000E+00   0.000000E+00   0.182857E+03  -0.365714E+03
   0.101167E+03   0.403886E-03   0.707068E-03   0.333044E-03   0.117777E-02   0.123153E-02   0.477584E-03   0.192159E-04   0.956598E-03   0.182705E+03   0.000000E+00   0.000000E+00   0.182705E+03  -0.365410E+03
   0.101167E+03   0.403886E-03   0.285421E-03   0.333044E-03   0.117777E-02   0.123153E-02   0.477584E-03   0.192159E-04   0.956598E-03   0.182922E+03   0.000000E+00   0.000000E+00   0.182922E+03  -0.365844E+03
   0.991877E+02   0.403886E-03   0.285421E-03   0.333044E-03   0.117777E-02   0.123153E-02   0.696419E-03   0.192159E-04   0.956598E-03   0.184408E+03   0.000000E+00   0.000000E+00   0.184408E+03  -0.368816E+03
   0.991877E+02   0.403886E-03   0.285421E-03   0.333044E-03   0.443203E-03   0.123153E-02   0.696419E-03   0.192159E-04   0.956598E-03   0.184638E+03   0.000000E+00   0.000000E+00   0.184638E+03  -0.369276E+03
   0.100628E+03   0.403886E-03   0.603043E-02   0.295803E-03   0.443203E-03   0.123153E-02   0.696419E-03   0.192159E-04   0.956598E-03   0.177490E+03   0.000000E+00   0.000000E+00   0.177490E+03  -0.354980E+03
   0.984169E+02   0.135044E-03   0.159798E-02   0.295803E-03   0.925344E-03   0.123153E-02   0.696419E-03   0.192159E-04   0.956598E-03   0.180358E+03   0.000000E+00   0.000000E+00   0.180358E+03  -0.360716E+03
   0.984169E+02   0.135044E-03   0.159798E-02   0.295803E-03   0.925344E-03   0.112511E-02   0.696419E-03   0.192159E-04   0.144676E-02   0.179439E+03   0.000000E+00   0.000000E+00   0.179439E+03  -0.358878E+03
   0.984169E+02   0.135044E-03   0.119276E-03   0.295803E-03   0.925344E-03   0.126186E-02   0.696419E-03   0.192159E-04   0.633854E-04   0.183077E+03   0.000000E+00   0.000000E+00   0.183077E+03  -0.366154E+03
   0.984169E+02   0.135044E-03   0.119276E-03   0.982809E-03   0.325246E-03   0.364692E-03   0.812190E-03   0.192159E-04   0.633854E-04   0.182055E+03   0.000000E+00   0.000000E+00   0.182055E+03  -0.364110E+03
   0.984169E+02   0.839735E-03   0.119276E-03   0.982809E-03   0.325246E-03   0.688115E-03   0.812190E-03   0.192159E-04   0.633854E-04   0.182273E+03   0.000000E+00   0.000000E+00   0.182273E+03  -0.364546E+03
   0.984169E+02   0.839735E-03   0.119276E-03   0.982809E-03   0.331129E-02   0.688115E-03   0.812190E-03   0.192159E-04   0.633854E-04   0.179954E+03   0.000000E+00   0.000000E+00   0.179954E+03  -0.359908E+03
   0.982023E+02   0.119880E-02   0.525947E-04   0.982809E-03   0.626385E-03   0.375383E-03   0.812190E-03   0.192159E-04   0.633854E-04   0.180973E+03   0.000000E+00   0.000000E+00   0.180973E+03  -0.361946E+03
   0.982023E+02   0.119880E-02   0.525947E-04   0.874428E-03   0.626385E-03   0.375383E-03   0.865697E-03   0.192159E-04   0.633854E-04   0.181107E+03   0.000000E+00   0.000000E+00   0.181107E+03  -0.362214E+03
   0.982023E+02   0.119880E-02   0.525947E-04   0.874428E-03   0.626385E-03   0.375383E-03   0.772068E-03   0.119732E-02   0.633854E-04   0.180462E+03   0.000000E+00   0.000000E+00   0.180462E+03  -0.360924E+03
   0.980991E+02   0.310178E-03   0.525947E-04   0.874428E-03   0.626385E-03   0.892968E-03   0.772068E-03   0.119732E-02   0.666550E-04   0.181010E+03   0.000000E+00   0.000000E+00   0.181010E+03  -0.362020E+03
   0.980991E+02   0.310178E-03   0.525947E-04   0.874428E-03   0.238814E-02   0.892968E-03   0.772068E-03   0.119732E-02   0.666550E-04   0.179259E+03   0.000000E+00   0.000000E+00   0.179259E+03  -0.358518E+03
   0.980991E+02   0.310178E-03   0.525947E-04   0.113758E-02   0.238814E-02   0.124801E-02   0.772068E-03   0.119732E-02   0.666550E-04   0.178347E+03   0.000000E+00   0.000000E+00   0.178347E+03  -0.356694E+03
   0.101331E+03   0.688554E-03   0.525947E-04   0.113758E-02   0.238814E-02   0.937134E-03   0.772068E-03   0.191309E-02   0.395696E-03   0.179426E+03   0.000000E+00   0.000000E+00   0.179426E+03  -0.358852E+03
   0.101331E+03   0.688554E-03   0.525947E-04   0.124989E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.191309E-02   0.395696E-03   0.180722E+03   0.000000E+00   0.000000E+00   0.180722E+03  -0.361444E+03
   0.101331E+03   0.688554E-03   0.525947E-04   0.365495E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.191309E-02   0.395696E-03   0.181903E+03   0.000000E+00   0.000000E+00   0.181903E+03  -0.363806E+03
   0.101331E+03   0.688554E-03   0.525947E-04   0.365495E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.325304E-02   0.103711E-03   0.180042E+03   0.000000E+00   0.000000E+00   0.180042E+03  -0.360084E+03
   0.100032E+03   0.688554E-03   0.525947E-04   0.365495E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.775383E-03   0.103711E-03   0.186446E+03   0.000000E+00   0.000000E+00   0.186446E+03  -0.372892E+03
   0.100032E+03   0.688554E-03   0.525947E-04   0.365495E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.539659E-03   0.103711E-03   0.186856E+03   0.000000E+00   0.000000E+00   0.186856E+03  -0.373712E+03
   0.101087E+03   0.688554E-03   0.525947E-04   0.365495E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.539659E-03   0.103711E-03   0.185397E+03   0.000000E+00   0.000000E+00   0.185397E+03  -0.370794E+03
   0.101087E+03   0.105377E-02   0.525947E-04   0.365495E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.539659E-03   0.428652E-03   0.184561E+03   0.000000E+00   0.000000E+00   0.184561E+03  -0.369122E+03
   0.101087E+03   0.862167E-03   0.481840E-03   0.512842E-03   0.118702E-02   0.421410E-03   0.772068E-03   0.279695E-03   0.428652E-03   0.185813E+03   0.000000E+00   0.000000E+00   0.185813E+03  -0.371626E+03
   0.101087E+03   0.862167E-03   0.481840E-03   0.804111E-03   0.164740E-02   0.421410E-03   0.772068E-03   0.279695E-03   0.428652E-03   0.185028E+03   0.000000E+00   0.000000E+00   0.185028E+03  -0.370056E+03
   0.101087E+03   0.862167E-03   0.131791E-03   0.804111E-03   0.164740E-02   0.132815E-02   0.448545E-03   0.279695E-03   0.428652E-03   0.183035E+03   0.000000E+00   0.000000E+00   0.183035E+03  -0.366070E+03
   0.101087E+03   0.862167E-03   0.131791E-03   0.349266E-03   0.164740E-02   0.132815E-02   0.448545E-03   0.112527E-03   0.428652E-03   0.182508E+03   0.000000E+00   0.000000E+00   0.182508E+03  -0.365016E+03
   0.101087E+03   0.695141E-03   0.131791E-03   0.349266E-03   0.164740E-02   0.132815E-02   0.448545E-03   0.112527E-03   0.218594E-03   0.182954E+03   0.000000E+00   0.000000E+00   0.182954E+03  -0.365908E+03
   0.101087E+03   0.695141E-03   0.131791E-03   0.349266E-03   0.164740E-02   0.132815E-02   0.448545E-03   0.112527E-03   0.218594E-03   0.182954E+03   0.000000E+00   0.000000E+00   0.182954E+03  -0.365908E+03
   0.101087E+03   0.235057E-04   0.131791E-03   0.349266E-03   0.346668E-02   0.132815E-02   0.448545E-03   0.112527E-03   0.218594E-03   0.180322E+03   0.000000E+00   0.000000E+00   0.180322E+03  -0.360644E+03
   0.101087E+03   0.925053E-03   0.131791E-03   0.349266E-03   0.346668E-02   0.140688E-02   0.113410E-02   0.112527E-03   0.581970E-04   0.179706E+03   0.000000E+00   0.000000E+00   0.179706E+03  -0.359412E+03
   0.101159E+03   0.586576E-04   0.117055E-02   0.349266E-03   0.391120E-02   0.201248E-02   0.113410E-02   0.112527E-03   0.298134E-03   0.177322E+03   0.000000E+00   0.000000E+00   0.177322E+03  -0.354644E+03
   0.101159E+03   0.586576E-04   0.152323E-02   0.349266E-03   0.423856E-03   0.211558E-02   0.113410E-02   0.112527E-03   0.449190E-03   0.180227E+03   0.000000E+00   0.000000E+00   0.180227E+03  -0.360454E+03
   0.101159E+03   0.586576E-04   0.152323E-02   0.349266E-03   0.453431E-03   0.211558E-02   0.352655E-03   0.112527E-03   0.449190E-03   0.180040E+03   0.000000E+00   0.000000E+00   0.180040E+03  -0.360080E+03
   0.101159E+03   0.817536E-03   0.152323E-02   0.349266E-03   0.453431E-03   0.211558E-02   0.159385E-02   0.173824E-02   0.449190E-03   0.177042E+03   0.000000E+00   0.000000E+00   0.177042E+03  -0.354084E+03
   0.101159E+03   0.152763E-03   0.152323E-02   0.539775E-03   0.117795E-02   0.275973E-02   0.120651E-02   0.173824E-02   0.740239E-04   0.177220E+03   0.000000E+00   0.000000E+00   0.177220E+03  -0.354440E+03
   0.100598E+03   0.152763E-03   0.152323E-02   0.539775E-03   0.117795E-02   0.173418E-02   0.120651E-02   0.173824E-02   0.740239E-04   0.179703E+03   0.000000E+00   0.000000E+00   0.179703E+03  -0.359406E+03
   0.100903E+03   0.152763E-03   0.152323E-02   0.863242E-03   0.117795E-02   0.173418E-02   0.812283E-03   0.247345E-02   0.740239E-04   0.178475E+03   0.000000E+00   0.000000E+00   0.178475E+03  -0.356950E+03
   0.100903E+03   0.152763E-03   0.152323E-02   0.863242E-03   0.117795E-02   0.173418E-02   0.812283E-03   0.499840E-02   0.740239E-04   0.175827E+03   0.000000E+00   0.000000E+00   0.175827E+03  -0.351654E+03
   0.100903E+03   0.152763E-03   0.152323E-02   0.863242E-03   0.117795E-02   0.173418E-02   0.105385E-02   0.623873E-03   0.440813E-04   0.181676E+03   0.000000E+00   0.000000E+00   0.181676E+03  -0.363352E+03
   0.100903E+03   0.126359E-02   0.122117E-02   0.863242E-03   0.960222E-03   0.173418E-02   0.105385E-02   0.623873E-03   0.440813E-04   0.181364E+03   0.000000E+00   0.000000E+00   0.181364E+03  -0.362728E+03
   0.101311E+03   0.126359E-02   0.122117E-02   0.863242E-03   0.353738E-03   0.173418E-02   0.105385E-02   0.728503E-04   0.440813E-04   0.180606E+03   0.000000E+00   0.000000E+00   0.180606E+03  -0.361212E+03
   0.101311E+03   0.126359E-02   0.302740E-03   0.813873E-03   0.140128E-02   0.173418E-02   0.105385E-02   0.728503E-04   0.440813E-04   0.181573E+03   0.000000E+00   0.000000E+00   0.181573E+03  -0.363146E+03
   0.101311E+03   0.126359E-02   0.302740E-03   0.813873E-03   0.154222E-02   0.173541E-02   0.105385E-02   0.728503E-04   0.440813E-04   0.181329E+03   0.000000E+00   0.000000E+00   0.181329E+03  -0.362658E+03
   0.101311E+03   0.126359E-02   0.302740E-03   0.813873E-03   0.154222E-02   0.131521E-03   0.105385E-02   0.226666E-03   0.440813E-04   0.183229E+03   0.000000E+00   0.000000E+00   0.183229E+03  -0.366458E+03
   0.101311E+03   0.126359E-02   0.729041E-03   0.813873E-03   0.154222E-02   0.131521E-03   0.105385E-02   0.226666E-03   0.953846E-03   0.181846E+03   0.000000E+00   0.000000E+00   0.181846E+03  -0.363692E+03
   0.992316E+02   0.126359E-02   0.729041E-03   0.813873E-03   0.120983E-02   0.131521E-03   0.105385E-02   0.226666E-03   0.953846E-03   0.182190E+03   0.000000E+00   0.000000E+00   0.182190E+03  -0.364380E+03
   0.101357E+03   0.240078E-03   0.695499E-03   0.813873E-03   0.127306E-02   0.131521E-03   0.105385E-02   0.226666E-03   0.953846E-03   0.183410E+03   0.000000E+00   0.000000E+00   0.183410E+03  -0.366820E+03
   0.101357E+03   0.240078E-03   0.695499E-03   0.813873E-03   0.127306E-02   0.131521E-03   0.706172E-03   0.628185E-03   0.953846E-03   0.183483E+03   0.000000E+00   0.000000E+00   0.183483E+03  -0.366966E+03
   0.101312E+03   0.709660E-03   0.119808E-03   0.813873E-03   0.127306E-02   0.198915E-02   0.706172E-03   0.628185E-03   0.953846E-03   0.181196E+03   0.000000E+00   0.000000E+00   0.181196E+03  -0.362392E+03
   0.101312E+03   0.763140E-03   0.119808E-03   0.813873E-03   0.127306E-02   0.367656E-03   0.706172E-03   0.628185E-03   0.953846E-03   0.183710E+03   0.000000E+00   0.000000E+00   0.183710E+03  -0.367420E+03
   0.101312E+03   0.763140E-03   0.324585E-03   0.813873E-03   0.127306E-02   0.367656E-03   0.706172E-03   0.628185E-03   0.953846E-03   0.184039E+03   0.000000E+00   0.000000E+00   0.184039E+03  -0.368078E+03
   0.101312E+03   0.763140E-03   0.324585E-03   0.212077E-02   0.127306E-02   0.367656E-03   0.706172E-03   0.628185E-03   0.953846E-03   0.181994E+03   0.000000E+00   0.000000E+00   0.181994E+03  -0.363988E+03
   0.100871E+03   0.763140E-03   0.324585E-03   0.226585E-02   0.127306E-02   0.367656E-03   0.706172E-03   0.451609E-03   0.953846E-03   0.182583E+03   0.000000E+00   0.000000E+00   0.182583E+03  -0.365166E+03
   0.100871E+03   0.763140E-03   0.324585E-03   0.226585E-02   0.127306E-02   0.367656E-03   0.706172E-03   0.451609E-03   0.953846E-03   0.182583E+03   0.000000E+00   0.000000E+00   0.182583E+03  -0.365166E+03
   0.100871E+03   0.763140E-03   0.324585E-03   0.226585E-02   0.127306E-02   0.367656E-03   0.706172E-03   0.451609E-03   0.953846E-03   0.182583E+03   0.000000E+00   0.000000E+00   0.182583E+03  -0.365166E+03
   0.100253E+03   0.763140E-03   0.324585E-03   0.273111E-03   0.127306E-02   0.467360E-03   0.706172E-03   0.451609E-03   0.536805E-03   0.186252E+03   0.000000E+00   0.000000E+00   0.186252E+03  -0.372504E+03
   0.990954E+02   0.763140E-03   0.324585E-03   0.273111E-03   0.127306E-02   0.922081E-03   0.706172E-03   0.451609E-03   0.536805E-03   0.185090E+03   0.000000E+00   0.000000E+00   0.185090E+03  -0.370180E+03
   0.993546E+02   0.763140E-03   0.324585E-03   0.273111E-03   0.127306E-02   0.922081E-03   0.706172E-03   0.947580E-04   0.536805E-03   0.185428E+03   0.000000E+00   0.000000E+00   0.185428E+03  -0.370856E+03
   0.993546E+02   0.763140E-03   0.324585E-03   0.273111E-03   0.127306E-02   0.922081E-03   0.103124E-02   0.947580E-04   0.536805E-03   0.184987E+03   0.000000E+00   0.000000E+00   0.184987E+03  -0.369974E+03
   0.993546E+02   0.763140E-03   0.324585E-03   0.273111E-03   0.127306E-02   0.922081E-03   0.103124E-02   0.947580E-04   0.536805E-03   0.184987E+03   0.000000E+00   0.000000E+00   0.184987E+03  -0.369974E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.273111E-03   0.127306E-02   0.922081E-03   0.103124E-02   0.947580E-04   0.536805E-03   0.185140E+03   0.000000E+00   0.000000E+00   0.185140E+03  -0.370280E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.268210E-03   0.127306E-02   0.922081E-03   0.103124E-02   0.947580E-04   0.883822E-03   0.184350E+03   0.000000E+00   0.000000E+00   0.184350E+03  -0.368700E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.268210E-03   0.127306E-02   0.922081E-03   0.103124E-02   0.947580E-04   0.883822E-03   0.184350E+03   0.000000E+00   0.000000E+00   0.184350E+03  -0.368700E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.268210E-03   0.127306E-02   0.922081E-03   0.103124E-02   0.947580E-04   0.883822E-03   0.184350E+03   0.000000E+00   0.000000E+00   0.184350E+03  -0.368700E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.268210E-03   0.844241E-03   0.922081E-03   0.188832E-02   0.978160E-03   0.428852E-03   0.183516E+03   0.000000E+00   0.000000E+00   0.183516E+03  -0.367032E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.427948E-03   0.844241E-03   0.922081E-03   0.188832E-02   0.159718E-03   0.616340E-03   0.184269E+03   0.000000E+00   0.000000E+00   0.184269E+03  -0.368538E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.873211E-03   0.844241E-03   0.922081E-03   0.151120E-02   0.159718E-03   0.213972E-03   0.185003E+03   0.000000E+00   0.000000E+00   0.185003E+03  -0.370006E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.873211E-03   0.844241E-03   0.922081E-03   0.151120E-02   0.159718E-03   0.213972E-03   0.185003E+03   0.000000E+00   0.000000E+00   0.185003E+03  -0.370006E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.873211E-03   0.844241E-03   0.922081E-03   0.151120E-02   0.159718E-03   0.213972E-03   0.185003E+03   0.000000E+00   0.000000E+00   0.185003E+03  -0.370006E+03
   0.994835E+02   0.763140E-03   0.324585E-03   0.873211E-03   0.844241E-03   0.922081E-03   0.151120E-02   0.159718E-03   0.213972E-03   0.185003E+03   0.000000E+00   0.000000E+00   0.185003E+03  -0.370006E+03
   0.994835E+02   0.462801E-03   0.324585E-03   0.684046E-03   0.844241E-03   0.755384E-03   0.462636E-04   0.113213E-02   0.213972E-03   0.184916E+03   0.000000E+00   0.000000E+00   0.184916E+03  -0.369832E+03
