a0_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  Y6_intercept  Y7_intercept  Y8_intercept  LogPost       
  0.999400E+02  0.243852E-03  0.517021E-04  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.776683E-03  0.265545E-03  0.186208E+03
  0.999400E+02  0.243852E-03  0.517021E-04  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.776683E-03  0.265545E-03  0.186208E+03
  0.999400E+02  0.243852E-03  0.517021E-04  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.147512E-02  0.265545E-03  0.184754E+03
  0.999400E+02  0.243852E-03  0.517021E-04  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.147512E-02  0.265545E-03  0.184754E+03
  0.999400E+02  0.243852E-03  0.639916E-03  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.147512E-02  0.265545E-03  0.184604E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.180446E-02  0.265545E-03  0.184305E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.112843E-02  0.103609E-02  0.389945E-03  0.471933E-03  0.180446E-02  0.265545E-03  0.184305E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.135546E-02  0.465002E-03  0.537823E-03  0.185289E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.158404E-02  0.465002E-03  0.537823E-03  0.184876E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.211862E-03  0.465002E-03  0.537823E-03  0.185402E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.211862E-03  0.465002E-03  0.537823E-03  0.185402E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.211862E-03  0.465002E-03  0.537823E-03  0.185402E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.211862E-03  0.465002E-03  0.537823E-03  0.185402E+03
  0.999400E+02  0.243852E-03  0.273384E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.186309E+03
  0.999400E+02  0.243852E-03  0.367873E-03  0.128388E-02  0.103609E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.186317E+03
  0.999400E+02  0.243852E-03  0.367873E-03  0.128388E-02  0.167498E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.185269E+03
  0.999400E+02  0.243852E-03  0.367873E-03  0.128388E-02  0.167498E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.185269E+03
  0.999400E+02  0.243852E-03  0.367873E-03  0.128388E-02  0.167498E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.185269E+03
  0.999400E+02  0.243852E-03  0.367873E-03  0.128388E-02  0.167498E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.185269E+03
  0.990447E+02  0.243852E-03  0.367873E-03  0.128388E-02  0.167498E-02  0.389945E-03  0.607224E-03  0.465002E-03  0.537823E-03  0.183849E+03
  0.990447E+02  0.243852E-03  0.367873E-03  0.581363E-03  0.167498E-02  0.389945E-03  0.556842E-03  0.465002E-03  0.537823E-03  0.185131E+03
  0.990447E+02  0.243852E-03  0.367873E-03  0.581363E-03  0.167498E-02  0.506089E-02  0.556842E-03  0.465002E-03  0.537823E-03  0.179808E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.581363E-03  0.167498E-02  0.506089E-02  0.556842E-03  0.465002E-03  0.537823E-03  0.179563E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.581363E-03  0.167498E-02  0.461716E-02  0.556842E-03  0.307765E-03  0.537823E-03  0.179960E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.581363E-03  0.143198E-02  0.461716E-02  0.556842E-03  0.307765E-03  0.537823E-03  0.180340E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.581363E-03  0.143198E-02  0.461716E-02  0.556842E-03  0.307765E-03  0.537823E-03  0.180340E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.581363E-03  0.143198E-02  0.461716E-02  0.556842E-03  0.307765E-03  0.537823E-03  0.180340E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.581363E-03  0.140587E-02  0.461716E-02  0.556842E-03  0.307765E-03  0.537823E-03  0.180380E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.391424E-02  0.430091E-03  0.461716E-02  0.556842E-03  0.307765E-03  0.537823E-03  0.175822E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.391424E-02  0.430091E-03  0.461716E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.175253E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.391424E-02  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.178754E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.251768E-02  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.180391E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.251768E-02  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.180391E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.747578E-03  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.183592E+03
  0.990447E+02  0.243852E-03  0.104025E-04  0.747578E-03  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.183592E+03
  0.990447E+02  0.555262E-03  0.104025E-04  0.747578E-03  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.183556E+03
  0.990447E+02  0.555262E-03  0.104025E-04  0.747578E-03  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.183556E+03
  0.990447E+02  0.555262E-03  0.104025E-04  0.747578E-03  0.430091E-03  0.165445E-02  0.709239E-03  0.307765E-03  0.778320E-03  0.183556E+03
  0.990447E+02  0.555262E-03  0.104025E-04  0.747578E-03  0.396375E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.180284E+03
  0.990447E+02  0.555262E-03  0.104025E-04  0.747578E-03  0.396375E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.180284E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.422159E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.178806E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.430331E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.178734E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.430331E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.178734E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.640445E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.177216E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.171821E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.181787E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.171821E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.181787E+03
  0.990447E+02  0.555262E-03  0.123911E-02  0.747578E-03  0.171821E-02  0.497154E-03  0.294037E-04  0.307765E-03  0.778320E-03  0.181787E+03
  0.995077E+02  0.555262E-03  0.123911E-02  0.939333E-03  0.171821E-02  0.405392E-03  0.294037E-04  0.307765E-03  0.121550E-04  0.182890E+03
