a0_min         a1_min         a2_min         a3_min         a4_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        
   0.100732E+03  -0.847278E+00  -0.321876E+01  -0.991300E+01  -0.719884E+01   0.489814E-03   0.488652E-03   0.136758E-03   0.136985E-02   0.215447E+03
   0.100732E+03  -0.154395E+01  -0.569181E+01  -0.991300E+01  -0.395034E+01   0.489814E-03   0.488652E-03   0.136758E-03   0.136985E-02   0.215246E+03
   0.100732E+03  -0.154395E+01  -0.569181E+01  -0.991300E+01   0.648033E+01   0.489814E-03   0.488652E-03   0.136758E-03   0.136985E-02   0.214442E+03
   0.100732E+03  -0.429054E+01  -0.272475E+01  -0.991300E+01   0.100771E+02   0.489814E-03   0.488652E-03   0.136758E-03   0.136985E-02   0.213493E+03
   0.100484E+03  -0.207957E+01  -0.478512E+01  -0.116892E+02   0.100771E+02   0.489814E-03   0.488652E-03   0.136758E-03   0.136985E-02   0.213331E+03
   0.100484E+03  -0.216732E+01   0.163981E+01  -0.565720E+01   0.956162E+01   0.489814E-03   0.488652E-03   0.136758E-03   0.136985E-02   0.214149E+03
   0.100484E+03  -0.555063E+01  -0.518882E+00  -0.565720E+01   0.956162E+01   0.489814E-03   0.488652E-03   0.136758E-03   0.809140E-03   0.212383E+03
   0.100484E+03  -0.286841E+01  -0.455925E+01  -0.184499E+02   0.125378E+01   0.247350E-03   0.488652E-03   0.136758E-03   0.809140E-03   0.214154E+03
   0.100484E+03  -0.286841E+01  -0.455925E+01  -0.184499E+02   0.125378E+01   0.247350E-03   0.488652E-03   0.145813E-03   0.809140E-03   0.214126E+03
   0.100484E+03  -0.286841E+01  -0.827563E+00  -0.184499E+02   0.125378E+01   0.247350E-03   0.363457E-03   0.145813E-03   0.809140E-03   0.214440E+03
   0.100484E+03  -0.286841E+01  -0.827563E+00  -0.273463E+01   0.795254E+01   0.396607E-03   0.363457E-03   0.145813E-03   0.105756E-02   0.215140E+03
   0.100484E+03  -0.286841E+01   0.290213E+01  -0.496803E+01   0.150927E+01   0.396607E-03   0.363457E-03   0.145813E-03   0.105756E-02   0.215506E+03
   0.100484E+03   0.871374E+00   0.290213E+01   0.786445E+01  -0.242820E+01   0.396607E-03   0.363457E-03   0.145813E-03   0.105756E-02   0.214810E+03
   0.100484E+03   0.871374E+00   0.260334E+01   0.717308E+01  -0.103716E+01   0.396607E-03   0.363457E-03   0.145813E-03   0.105756E-02   0.215204E+03
   0.100484E+03   0.871374E+00   0.260334E+01   0.717308E+01  -0.103716E+01   0.102499E-02   0.363457E-03   0.145813E-03   0.108545E-02   0.212976E+03
   0.100484E+03   0.388734E+00   0.440287E+01   0.717308E+01   0.118576E+02   0.906530E-03   0.363457E-03   0.145813E-03   0.108545E-02   0.211582E+03
   0.100484E+03   0.373197E+01   0.440287E+01  -0.965638E+01  -0.606179E+01   0.906530E-03   0.363457E-03   0.145813E-03   0.108545E-02   0.209739E+03
   0.100484E+03   0.540892E-01  -0.392292E+01  -0.364486E+01  -0.685178E+01   0.114040E-02   0.363457E-03   0.145813E-03   0.108545E-02   0.214223E+03
   0.101065E+03   0.540892E-01  -0.313084E+00  -0.364486E+01  -0.834637E+01   0.165958E-02   0.363457E-03   0.145813E-03   0.108545E-02   0.211750E+03
   0.101065E+03   0.540892E-01  -0.183771E+01  -0.476970E+01  -0.962462E+01   0.143958E-02   0.363457E-03   0.145813E-03   0.108545E-02   0.212630E+03
   0.101667E+03   0.540892E-01   0.661111E+01  -0.129467E+01  -0.657153E+01   0.143958E-02   0.363457E-03   0.145813E-03   0.108545E-02   0.210937E+03
   0.101667E+03  -0.614927E+00   0.463179E+00  -0.666972E+01  -0.860713E+01   0.134645E-02   0.363457E-03   0.518873E-03   0.120693E-02   0.209978E+03
   0.101667E+03   0.336709E+01   0.110454E+01   0.342881E+00  -0.860713E+01   0.134645E-02   0.363457E-03   0.518873E-03   0.120693E-02   0.209532E+03
   0.101667E+03   0.336709E+01   0.110454E+01   0.723894E+00  -0.241099E+01   0.172405E-02   0.363457E-03   0.518873E-03   0.120693E-02   0.208240E+03
   0.101667E+03   0.473965E+01  -0.148792E-02  -0.368952E+01   0.323362E+00   0.925143E-03   0.363457E-03   0.518873E-03   0.120693E-02   0.210611E+03
   0.101667E+03   0.473965E+01   0.215870E+01  -0.582185E+01   0.948885E+01   0.925143E-03   0.363457E-03   0.518873E-03   0.120693E-02   0.209657E+03
   0.101022E+03   0.332751E+01  -0.111387E+02  -0.944333E+01   0.112340E+01   0.925143E-03   0.363457E-03   0.518873E-03   0.120693E-02   0.209567E+03
   0.101022E+03   0.332751E+01  -0.538527E+01   0.402112E+01   0.112340E+01   0.925143E-03   0.363457E-03   0.518873E-03   0.905482E-03   0.211224E+03
   0.101022E+03   0.332751E+01   0.701891E+01   0.402112E+01   0.112340E+01   0.925143E-03   0.363457E-03   0.518873E-03   0.905482E-03   0.211591E+03
   0.996885E+02   0.332751E+01  -0.470601E+01   0.410004E+00  -0.629931E+01   0.925143E-03   0.363457E-03   0.518873E-03   0.905482E-03   0.212046E+03
   0.996885E+02  -0.462665E+01  -0.470601E+01  -0.849630E+01  -0.896110E+01   0.574708E-03   0.363457E-03   0.518873E-03   0.905482E-03   0.207930E+03
   0.996885E+02  -0.462665E+01  -0.858027E+00  -0.849630E+01  -0.896110E+01   0.574708E-03   0.169928E-03   0.518873E-03   0.905482E-03   0.206947E+03
   0.101493E+03   0.466992E+01   0.257031E+01  -0.849630E+01   0.664727E+01   0.456761E-03   0.169928E-03   0.696130E-03   0.905482E-03   0.211318E+03
   0.101493E+03   0.466992E+01   0.257031E+01  -0.849630E+01   0.664727E+01   0.456761E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.211831E+03
   0.101493E+03   0.466992E+01   0.353459E+01   0.779933E+01  -0.513834E+01   0.456761E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.215229E+03
   0.101493E+03   0.313146E+01   0.353459E+01   0.779933E+01  -0.376033E+01   0.456761E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.215772E+03
   0.101493E+03   0.313146E+01   0.624515E+01  -0.276111E+01  -0.376033E+01   0.397766E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.215466E+03
   0.101715E+03   0.313146E+01   0.485959E+01  -0.350987E+01  -0.351998E+01   0.397766E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.215549E+03
   0.100177E+03   0.159002E+01   0.101630E+01  -0.249407E+00  -0.108047E+02   0.184238E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.216680E+03
   0.100177E+03   0.159002E+01  -0.727383E+01  -0.249407E+00  -0.108047E+02   0.184238E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.217699E+03
   0.100758E+03   0.140708E+01  -0.675759E+00  -0.674688E+01  -0.614355E+01   0.184238E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.218461E+03
   0.100758E+03   0.116623E+01  -0.250712E+01  -0.939850E+01  -0.104115E+02   0.184238E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.218049E+03
   0.100758E+03   0.190676E+01  -0.218178E+01   0.345105E+01  -0.133319E+02   0.184238E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.217172E+03
   0.100758E+03   0.190676E+01  -0.217182E+01  -0.650809E+01  -0.715605E+01   0.184238E-03   0.169928E-03   0.809773E-04   0.905482E-03   0.218426E+03
   0.994791E+02   0.190676E+01  -0.699884E+01  -0.650809E+01  -0.652484E+01   0.723109E-03   0.169928E-03   0.809773E-04   0.717750E-03   0.214497E+03
   0.994791E+02   0.190676E+01  -0.699884E+01  -0.650809E+01  -0.652484E+01   0.723109E-03   0.169928E-03   0.809773E-04   0.717750E-03   0.214497E+03
   0.994791E+02   0.190676E+01  -0.382308E+01  -0.650809E+01  -0.652484E+01   0.723109E-03   0.169928E-03   0.809773E-04   0.717750E-03   0.214531E+03
   0.994791E+02   0.190676E+01  -0.382308E+01   0.328054E+01  -0.652484E+01   0.723109E-03   0.169928E-03   0.238773E-03   0.717750E-03   0.214343E+03
   0.994791E+02   0.101670E+01  -0.382308E+01   0.328054E+01  -0.107891E+02   0.723109E-03   0.169928E-03   0.238773E-03   0.717750E-03   0.213659E+03
   0.100481E+03   0.101670E+01  -0.446652E+01   0.706746E+01  -0.194233E+02   0.723109E-03   0.169928E-03   0.238773E-03   0.717750E-03   0.212015E+03
   0.100481E+03   0.224554E+01   0.334521E+00  -0.100394E+02  -0.167451E+02   0.723109E-03   0.169928E-03   0.238773E-03   0.717750E-03   0.212245E+03
   0.100481E+03   0.224554E+01   0.334521E+00  -0.100394E+02  -0.324444E+01   0.723109E-03   0.169928E-03   0.238773E-03   0.717750E-03   0.214200E+03
   0.101131E+03   0.224554E+01  -0.411648E+01  -0.350515E+01  -0.133496E+02   0.723109E-03   0.169928E-03   0.492593E-04   0.717750E-03   0.215095E+03
   0.101131E+03   0.177245E+01  -0.346922E+01  -0.239103E+01  -0.160719E+02   0.723109E-03   0.169928E-03   0.492593E-04   0.717750E-03   0.214943E+03
