a0_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100000E+03  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.100000E+03  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.100000E+03  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.100000E+03  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.100000E+03  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.181077E+03
  0.989938E+02  0.100000E-02  0.100000E-02  0.100000E-02  0.140658E-02  0.179254E+03
  0.989938E+02  0.100000E-02  0.100000E-02  0.100000E-02  0.140658E-02  0.179254E+03
  0.989938E+02  0.761389E-03  0.100000E-02  0.100000E-02  0.140658E-02  0.179951E+03
  0.989938E+02  0.596354E-03  0.100000E-02  0.100000E-02  0.140658E-02  0.180359E+03
  0.102149E+03  0.596354E-03  0.170787E-03  0.100000E-02  0.140658E-02  0.185554E+03
  0.102149E+03  0.596354E-03  0.568620E-04  0.100000E-02  0.140658E-02  0.185791E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.140658E-02  0.186276E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.607982E-03  0.185214E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.607982E-03  0.185214E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.607982E-03  0.185214E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.607982E-03  0.185214E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.607982E-03  0.185214E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184093E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184093E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184093E+03
  0.100205E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184093E+03
  0.100363E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184506E+03
  0.100363E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184506E+03
  0.100363E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184506E+03
  0.100363E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.223928E-02  0.184506E+03
  0.100810E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.186457E+03
  0.100810E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.186457E+03
  0.100810E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.186457E+03
  0.100810E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.186457E+03
  0.100810E+03  0.596354E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.186457E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.568620E-04  0.841188E-03  0.182558E-02  0.187389E+03
  0.100810E+03  0.247532E-03  0.356026E-03  0.841188E-03  0.182558E-02  0.186620E+03
  0.100810E+03  0.247532E-03  0.356026E-03  0.841188E-03  0.194629E-02  0.186316E+03
  0.100810E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.194629E-02  0.185624E+03
  0.100810E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.185943E+03
  0.100810E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.185943E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.356026E-03  0.841188E-03  0.181974E-02  0.186116E+03
  0.101300E+03  0.522832E-03  0.194560E-03  0.841188E-03  0.181974E-02  0.186785E+03
  0.101300E+03  0.522832E-03  0.194560E-03  0.841188E-03  0.181974E-02  0.186785E+03
  0.101300E+03  0.522832E-03  0.194560E-03  0.841188E-03  0.181974E-02  0.186785E+03
  0.101300E+03  0.522832E-03  0.194560E-03  0.841188E-03  0.181974E-02  0.186785E+03
  0.101300E+03  0.572111E-03  0.194560E-03  0.841188E-03  0.181974E-02  0.186627E+03
  0.101300E+03  0.572111E-03  0.194560E-03  0.841188E-03  0.177694E-02  0.186725E+03
  0.101300E+03  0.644892E-03  0.194560E-03  0.841188E-03  0.135502E-02  0.187277E+03
  0.101300E+03  0.644892E-03  0.194560E-03  0.841188E-03  0.135502E-02  0.187277E+03
  0.101300E+03  0.644892E-03  0.194560E-03  0.841188E-03  0.135502E-02  0.187277E+03
  0.101300E+03  0.644892E-03  0.194560E-03  0.841188E-03  0.135502E-02  0.187277E+03
  0.101300E+03  0.645604E-04  0.194560E-03  0.841188E-03  0.135502E-02  0.188579E+03
  0.101300E+03  0.648756E-04  0.194560E-03  0.841188E-03  0.135502E-02  0.188579E+03
  0.101300E+03  0.648756E-04  0.194560E-03  0.841188E-03  0.135502E-02  0.188579E+03
  0.101300E+03  0.597556E-03  0.194560E-03  0.671655E-03  0.135502E-02  0.188609E+03
  0.101300E+03  0.597556E-03  0.194560E-03  0.671655E-03  0.135502E-02  0.188609E+03
  0.101218E+03  0.597556E-03  0.194560E-03  0.671655E-03  0.135502E-02  0.188628E+03
  0.101218E+03  0.597556E-03  0.194560E-03  0.671655E-03  0.135502E-02  0.188628E+03
  0.101218E+03  0.597556E-03  0.194560E-03  0.671655E-03  0.135502E-02  0.188628E+03
  0.101218E+03  0.597556E-03  0.194560E-03  0.671655E-03  0.135502E-02  0.188628E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.671655E-03  0.135502E-02  0.188934E+03
  0.101218E+03  0.597556E-03  0.716481E-05  0.616005E-03  0.135502E-02  0.189335E+03
  0.101218E+03  0.372653E-03  0.716481E-05  0.616005E-03  0.135502E-02  0.190004E+03
  0.101218E+03  0.372653E-03  0.716481E-05  0.616005E-03  0.135502E-02  0.190004E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.616005E-03  0.135502E-02  0.189983E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.143345E-03  0.135502E-02  0.192907E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.143345E-03  0.135502E-02  0.192907E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.143345E-03  0.135502E-02  0.192907E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.143345E-03  0.135502E-02  0.192907E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.135502E-02  0.193126E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.171279E-02  0.192453E+03
  0.101218E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.171279E-02  0.192453E+03
  0.101970E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.171279E-02  0.190982E+03
  0.101970E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.151596E-02  0.191313E+03
  0.101970E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.151596E-02  0.191313E+03
  0.101970E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191445E+03
  0.101970E+03  0.372653E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191445E+03
  0.101970E+03  0.531374E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191030E+03
  0.101970E+03  0.531374E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191030E+03
  0.101970E+03  0.531374E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191030E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191790E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191790E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.415130E-04  0.140593E-02  0.191790E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.947894E-04  0.140593E-02  0.191746E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.947894E-04  0.140593E-02  0.191746E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.947894E-04  0.140593E-02  0.191746E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.947894E-04  0.140593E-02  0.191746E+03
  0.101970E+03  0.170774E-03  0.510148E-04  0.947894E-04  0.140593E-02  0.191746E+03
  0.101970E+03  0.170774E-03  0.301836E-03  0.947894E-04  0.140593E-02  0.190974E+03
  0.101970E+03  0.170774E-03  0.301836E-03  0.947894E-04  0.140593E-02  0.190974E+03
  0.101970E+03  0.170774E-03  0.301836E-03  0.947894E-04  0.140593E-02  0.190974E+03
  0.101970E+03  0.170774E-03  0.301836E-03  0.947894E-04  0.125941E-02  0.191052E+03
