a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.100000E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204644E+03
  0.100000E+03  0.000000E+00  0.000000E+00 -0.670349E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204794E+03
  0.100000E+03  0.000000E+00 -0.677110E+01 -0.670349E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.100000E-02  0.204647E+03
  0.100000E+03 -0.100623E+01  0.851433E+00 -0.670349E+01  0.100000E-02  0.100000E-02  0.100000E-02  0.106237E-02  0.204479E+03
  0.100000E+03 -0.100623E+01  0.851433E+00 -0.119830E+02  0.761389E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.205181E+03
  0.100000E+03 -0.133630E+01  0.851433E+00 -0.952755E+01  0.761389E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.205300E+03
  0.100000E+03 -0.133630E+01 -0.255412E+01  0.127137E+01  0.761389E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.205022E+03
  0.100000E+03 -0.133630E+01 -0.287174E+01  0.351260E+01  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.206184E+03
  0.100000E+03 -0.133630E+01  0.415998E+01 -0.921186E+01  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.206163E+03
  0.100000E+03 -0.133630E+01 -0.994870E+01  0.225454E+00  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.206044E+03
  0.100000E+03 -0.133630E+01 -0.164754E+02 -0.142681E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.203652E+03
  0.100000E+03  0.355667E+00 -0.164754E+02 -0.755645E+01  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.205309E+03
  0.100000E+03  0.355667E+00 -0.436790E+01  0.685787E+00  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.207292E+03
  0.100000E+03  0.355667E+00 -0.436790E+01  0.685787E+00  0.204325E-03  0.100000E-02  0.100000E-02  0.106237E-02  0.207292E+03
  0.100000E+03  0.355667E+00 -0.436790E+01 -0.106344E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.140559E-02  0.206451E+03
  0.100000E+03  0.802783E+00 -0.436790E+01 -0.106344E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.140559E-02  0.206478E+03
  0.100000E+03  0.802783E+00  0.638299E+00 -0.106344E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.140559E-02  0.205951E+03
  0.100000E+03  0.802783E+00 -0.656086E+01 -0.106344E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.140559E-02  0.206459E+03
  0.100000E+03  0.802783E+00 -0.606529E+01 -0.134946E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.140559E-02  0.206104E+03
  0.100000E+03  0.802783E+00  0.203203E+01 -0.134946E+02  0.204325E-03  0.100000E-02  0.100000E-02  0.140559E-02  0.205162E+03
