"P0" "P1" "P2" "P3"
1 -0.577889447236181 0.000934319840407927 0.384359742197262
1 -0.5678391959799 -0.016337971263352 0.394021698096807
1 -0.557788944723618 -0.0333072397161687 0.402823313303976
1 -0.547738693467337 -0.0499734855180424 0.41077981508766
1 -0.537688442211055 -0.066336708668973 0.417906430716751
1 -0.527638190954774 -0.0823969091689603 0.424218387460141
1 -0.517587939698492 -0.0981540870180046 0.429730912586721
1 -0.507537688442211 -0.113608242216105 0.434459233365382
1 -0.49748743718593 -0.128759374763263 0.438418577065018
1 -0.487437185929648 -0.143607484659478 0.441624170954518
1 -0.477386934673367 -0.15815257190475 0.444091242302774
1 -0.467336683417085 -0.172394636499078 0.445835018378679
1 -0.457286432160804 -0.186333678442464 0.446870726451124
1 -0.447236180904523 -0.199969697734906 0.447213593789
1 -0.437185929648241 -0.213302694376405 0.446878847661199
1 -0.42713567839196 -0.22633266836696 0.445881715336613
1 -0.417085427135678 -0.239059619706573 0.444237424084134
1 -0.407035175879397 -0.251483548395243 0.441961201172652
1 -0.396984924623116 -0.263604454432969 0.43906827387106
1 -0.386934673366834 -0.275422337819752 0.435573869448249
1 -0.376884422110553 -0.286937198555592 0.431493215173111
1 -0.366834170854271 -0.298149036640489 0.426841538314537
1 -0.35678391959799 -0.309057852074443 0.421634066141419
1 -0.346733668341709 -0.319663644857453 0.415886025922649
1 -0.336683417085427 -0.32996641498952 0.409612644927118
1 -0.326633165829146 -0.339966162470645 0.402829150423718
1 -0.316582914572864 -0.349662887300826 0.39555076968134
1 -0.306532663316583 -0.359056589480064 0.387792729968877
1 -0.296482412060302 -0.368147269008358 0.379570258555219
1 -0.28643216080402 -0.37693492588571 0.370898582709259
1 -0.276381909547739 -0.385419560112118 0.361792929699887
1 -0.266331658291457 -0.393601171687584 0.352268526795996
1 -0.256281407035176 -0.401479760612106 0.342340601266477
1 -0.246231155778894 -0.409055326885685 0.332024380380222
1 -0.236180904522613 -0.41632787050832 0.321335091406123
1 -0.226130653266332 -0.423297391480013 0.31028796161307
1 -0.21608040201005 -0.429963889800763 0.298898218269956
1 -0.206030150753769 -0.436327365470569 0.287181088645673
1 -0.195979899497487 -0.442387818489432 0.275151800009111
1 -0.185929648241206 -0.448145248857352 0.262825579629163
1 -0.175879396984925 -0.453599656574329 0.25021765477472
1 -0.165829145728643 -0.458751041640363 0.237343252714673
1 -0.155778894472362 -0.463599404055453 0.224217600717915
1 -0.14572864321608 -0.4681447438196 0.210855926053337
1 -0.135678391959799 -0.472387060932805 0.19727345598983
1 -0.125628140703518 -0.476326355395066 0.183485417796287
1 -0.115577889447236 -0.479962627206384 0.169507038741598
1 -0.105527638190955 -0.483295876366758 0.155353546094656
1 -0.0954773869346734 -0.48632610287619 0.141040167124352
1 -0.085427135678392 -0.489053306734678 0.126582129099577
1 -0.0753768844221107 -0.491477487942224 0.111994659289224
1 -0.0653266331658292 -0.493598646498826 0.0972929849621838
1 -0.0552763819095479 -0.495416782404485 0.082492333387348
1 -0.0452261306532664 -0.496931895659201 0.0676079318336082
1 -0.035175879396985 -0.498143986262973 0.0526550075698561
1 -0.0251256281407036 -0.499053054215803 0.0376487878649835
1 -0.0150753768844222 -0.499659099517689 0.0226044999878817
1 -0.00502512562814084 -0.499962122168632 0.00753737120744268
1 0.00502512562814061 -0.499962122168632 -0.00753737120744235
1 0.0150753768844221 -0.499659099517689 -0.0226044999878816
1 0.0251256281407033 -0.499053054215803 -0.037648787864983
1 0.0351758793969847 -0.498143986262973 -0.0526550075698558
1 0.0452261306532662 -0.496931895659201 -0.0676079318336079
1 0.0552763819095476 -0.495416782404485 -0.0824923333873477
1 0.0653266331658291 -0.493598646498826 -0.0972929849621836
1 0.0753768844221105 -0.491477487942224 -0.111994659289224
1 0.085427135678392 -0.489053306734678 -0.126582129099577
1 0.0954773869346734 -0.48632610287619 -0.141040167124352
1 0.105527638190955 -0.483295876366758 -0.155353546094656
1 0.115577889447236 -0.479962627206384 -0.169507038741598
1 0.125628140703518 -0.476326355395066 -0.183485417796287
1 0.135678391959799 -0.472387060932805 -0.19727345598983
1 0.14572864321608 -0.4681447438196 -0.210855926053337
1 0.155778894472362 -0.463599404055453 -0.224217600717915
1 0.165829145728643 -0.458751041640363 -0.237343252714673
1 0.175879396984925 -0.453599656574329 -0.25021765477472
1 0.185929648241206 -0.448145248857352 -0.262825579629163
1 0.195979899497488 -0.442387818489432 -0.275151800009111
1 0.206030150753769 -0.436327365470569 -0.287181088645673
1 0.21608040201005 -0.429963889800763 -0.298898218269956
1 0.226130653266332 -0.423297391480013 -0.31028796161307
1 0.236180904522613 -0.41632787050832 -0.321335091406123
1 0.246231155778895 -0.409055326885685 -0.332024380380222
1 0.256281407035176 -0.401479760612106 -0.342340601266477
1 0.266331658291457 -0.393601171687584 -0.352268526795996
1 0.276381909547739 -0.385419560112118 -0.361792929699887
1 0.28643216080402 -0.37693492588571 -0.370898582709259
1 0.296482412060301 -0.368147269008358 -0.379570258555219
1 0.306532663316583 -0.359056589480064 -0.387792729968877
1 0.316582914572864 -0.349662887300826 -0.39555076968134
1 0.326633165829146 -0.339966162470645 -0.402829150423718
1 0.336683417085427 -0.32996641498952 -0.409612644927118
1 0.346733668341708 -0.319663644857453 -0.415886025922649
1 0.35678391959799 -0.309057852074443 -0.421634066141419
1 0.366834170854271 -0.298149036640489 -0.426841538314537
1 0.376884422110553 -0.286937198555592 -0.431493215173111
1 0.386934673366834 -0.275422337819752 -0.435573869448249
1 0.396984924623115 -0.263604454432969 -0.43906827387106
1 0.407035175879397 -0.251483548395243 -0.441961201172652
1 0.417085427135678 -0.239059619706573 -0.444237424084134
1 0.42713567839196 -0.22633266836696 -0.445881715336613
1 0.437185929648241 -0.213302694376405 -0.446878847661199
1 0.447236180904522 -0.199969697734906 -0.447213593789
1 0.457286432160804 -0.186333678442464 -0.446870726451124
1 0.467336683417085 -0.172394636499078 -0.445835018378679
1 0.477386934673367 -0.15815257190475 -0.444091242302774
1 0.487437185929648 -0.143607484659479 -0.441624170954518
1 0.497487437185929 -0.128759374763264 -0.438418577065018
1 0.507537688442211 -0.113608242216105 -0.434459233365382
1 0.517587939698493 -0.0981540870180044 -0.429730912586721
1 0.527638190954774 -0.0823969091689605 -0.424218387460141
1 0.537688442211055 -0.066336708668973 -0.417906430716751
1 0.547738693467337 -0.0499734855180424 -0.41077981508766
1 0.557788944723618 -0.0333072397161687 -0.402823313303976
1 0.5678391959799 -0.0163379712633517 -0.394021698096807
1 0.577889447236181 0.000934319840407927 -0.384359742197262
1 0.587939698492462 0.0185096335951113 -0.373822218336449
1 0.597989949748744 0.0363879700007577 -0.362393899245476
1 0.608040201005025 0.0545693290573471 -0.350059557655452
1 0.618090452261306 0.0730537107648795 -0.336803966297486
1 0.628140703517588 0.0918411151233554 -0.322611897902685
1 0.638190954773869 0.110931542132774 -0.307468125202158
1 0.648241206030151 0.130324991793137 -0.291357420927013
1 0.658291457286432 0.150021464104442 -0.274264557808359
1 0.668341708542713 0.17002095906669 -0.256174308577305
1 0.678391959798995 0.190323476679882 -0.237071445964958
1 0.688442211055276 0.210929016944016 -0.216940742702427
1 0.698492462311558 0.231837579859094 -0.19576697152082
1 0.708542713567839 0.253049165425115 -0.173534905151246
1 0.71859296482412 0.27456377364208 -0.150229316324813
1 0.728643216080402 0.296381404509987 -0.125834977772629
1 0.738693467336683 0.318502058028838 -0.100336662225803
1 0.748743718592965 0.340925734198631 -0.0737191424154432
1 0.758793969849246 0.363652433019368 -0.0459671910726587
1 0.768844221105528 0.386682154491048 -0.0170655809285566
1 0.778894472361809 0.410014898613671 0.0130009152857541
1 0.78894472361809 0.433650665387238 0.0442475248391649
1 0.798994974874372 0.457589454811747 0.0766894750005671
1 0.809045226130653 0.481831266887199 0.110341993038854
1 0.819095477386935 0.506376101613595 0.145220306222915
1 0.829145728643216 0.531223958990934 0.181339641821643
1 0.839195979899497 0.556374839019216 0.218715227103929
1 0.849246231155779 0.581828741698441 0.257362289338665
1 0.85929648241206 0.60758566702861 0.297296055794743
1 0.869346733668342 0.633645615009722 0.338531753741054
1 0.879396984924623 0.660008585641777 0.38108461044649
1 0.889447236180904 0.686674578924774 0.424969853179941
1 0.899497487437186 0.713643594858715 0.470202709210301
1 0.909547738693467 0.740915633443599 0.516798405806461
1 0.919597989949749 0.768490694679427 0.564772170237313
1 0.92964824120603 0.796368778566198 0.614139229771747
1 0.939698492462312 0.824549885103911 0.664914811678655
1 0.949748743718593 0.853034014292568 0.717114143226929
1 0.959798994974874 0.881821166132169 0.770752451685462
1 0.969849246231156 0.910911340622711 0.825844964323143
1 0.979899497487437 0.940304537764198 0.882406908408866
1 0.989949748743718 0.970000757556627 0.940453511211519
1 1 1 1
