a0_min        a1_min        a2_min        a3_min        Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  LogPost       
  0.102000E+03  0.299397E+01  0.843499E+01  0.720493E+01  0.118205E-03  0.274982E-03  0.268548E-04  0.115116E-02  0.192953E+03
  0.102000E+03  0.299397E+01  0.843499E+01  0.112281E+02  0.118205E-03  0.274982E-03  0.268548E-04  0.115116E-02  0.192523E+03
  0.102000E+03  0.437230E+01  0.843499E+01  0.588732E+01  0.118205E-03  0.274982E-03  0.268548E-04  0.115116E-02  0.192836E+03
  0.102000E+03  0.321476E+01  0.843499E+01  0.109690E+02  0.118205E-03  0.274982E-03  0.268548E-04  0.115116E-02  0.192656E+03
  0.102000E+03  0.321476E+01  0.843499E+01  0.109690E+02  0.118205E-03  0.274982E-03  0.268548E-04  0.115116E-02  0.192656E+03
  0.102000E+03  0.321476E+01  0.843499E+01  0.109690E+02  0.118205E-03  0.274982E-03  0.268548E-04  0.115116E-02  0.192656E+03
  0.102000E+03  0.321476E+01  0.843499E+01 -0.186871E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.115116E-02  0.191753E+03
  0.102000E+03 -0.414579E+01  0.730740E+01 -0.336728E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.190184E+03
  0.102000E+03 -0.414579E+01  0.382564E+01 -0.354386E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.190258E+03
  0.102000E+03 -0.181726E+01  0.353603E+01  0.263084E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.190846E+03
  0.102000E+03 -0.181726E+01  0.664046E+01  0.887241E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.189001E+03
  0.102000E+03  0.409781E+01  0.664046E+01  0.887241E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.192906E+03
  0.102000E+03  0.409781E+01  0.557130E+01  0.102907E+02  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.192717E+03
  0.102000E+03  0.409781E+01  0.557130E+01  0.719286E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.951568E-03  0.191931E+03
  0.102000E+03  0.409781E+01  0.426653E+01  0.719286E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.124261E-02  0.191735E+03
  0.102000E+03  0.716495E+00  0.426653E+01  0.719286E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.124261E-02  0.192601E+03
  0.100367E+03  0.716495E+00 -0.318914E+01  0.719286E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.154514E-02  0.192643E+03
  0.100367E+03  0.716495E+00 -0.318914E+01  0.280378E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.154514E-02  0.192402E+03
  0.100367E+03  0.716495E+00  0.653162E+01  0.280378E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.154514E-02  0.190189E+03
  0.100367E+03  0.716495E+00  0.653162E+01  0.611509E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.154514E-02  0.189610E+03
  0.100367E+03  0.716495E+00  0.123495E+01  0.611509E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.154514E-02  0.191770E+03
  0.100367E+03  0.716495E+00  0.123495E+01  0.323355E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.154514E-02  0.192325E+03
  0.100367E+03  0.716495E+00 -0.102851E+01  0.405163E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.192444E+03
  0.100367E+03 -0.866718E-01 -0.102851E+01  0.405163E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191964E+03
  0.100367E+03 -0.866718E-01 -0.102851E+01  0.405163E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191964E+03
  0.100367E+03 -0.866718E-01 -0.102851E+01  0.405163E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191964E+03
  0.100367E+03 -0.866718E-01  0.332794E+01  0.405163E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191799E+03
  0.100367E+03 -0.866718E-01  0.332794E+01 -0.648773E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191914E+03
  0.100367E+03 -0.866718E-01 -0.222569E+01 -0.829239E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.192272E+03
  0.100367E+03 -0.164782E+01 -0.222569E+01 -0.839315E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.192040E+03
  0.100367E+03 -0.164782E+01  0.711619E+01 -0.839315E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.189280E+03
  0.100367E+03 -0.164782E+01  0.881058E+00 -0.479690E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.192120E+03
  0.100367E+03 -0.164782E+01  0.881058E+00  0.372703E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191536E+03
  0.100367E+03  0.557771E+01  0.881058E+00 -0.113298E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.190424E+03
  0.100367E+03  0.557771E+01  0.881058E+00 -0.113298E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.190424E+03
  0.100367E+03  0.557771E+01  0.881058E+00 -0.113298E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.190424E+03
  0.100367E+03  0.557771E+01  0.881058E+00 -0.113298E+00  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.190424E+03
  0.100367E+03  0.557771E+01  0.881058E+00  0.756868E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.191892E+03
  0.100367E+03  0.639076E+00  0.123770E+01 -0.352173E+01  0.118205E-03  0.305535E-03  0.268548E-04  0.619080E-03  0.192828E+03
  0.100641E+03  0.639076E+00  0.177214E+01  0.391381E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192843E+03
  0.100641E+03  0.639076E+00  0.177214E+01  0.391381E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192843E+03
  0.100641E+03  0.639076E+00  0.177214E+01  0.292089E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192999E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.638167E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193152E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.638167E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193152E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.638167E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193152E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.638167E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193152E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.638167E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193152E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.839291E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193017E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.839291E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.193017E+03
  0.100641E+03  0.383974E+01  0.177214E+01  0.231551E+01  0.118205E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192948E+03
  0.100641E+03  0.383974E+01  0.422956E+01  0.550029E+01  0.376047E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192652E+03
  0.100641E+03  0.383974E+01  0.422956E+01  0.550029E+01  0.457762E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192425E+03
  0.100641E+03  0.383974E+01  0.422956E+01  0.550029E+01  0.457762E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192425E+03
  0.100641E+03  0.383974E+01  0.422956E+01  0.451412E+01  0.457762E-03  0.230056E-03  0.268548E-04  0.619080E-03  0.192373E+03
  0.100641E+03  0.383974E+01  0.422956E+01  0.596205E+01  0.225760E-04  0.230056E-03  0.268548E-04  0.619080E-03  0.193174E+03
  0.100641E+03  0.383974E+01  0.309498E+01  0.596205E+01  0.225760E-04  0.230056E-03  0.268548E-04  0.154061E-02  0.192891E+03
  0.100641E+03  0.383974E+01 -0.122521E+01  0.596205E+01  0.225760E-04  0.230056E-03  0.268548E-04  0.154061E-02  0.192856E+03
  0.100641E+03  0.267290E+01 -0.122521E+01  0.750815E+01  0.225760E-04  0.147471E-03  0.268548E-04  0.154061E-02  0.193059E+03
  0.100641E+03  0.181903E+01 -0.122521E+01  0.600509E+01  0.334471E-03  0.490108E-03  0.268548E-04  0.154061E-02  0.191445E+03
  0.100641E+03  0.181903E+01  0.365792E+01  0.600509E+01  0.334471E-03  0.490108E-03  0.268548E-04  0.154061E-02  0.191405E+03
  0.100641E+03  0.118932E+01  0.713969E+01  0.600509E+01  0.334471E-03  0.490108E-03  0.268548E-04  0.154061E-02  0.190033E+03
  0.100641E+03  0.118932E+01  0.713969E+01  0.600509E+01  0.334471E-03  0.490108E-03  0.268548E-04  0.154061E-02  0.190033E+03
  0.100641E+03  0.118932E+01  0.225913E+01  0.135965E+01  0.334471E-03  0.490108E-03  0.268548E-04  0.154061E-02  0.191808E+03
  0.100641E+03  0.118932E+01 -0.633254E+00  0.189905E+01  0.334471E-03  0.664246E-04  0.268548E-04  0.154061E-02  0.193332E+03
  0.100641E+03  0.118932E+01  0.150538E+01  0.110176E+02  0.334471E-03  0.664246E-04  0.268548E-04  0.154061E-02  0.190902E+03
  0.100641E+03  0.392732E+01  0.150538E+01  0.110176E+02  0.334471E-03  0.664246E-04  0.268548E-04  0.134277E-02  0.192821E+03
  0.100641E+03  0.577340E+01  0.150538E+01  0.439607E+01  0.334471E-03  0.664246E-04  0.268548E-04  0.134277E-02  0.192201E+03
  0.100641E+03  0.577340E+01  0.150538E+01  0.439607E+01  0.334471E-03  0.664246E-04  0.268548E-04  0.134277E-02  0.192201E+03
  0.100641E+03  0.577340E+01  0.150538E+01  0.439607E+01  0.334471E-03  0.664246E-04  0.268548E-04  0.134277E-02  0.192201E+03
  0.100641E+03 -0.433207E-01 -0.409673E+00  0.204226E+01  0.334471E-03  0.664246E-04  0.268548E-04  0.134277E-02  0.193294E+03
  0.100641E+03 -0.433207E-01  0.103070E+00 -0.526547E+00  0.334471E-03  0.664246E-04  0.268548E-04  0.134277E-02  0.193587E+03
  0.100641E+03 -0.433207E-01  0.103070E+00 -0.526547E+00  0.334471E-03  0.664246E-04  0.268548E-04  0.105921E-02  0.194076E+03
  0.100641E+03 -0.433207E-01  0.103070E+00 -0.526547E+00  0.334471E-03  0.664246E-04  0.268548E-04  0.111782E-02  0.194012E+03
