a0_min         a1_min         a2_min         a3_min         Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.102135E+03  -0.361187E+01  -0.859983E+01  -0.162464E+02   0.326471E-03   0.139455E-04   0.274699E-03   0.293000E-02   0.185773E+03   0.000000E+00   0.000000E+00   0.185773E+03  -0.371546E+03
   0.102135E+03  -0.391393E+01  -0.859983E+01  -0.202261E+02   0.326471E-03   0.139455E-04   0.274699E-03   0.293000E-02   0.185536E+03   0.000000E+00   0.000000E+00   0.185536E+03  -0.371072E+03
   0.102135E+03  -0.313674E+00  -0.676183E+01  -0.977432E+01   0.326471E-03   0.272735E-03   0.274699E-03   0.293000E-02   0.185950E+03   0.000000E+00   0.000000E+00   0.185950E+03  -0.371900E+03
   0.101585E+03  -0.225597E+01  -0.237086E+01  -0.298915E+01   0.326471E-03   0.164366E-03   0.274699E-03   0.293000E-02   0.187363E+03   0.000000E+00   0.000000E+00   0.187363E+03  -0.374726E+03
   0.101585E+03   0.565576E+01   0.185437E+01   0.846218E+01   0.326471E-03   0.164366E-03   0.274699E-03   0.293000E-02   0.188185E+03   0.000000E+00   0.000000E+00   0.188185E+03  -0.376370E+03
   0.101585E+03   0.565576E+01   0.612596E+01   0.716001E+01   0.326471E-03   0.164366E-03   0.274699E-03   0.281891E-02   0.188491E+03   0.000000E+00   0.000000E+00   0.188491E+03  -0.376982E+03
   0.101585E+03   0.565576E+01   0.612596E+01   0.708524E+01   0.326471E-03   0.164366E-03   0.274699E-03   0.165115E-02   0.191545E+03   0.000000E+00   0.000000E+00   0.191545E+03  -0.383090E+03
   0.101585E+03   0.427473E+01   0.827823E+01   0.901639E+01   0.326471E-03   0.164366E-03   0.274699E-03   0.105183E-02   0.192615E+03   0.000000E+00   0.000000E+00   0.192615E+03  -0.385230E+03
   0.101585E+03   0.427473E+01   0.615184E+01   0.101803E+02   0.326471E-03   0.164366E-03   0.274699E-03   0.105183E-02   0.192929E+03   0.000000E+00   0.000000E+00   0.192929E+03  -0.385858E+03
   0.101585E+03   0.427473E+01   0.615184E+01  -0.421664E+01   0.326471E-03   0.164366E-03   0.274699E-03   0.105183E-02   0.190994E+03   0.000000E+00   0.000000E+00   0.190994E+03  -0.381988E+03
   0.101585E+03   0.427473E+01   0.874941E+01   0.127349E+02   0.326471E-03   0.164366E-03   0.274699E-03   0.105183E-02   0.191972E+03   0.000000E+00   0.000000E+00   0.191972E+03  -0.383944E+03
   0.101585E+03   0.427473E+01   0.874941E+01   0.129132E+02   0.326471E-03   0.164366E-03   0.274699E-03   0.105183E-02   0.191933E+03   0.000000E+00   0.000000E+00   0.191933E+03  -0.383866E+03
   0.101585E+03   0.637069E+01   0.868387E+01   0.129132E+02   0.352470E-03   0.164366E-03   0.274699E-03   0.105183E-02   0.192235E+03   0.000000E+00   0.000000E+00   0.192235E+03  -0.384470E+03
   0.101585E+03   0.637069E+01   0.868387E+01   0.195142E+02   0.352470E-03   0.164366E-03   0.446959E-03   0.105183E-02   0.189915E+03   0.000000E+00   0.000000E+00   0.189915E+03  -0.379830E+03
   0.101585E+03   0.996031E+01   0.345477E+01   0.190047E+02   0.352470E-03   0.164366E-03   0.443857E-03   0.105183E-02   0.189643E+03   0.000000E+00   0.000000E+00   0.189643E+03  -0.379286E+03
   0.101585E+03   0.909030E+01   0.345477E+01   0.966151E+01   0.352470E-03   0.164366E-03   0.443857E-03   0.105183E-02   0.190009E+03   0.000000E+00   0.000000E+00   0.190009E+03  -0.380018E+03
   0.101842E+03   0.909030E+01   0.427096E+01   0.586815E+01   0.352470E-03   0.314886E-04   0.443857E-03   0.105183E-02   0.189219E+03   0.000000E+00   0.000000E+00   0.189219E+03  -0.378438E+03
   0.101842E+03   0.909030E+01   0.880108E+01   0.685439E+01   0.352470E-03   0.314886E-04   0.443857E-03   0.105183E-02   0.189652E+03   0.000000E+00   0.000000E+00   0.189652E+03  -0.379304E+03
   0.101842E+03   0.909030E+01   0.611272E+01   0.685439E+01   0.631838E-03   0.314886E-04   0.443857E-03   0.105183E-02   0.188935E+03   0.000000E+00   0.000000E+00   0.188935E+03  -0.377870E+03
   0.101543E+03   0.909030E+01   0.692651E+01   0.152299E+02   0.631838E-03   0.314886E-04   0.443857E-03   0.137782E-02   0.189563E+03   0.000000E+00   0.000000E+00   0.189563E+03  -0.379126E+03
   0.101543E+03   0.865699E+01   0.692651E+01   0.152299E+02   0.631838E-03   0.199806E-03   0.443857E-03   0.137782E-02   0.189490E+03   0.000000E+00   0.000000E+00   0.189490E+03  -0.378980E+03
   0.101543E+03  -0.462284E+00   0.124422E+01  -0.287560E+01   0.631838E-03   0.199806E-03   0.443857E-03   0.137782E-02   0.190427E+03   0.000000E+00   0.000000E+00   0.190427E+03  -0.380854E+03
   0.101204E+03  -0.519959E+00  -0.319490E+01  -0.252819E+01   0.631838E-03   0.199806E-03   0.443857E-03   0.137782E-02   0.190254E+03   0.000000E+00   0.000000E+00   0.190254E+03  -0.380508E+03
   0.101204E+03   0.240537E+01  -0.319490E+01  -0.625153E+01   0.631838E-03   0.142786E-03   0.443857E-03   0.137782E-02   0.190397E+03   0.000000E+00   0.000000E+00   0.190397E+03  -0.380794E+03
   0.100659E+03   0.240537E+01   0.133259E-01   0.343741E+01   0.631838E-03   0.142786E-03   0.443857E-03   0.137782E-02   0.190943E+03   0.000000E+00   0.000000E+00   0.190943E+03  -0.381886E+03
   0.100782E+03   0.865501E-01   0.602949E+01  -0.559128E+01   0.631838E-03   0.142786E-03   0.443857E-03   0.137782E-02   0.188790E+03   0.000000E+00   0.000000E+00   0.188790E+03  -0.377580E+03
   0.100782E+03  -0.125691E+01  -0.557265E+01  -0.109135E+02   0.623002E-03   0.142786E-03   0.443857E-03   0.137782E-02   0.189854E+03   0.000000E+00   0.000000E+00   0.189854E+03  -0.379708E+03
   0.100782E+03  -0.125691E+01   0.116295E+01  -0.968376E+01   0.168106E-03   0.582892E-03   0.443857E-03   0.137782E-02   0.189463E+03   0.000000E+00   0.000000E+00   0.189463E+03  -0.378926E+03
   0.100782E+03   0.250578E+01   0.116295E+01  -0.809738E+00   0.168106E-03   0.582892E-03   0.443857E-03   0.108330E-02   0.190715E+03   0.000000E+00   0.000000E+00   0.190715E+03  -0.381430E+03
   0.100782E+03   0.250578E+01  -0.370006E+01   0.953618E+01   0.168106E-03   0.582892E-03   0.443857E-03   0.108330E-02   0.189432E+03   0.000000E+00   0.000000E+00   0.189432E+03  -0.378864E+03
   0.100782E+03   0.339614E+01  -0.778118E+01   0.953618E+01   0.168106E-03   0.319320E-03   0.443857E-03   0.108330E-02   0.189257E+03   0.000000E+00   0.000000E+00   0.189257E+03  -0.378514E+03
   0.100556E+03   0.339614E+01  -0.195498E+01   0.378176E+01   0.168106E-03   0.319320E-03   0.146407E-03   0.108330E-02   0.193199E+03   0.000000E+00   0.000000E+00   0.193199E+03  -0.386398E+03
   0.100556E+03   0.362873E+01  -0.279431E+01   0.378176E+01   0.168106E-03   0.319320E-03   0.146407E-03   0.126452E-02   0.192643E+03   0.000000E+00   0.000000E+00   0.192643E+03  -0.385286E+03
   0.100556E+03   0.362873E+01   0.503600E+01   0.378176E+01   0.168106E-03   0.319320E-03   0.146407E-03   0.126452E-02   0.192368E+03   0.000000E+00   0.000000E+00   0.192368E+03  -0.384736E+03
   0.100556E+03   0.362873E+01   0.275211E+01   0.739212E+01   0.168106E-03   0.319320E-03   0.146407E-03   0.728379E-03   0.193146E+03   0.000000E+00   0.000000E+00   0.193146E+03  -0.386292E+03
   0.100556E+03   0.437409E+01   0.308263E+01   0.767336E+01   0.168106E-03   0.319320E-03   0.146407E-03   0.728379E-03   0.193023E+03   0.000000E+00   0.000000E+00   0.193023E+03  -0.386046E+03
   0.100556E+03   0.437409E+01   0.308263E+01   0.767336E+01   0.168106E-03   0.319320E-03   0.146407E-03   0.728379E-03   0.193023E+03   0.000000E+00   0.000000E+00   0.193023E+03  -0.386046E+03
   0.100556E+03   0.437409E+01   0.308263E+01   0.129547E+02   0.168106E-03   0.319320E-03   0.146407E-03   0.728379E-03   0.192272E+03   0.000000E+00   0.000000E+00   0.192272E+03  -0.384544E+03
   0.100556E+03   0.437409E+01   0.246948E+01   0.284274E+01   0.168106E-03   0.407348E-03   0.146407E-03   0.728379E-03   0.192393E+03   0.000000E+00   0.000000E+00   0.192393E+03  -0.384786E+03
   0.100556E+03   0.436928E+01   0.224694E+01   0.808204E+01   0.380512E-04   0.407348E-03   0.146407E-03   0.138933E-02   0.192224E+03   0.000000E+00   0.000000E+00   0.192224E+03  -0.384448E+03
   0.100556E+03   0.436928E+01   0.224694E+01   0.268496E+01   0.380512E-04   0.407348E-03   0.146407E-03   0.138933E-02   0.192003E+03   0.000000E+00   0.000000E+00   0.192003E+03  -0.384006E+03
   0.100556E+03   0.325844E+01   0.775287E+01   0.124021E+01   0.380512E-04   0.936048E-04   0.146407E-03   0.138933E-02   0.190601E+03   0.000000E+00   0.000000E+00   0.190601E+03  -0.381202E+03
   0.100556E+03   0.325844E+01   0.775287E+01   0.359755E+01   0.380512E-04   0.936048E-04   0.146407E-03   0.138933E-02   0.190884E+03   0.000000E+00   0.000000E+00   0.190884E+03  -0.381768E+03
   0.100556E+03   0.320160E+01   0.199903E+01   0.359755E+01   0.142714E-03   0.936048E-04   0.146407E-03   0.138933E-02   0.193476E+03   0.000000E+00   0.000000E+00   0.193476E+03  -0.386952E+03
   0.100556E+03   0.320160E+01  -0.166036E+01   0.752720E+01   0.142714E-03   0.936048E-04   0.146407E-03   0.138933E-02   0.193163E+03   0.000000E+00   0.000000E+00   0.193163E+03  -0.386326E+03
   0.100556E+03   0.320160E+01   0.322885E+01   0.485924E+01   0.142714E-03   0.936048E-04   0.333941E-03   0.138933E-02   0.192304E+03   0.000000E+00   0.000000E+00   0.192304E+03  -0.384608E+03
   0.100556E+03   0.320160E+01   0.322885E+01   0.508779E+01   0.142714E-03   0.936048E-04   0.333941E-03   0.138933E-02   0.192291E+03   0.000000E+00   0.000000E+00   0.192291E+03  -0.384582E+03
   0.100556E+03   0.325378E+01  -0.182774E+01   0.508779E+01   0.142714E-03   0.936048E-04   0.333941E-03   0.138933E-02   0.192746E+03   0.000000E+00   0.000000E+00   0.192746E+03  -0.385492E+03
   0.100556E+03   0.325378E+01   0.514045E+01   0.508779E+01   0.142714E-03   0.936048E-04   0.333941E-03   0.139444E-02   0.191553E+03   0.000000E+00   0.000000E+00   0.191553E+03  -0.383106E+03
   0.100556E+03   0.127594E+01   0.413104E+01   0.508779E+01   0.253683E-05   0.936048E-04   0.333941E-03   0.139444E-02   0.191301E+03   0.000000E+00   0.000000E+00   0.191301E+03  -0.382602E+03
   0.100682E+03   0.127594E+01   0.172368E+01   0.508779E+01   0.253683E-05   0.936048E-04   0.333941E-03   0.139444E-02   0.192287E+03   0.000000E+00   0.000000E+00   0.192287E+03  -0.384574E+03
   0.100682E+03   0.127594E+01   0.621123E+01   0.508779E+01   0.253683E-05   0.936048E-04   0.333941E-03   0.139444E-02   0.190649E+03   0.000000E+00   0.000000E+00   0.190649E+03  -0.381298E+03
   0.100682E+03  -0.266440E+00  -0.977204E+01  -0.154156E+02   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.189934E+03   0.000000E+00   0.000000E+00   0.189934E+03  -0.379868E+03
   0.100682E+03  -0.266440E+00  -0.977204E+01  -0.167701E+02   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.189464E+03   0.000000E+00   0.000000E+00   0.189464E+03  -0.378928E+03
   0.100682E+03  -0.998428E+00  -0.977204E+01  -0.306575E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.190403E+03   0.000000E+00   0.000000E+00   0.190403E+03  -0.380806E+03
   0.100682E+03  -0.998428E+00  -0.262504E+01  -0.306575E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.192226E+03   0.000000E+00   0.000000E+00   0.192226E+03  -0.384452E+03
   0.100682E+03  -0.998428E+00  -0.277753E+01  -0.306575E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.192217E+03   0.000000E+00   0.000000E+00   0.192217E+03  -0.384434E+03
   0.100682E+03  -0.133949E+01  -0.277753E+01  -0.849459E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.192077E+03   0.000000E+00   0.000000E+00   0.192077E+03  -0.384154E+03
   0.100682E+03  -0.567225E+00  -0.277753E+01  -0.849459E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.139444E-02   0.192358E+03   0.000000E+00   0.000000E+00   0.192358E+03  -0.384716E+03
   0.100682E+03   0.301150E+01   0.229942E+01   0.637983E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.243468E-02   0.189738E+03   0.000000E+00   0.000000E+00   0.189738E+03  -0.379476E+03
   0.100682E+03   0.301150E+01   0.229942E+01   0.637983E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.243468E-02   0.189738E+03   0.000000E+00   0.000000E+00   0.189738E+03  -0.379476E+03
   0.100682E+03   0.458992E+01   0.229942E+01   0.637983E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.200979E-02   0.190905E+03   0.000000E+00   0.000000E+00   0.190905E+03  -0.381810E+03
   0.100682E+03   0.458992E+01  -0.243573E+01   0.637983E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.200979E-02   0.190785E+03   0.000000E+00   0.000000E+00   0.190785E+03  -0.381570E+03
   0.101398E+03   0.458992E+01  -0.243573E+01   0.637983E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.200979E-02   0.190392E+03   0.000000E+00   0.000000E+00   0.190392E+03  -0.380784E+03
   0.101398E+03   0.458992E+01   0.207503E+01   0.121376E+02   0.982746E-04   0.936048E-04   0.333941E-03   0.130446E-02   0.192621E+03   0.000000E+00   0.000000E+00   0.192621E+03  -0.385242E+03
   0.101398E+03   0.458992E+01   0.207503E+01  -0.442337E+00   0.982746E-04   0.936048E-04   0.333941E-03   0.130446E-02   0.192402E+03   0.000000E+00   0.000000E+00   0.192402E+03  -0.384804E+03
   0.101398E+03   0.486691E+01   0.136590E+01   0.638540E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.130446E-02   0.192925E+03   0.000000E+00   0.000000E+00   0.192925E+03  -0.385850E+03
   0.101398E+03   0.486691E+01   0.640138E+01   0.399398E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.130446E-02   0.192564E+03   0.000000E+00   0.000000E+00   0.192564E+03  -0.385128E+03
   0.101398E+03   0.486691E+01   0.546578E+01   0.399398E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.641992E-03   0.192064E+03   0.000000E+00   0.000000E+00   0.192064E+03  -0.384128E+03
   0.101398E+03  -0.809481E+00   0.546578E+01   0.525582E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.641992E-03   0.189743E+03   0.000000E+00   0.000000E+00   0.189743E+03  -0.379486E+03
   0.101398E+03  -0.809481E+00   0.546578E+01   0.735407E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.641992E-03   0.189024E+03   0.000000E+00   0.000000E+00   0.189024E+03  -0.378048E+03
   0.101398E+03  -0.809481E+00   0.801761E+01   0.517445E+01   0.982746E-04   0.936048E-04   0.333941E-03   0.641992E-03   0.189148E+03   0.000000E+00   0.000000E+00   0.189148E+03  -0.378296E+03
   0.100863E+03   0.288129E+01   0.801761E+01   0.752378E+00   0.982746E-04   0.936048E-04   0.333941E-03   0.641992E-03   0.191154E+03   0.000000E+00   0.000000E+00   0.191154E+03  -0.382308E+03
   0.100863E+03   0.288129E+01   0.801761E+01   0.737109E+01   0.982746E-04   0.169447E-03   0.333941E-03   0.660409E-03   0.191161E+03   0.000000E+00   0.000000E+00   0.191161E+03  -0.382322E+03
   0.100863E+03   0.288129E+01  -0.657637E+01  -0.546885E+01   0.982746E-04   0.169447E-03   0.333941E-03   0.660409E-03   0.190244E+03   0.000000E+00   0.000000E+00   0.190244E+03  -0.380488E+03
   0.100863E+03  -0.225426E+01  -0.657637E+01  -0.846628E+01   0.982746E-04   0.169447E-03   0.333941E-03   0.930601E-03   0.191395E+03   0.000000E+00   0.000000E+00   0.191395E+03  -0.382790E+03
   0.100863E+03  -0.225426E+01  -0.266044E+01  -0.141448E+02   0.982746E-04   0.606923E-03   0.333941E-03   0.930601E-03   0.190337E+03   0.000000E+00   0.000000E+00   0.190337E+03  -0.380674E+03
   0.100664E+03  -0.225426E+01   0.405500E+00  -0.837719E+01   0.982746E-04   0.204061E-03   0.333941E-03   0.930601E-03   0.191823E+03   0.000000E+00   0.000000E+00   0.191823E+03  -0.383646E+03
   0.999946E+02  -0.225426E+01  -0.251180E+01  -0.377934E+01   0.115409E-02   0.204061E-03   0.838695E-03   0.930601E-03   0.183877E+03   0.000000E+00   0.000000E+00   0.183877E+03  -0.367754E+03
   0.999946E+02   0.167082E+01  -0.251180E+01  -0.796764E+01   0.115409E-02   0.204061E-03   0.792895E-03   0.930601E-03   0.185523E+03   0.000000E+00   0.000000E+00   0.185523E+03  -0.371046E+03
   0.999946E+02   0.167082E+01  -0.505066E+01   0.143288E+02   0.820781E-03   0.204061E-03   0.792895E-03   0.930601E-03   0.184146E+03   0.000000E+00   0.000000E+00   0.184146E+03  -0.368292E+03
   0.999946E+02   0.614000E+01  -0.505066E+01   0.143288E+02   0.820781E-03   0.204061E-03   0.792895E-03   0.930601E-03   0.185421E+03   0.000000E+00   0.000000E+00   0.185421E+03  -0.370842E+03
   0.999946E+02   0.252423E+01  -0.505066E+01   0.102082E+01   0.107646E-02   0.204061E-03   0.792895E-03   0.626807E-03   0.185485E+03   0.000000E+00   0.000000E+00   0.185485E+03  -0.370970E+03
   0.990239E+02   0.456673E+01  -0.505066E+01  -0.766345E+01   0.107646E-02   0.200842E-03   0.792895E-03   0.626807E-03   0.181765E+03   0.000000E+00   0.000000E+00   0.181765E+03  -0.363530E+03
   0.989876E+02   0.456673E+01  -0.505066E+01   0.100664E+02   0.107646E-02   0.200842E-03   0.792895E-03   0.626807E-03   0.182846E+03   0.000000E+00   0.000000E+00   0.182846E+03  -0.365692E+03
   0.989876E+02   0.443094E+01  -0.505066E+01  -0.425045E+01   0.107646E-02   0.233574E-04   0.931118E-04   0.985908E-03   0.184090E+03   0.000000E+00   0.000000E+00   0.184090E+03  -0.368180E+03
   0.991617E+02  -0.557389E+00  -0.505066E+01  -0.415635E+01   0.107646E-02   0.233574E-04   0.931118E-04   0.225913E-02   0.183463E+03   0.000000E+00   0.000000E+00   0.183463E+03  -0.366926E+03
   0.991617E+02   0.190675E+01  -0.505066E+01  -0.415635E+01   0.201180E-03   0.233574E-04   0.931118E-04   0.383975E-03   0.187403E+03   0.000000E+00   0.000000E+00   0.187403E+03  -0.374806E+03
   0.991617E+02   0.190675E+01   0.509445E+01   0.332496E+01   0.380355E-03   0.233574E-04   0.931118E-04   0.383975E-03   0.185164E+03   0.000000E+00   0.000000E+00   0.185164E+03  -0.370328E+03
   0.100402E+03   0.190675E+01   0.509445E+01   0.332496E+01   0.380355E-03   0.516110E-04   0.931118E-04   0.348427E-03   0.189110E+03   0.000000E+00   0.000000E+00   0.189110E+03  -0.378220E+03
   0.100402E+03   0.190675E+01   0.509445E+01  -0.260608E+01   0.380355E-03   0.516110E-04   0.931118E-04   0.348427E-03   0.188551E+03   0.000000E+00   0.000000E+00   0.188551E+03  -0.377102E+03
