event	reach	x	t	WSE	Q	V	Kmin	Kflood	Yu_WSE	Yu_Q	Yu_V	Yu_Kmin	Yu_Kflood
1	6	24305	259832	207.6575	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	24430.333333	259864	207.5775	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	24555.666667	259917	207.485	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	24681	259954	207.37	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	24796.25	259985	207.255	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	24911.5	260020	207.1	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25026.75	260050	206.975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25142	260085	206.7675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25245.666667	260115	206.7475	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25349.333333	260145	206.67	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25453	260178	206.61	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25556.666667	260220	206.4825	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25660.333333	260244	206.3425	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25764	260286	206.1825	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25868.2	260334	206.07	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	25972.4	260381	205.9025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26076.6	260406	205.8825	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26180.8	260439	205.805	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26285	260471	205.7625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26409.666667	260516	205.7075	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26534.333333	260551	205.635	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26659	260590	205.2125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26778.25	260632	205.1075	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	26897.5	260677	204.94	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27016.75	260707	204.8925	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27136	260750	204.85	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27282.5	260795	204.835	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27429	260851	204.62	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27561.666667	260888	204.45	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27694.333333	260926	203.84	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27827	260958	203.39	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	27957	261001	203.1975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28116	261061	203.0025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28223.25	261106	202.92	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28330.5	261138	202.895	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28437.75	261161	202.8725	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28545	261193	202.8075	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28652.25	261233	202.75	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28759.5	261256	202.72	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28866.75	261298	202.6625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	28974	261329	202.56	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29121	261377	202.36	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29203.5	261397	202.2975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29286	261424	202.225	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29387.75	261467	202.0775	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29489.5	261489	201.6575	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29591.25	261519	201.12	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29693	261552	201.11	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29806.333333	261592	201.02	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	29919.666667	261617	200.82	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30033	261659	200.7	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30124	261688	200.6225	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30215	261708	200.6225	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30321.333333	261740	200.54	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30427.666667	261785	200.2975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30534	261813	200.0125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30688	261848	199.705	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30771	261873	199.585	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	30858	261905	199.44	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31099	261973	199.295	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31278	262034	199.0625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31349.5	262044	198.9875	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31421	262069	198.93	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31494	262079	198.875	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31567	262099	198.77	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31640	262121	198.78	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31713	262141	198.735	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31769.25	262159	198.705	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31825.5	262176	198.6875	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31881.75	262201	198.655	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31938	262209	198.635	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	31992.5	262224	198.595	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32047	262249	198.56	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32101.5	262264	198.5375	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32156	262280	198.5175	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32210.5	262287	198.455	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32265	262302	198.4275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32316	262325	198.3975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32407	262355	198.3125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32486	262367	198.235	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32571	262400	198.065	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32640	262420	197.9125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32709	262442	197.62	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32766	262460	197.4775	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32823	262480	197.425	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32880	262490	197.3675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	32947.75	262518	197.2575	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33015.5	262538	197.1825	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33083.25	262548	197.125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33151	262566	197.045	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33204.5	262588	197.005	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33258	262603	196.9825	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33316.5	262621	196.9425	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33375	262628	196.8	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33492	262668	196.5125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33664	262701	196.18	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33736	262731	195.915	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33759	262731	195.805	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33839	262761	195.5775	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33893.5	262778	195.55	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	33948	262803	195.5175	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34002.5	262811	195.45	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34057	262833	195.38	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34122.5	262851	195.29	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34188	262858	195.0625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34241	262871	194.9475	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34294	262884	194.905	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34347	262897	194.8675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34400	262919	194.8275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34453	262934	194.7675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34506	262947	194.7125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34559	262952	194.57	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34614.6	262974	194.445	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34670.2	262979	194.42	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34725.8	262994	194.3625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34781.4	263019	194.35	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34837	263027	194.3375	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34902.666667	263047	194.3175	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	34968.333333	263074	194.275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35034	263082	194.2225	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35154	263112	194.1275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35274	263155	193.945	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35394	263185	193.885	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35514	263208	193.8075	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35621	263250	193.74	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35728	263460	193.63	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35845.666667	263483	193.3975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	35963.333333	263515	193.155	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36081	263552	192.9325	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36213	263590	192.57	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36266.666667	263605	192.39	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36320.333333	263620	192.235	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36374	263650	192.125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36427.5	263675	192.1425	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36481	263685	192.07	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36592.5	263727	191.73	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36704	263752	191.655	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36776.5	263783	191.61	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36849	263796	191.575	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	36944	263831	191.4375	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37003.5	263848	191.13	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37063	263863	190.85	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37115.5	263876	190.76	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37168	263888	190.6875	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37215	263891	190.655	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37261	263921	190.645	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37290	263931	190.6625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37328	263953	190.625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37399	263961	190.56	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	6	37444	263983	190.455	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37553	264021	190.34	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37616	264032	190.2475	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37678	264059	189.9825	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37741	264072	189.9675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37791	264092	189.93	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37841	264119	189.905	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37891	264129	189.8675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	37941	264144	189.8325	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	38791	264380	188.6675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	38841	264390	188.6275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39526	264602	187.7025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39586	264629	187.46	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39646	264652	187.415	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39692	264657	187.43	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39738	264679	187.45	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39784	264689	187.4225	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39831	264737	187.425	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39887	264749	187.3675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39943	264777	187.2725	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39962	264779	187.265	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39981	264787	187.235	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	39999	264794	187.1975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40018	264802	187.1725	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40037	264799	187.17	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40056	264802	187.17	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40106	264817	187.155	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40156	264839	187.1325	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40206	264854	187.12	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40256	264869	187.1	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40306	264885	187.0625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40356	264900	187.005	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40406	264905	186.9625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40456	264930	186.8975	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40513	264945	186.805	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40571	264963	186.705	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40628	264968	186.6475	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40686	264990	186.5925	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40748	265010	186.56	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40811	265028	186.53	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40842	265033	186.515	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40873	265035	186.4675	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40904	265058	186.4225	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40936	265063	186.4025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40957	265068	186.3775	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	40979	265065	186.355	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	41001	265083	186.315	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	41023	265078	186.3125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	41067	265090	186.3025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	41111	265105	186.285	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	41144	265115	186.275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	4	41177	265144	186.245	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41227	265156	186.2025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41244	265164	186.17	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41261	265164	186.115	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41277	265179	186.055	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41294	265176	186.0125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41311	265179	185.9925	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41327	265189	185.97	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41344	265191	185.945	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41361	265196	185.8925	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41377	265191	185.8625	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41394	265196	185.8125	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41411	265209	185.7725	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41427	265204	185.74	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
1	5	41444	265214	185.71	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27000	259200	182.6165	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27600	259200	182.6199	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27650	259200	182.6331	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27700	259200	182.6275	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27750	259200	182.6343	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27800	259200	182.6424	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27900	259200	182.6475	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	27950	259200	182.6548	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	28500	259200	182.738	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	28625	259200	182.741	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	28750	259200	182.7505	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	28875	259200	182.783	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	29000	259200	182.8234	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	29125	259200	182.8724	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	29500	259200	182.9951	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30500	259200	183.182	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30525	259200	183.1759	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30550	259200	183.2025	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30600	259200	183.2283	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30650	259200	183.2202	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30725	259200	183.2344	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	30750	259200	183.2305	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31000	259200	183.3005	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31350	259200	183.3816	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31400	259200	183.4123	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31450	259200	183.4697	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31625	259200	183.4921	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31750	259200	183.5151	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	31875	259200	183.7024	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	32000	259200	183.8765	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	32125	259200	183.9257	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	32375	259200	184.1306	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	32500	259200	184.2083	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	32625	259200	184.3448	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	32750	259200	184.5601	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	33125	259200	184.7295	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
2	3	33300	259200	184.7728	-9999	-9999	-9999	-9999	0.025	-9999	-9999	-9999	-9999
