Km_SU1_Rh_a0   Km_SU1_Rh_a1   Km_SU1_Rh_a2   Km_SU1_Rh_a3   Km_SU1_Rh_a4   Km_SU2_Rh_a0   Km_SU2_Rh_a1   Km_SU1_Ai_a0   Km_SU1_Ai_a1   Km_SU1_Ai_a2   Km_SU1_Ai_a3   Km_SU1_Ai_a4   Km_SU2_Ai_a0   Km_SU2_Ai_a1   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.400696E+02  -0.219414E+01   0.291492E+01   0.691723E+00   0.694572E+01   0.309784E+02  -0.144645E+01   0.208973E+02  -0.444690E+01  -0.112016E+02  -0.871851E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.103744E+00   0.591301E-02   0.128280E-01   0.178545E-01   0.147938E-01  -0.144469E+04
   0.400696E+02  -0.219414E+01   0.417049E+01   0.691723E+00   0.694572E+01   0.309784E+02  -0.144645E+01   0.208973E+02  -0.444690E+01  -0.116236E+02  -0.871851E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.103744E+00   0.624596E-02   0.119587E-01   0.189094E-01   0.151551E-01  -0.138760E+04
   0.400696E+02  -0.219414E+01   0.417049E+01   0.691723E+00   0.694572E+01   0.309784E+02  -0.144645E+01   0.208973E+02  -0.444690E+01  -0.116236E+02  -0.871851E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.103904E+00   0.544286E-02   0.118690E-01   0.189354E-01   0.158966E-01  -0.138233E+04
   0.404531E+02  -0.219414E+01   0.417049E+01   0.691723E+00   0.874898E+01   0.321397E+02  -0.144645E+01   0.208973E+02  -0.448767E+01  -0.116236E+02  -0.871851E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.104447E+00   0.648949E-02   0.120822E-01   0.181561E-01   0.169387E-01  -0.132861E+04
   0.404531E+02  -0.219414E+01   0.417049E+01   0.691723E+00   0.874898E+01   0.321397E+02  -0.226422E+01   0.208973E+02  -0.448767E+01  -0.116236E+02  -0.890590E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.105356E+00   0.432533E-02   0.125077E-01   0.189128E-01   0.154156E-01  -0.129182E+04
   0.404531E+02  -0.219414E+01   0.417049E+01   0.478122E+01   0.874898E+01   0.335767E+02  -0.226422E+01   0.208973E+02  -0.448767E+01  -0.116236E+02  -0.890590E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.105356E+00   0.535530E-02   0.113616E-01   0.189086E-01   0.142915E-01  -0.127021E+04
   0.404531E+02  -0.219414E+01   0.417049E+01   0.478122E+01   0.874898E+01   0.335767E+02  -0.226422E+01   0.208973E+02  -0.448767E+01  -0.116236E+02  -0.890590E+01   0.137396E+02   0.101607E+02  -0.558577E+01   0.106110E+00   0.630933E-02   0.123633E-01   0.174980E-01   0.142915E-01  -0.124782E+04
   0.404531E+02  -0.219414E+01   0.436552E+01   0.478122E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.448767E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.101607E+02  -0.558577E+01   0.106110E+00   0.481283E-02   0.123597E-01   0.179549E-01   0.130348E-01  -0.114283E+04
   0.404531E+02  -0.219414E+01   0.436552E+01   0.478122E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.448767E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.106110E+00   0.369342E-02   0.112948E-01   0.173088E-01   0.137168E-01  -0.114060E+04
   0.404531E+02  -0.219414E+01   0.647924E+01   0.478122E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.448767E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.106110E+00   0.463641E-02   0.127075E-01   0.170685E-01   0.139804E-01  -0.114433E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.478122E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.106522E+00   0.598150E-02   0.131775E-01   0.156765E-01   0.144883E-01  -0.111933E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.510320E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.106522E+00   0.448591E-02   0.117136E-01   0.143650E-01   0.144407E-01  -0.111945E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.510320E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.107194E+00   0.601735E-02   0.117563E-01   0.146419E-01   0.142878E-01  -0.110163E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.510320E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.107194E+00   0.438085E-02   0.116579E-01   0.158754E-01   0.160598E-01  -0.110176E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.510320E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.558577E+01   0.107194E+00   0.387705E-02   0.105768E-01   0.144330E-01   0.168534E-01  -0.110153E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.510320E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.107194E+00   0.541792E-02   0.967616E-02   0.160437E-01   0.171637E-01  -0.108800E+04
   0.404531E+02  -0.219414E+01   0.439027E+01   0.298069E+01   0.874898E+01   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.107194E+00   0.551249E-02   0.733246E-02   0.155620E-01   0.193431E-01  -0.108757E+04
   0.404531E+02  -0.219414E+01   0.504372E+01   0.298069E+01   0.109917E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.107194E+00   0.563768E-02   0.767399E-02   0.161383E-01   0.185921E-01  -0.108801E+04
   0.404531E+02  -0.219414E+01   0.504372E+01   0.298069E+01   0.109917E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.108102E+00   0.486010E-02   0.624309E-02   0.161596E-01   0.183890E-01  -0.106422E+04
   0.404531E+02  -0.136898E+01   0.504372E+01   0.430401E+01   0.109917E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.109637E+00   0.657498E-02   0.458006E-02   0.171619E-01   0.188370E-01  -0.102120E+04
   0.404531E+02  -0.136898E+01   0.504372E+01   0.430401E+01   0.109917E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.109637E+00   0.479187E-02   0.492151E-02   0.192977E-01   0.188370E-01  -0.102127E+04
   0.404531E+02  -0.136898E+01   0.504372E+01   0.502296E+01   0.109917E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.109637E+00   0.505538E-02   0.327798E-02   0.199911E-01   0.185820E-01  -0.102082E+04
   0.404531E+02  -0.136898E+01   0.504372E+01   0.502296E+01   0.111597E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.110198E+00   0.505538E-02   0.401349E-02   0.199911E-01   0.192388E-01  -0.100767E+04
   0.404531E+02  -0.136898E+01   0.504372E+01   0.502296E+01   0.111597E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.110198E+00   0.603678E-02   0.401349E-02   0.180031E-01   0.171956E-01  -0.100736E+04
   0.404531E+02  -0.136898E+01   0.504372E+01   0.502296E+01   0.111597E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.110198E+00   0.429212E-02   0.509293E-02   0.189161E-01   0.162432E-01  -0.100729E+04
   0.404531E+02  -0.133672E+01   0.676310E+01   0.502296E+01   0.111597E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111050E+00   0.331094E-02   0.777790E-02   0.189639E-01   0.140819E-01  -0.987443E+03
   0.407779E+02  -0.133672E+01   0.676310E+01   0.502296E+01   0.111597E+02   0.335767E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111050E+00   0.704645E-03   0.723967E-02   0.212050E-01   0.134681E-01  -0.985424E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.502296E+01   0.111597E+02   0.335717E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111050E+00   0.124117E-02   0.737673E-02   0.186203E-01   0.110361E-01  -0.983817E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.502296E+01   0.111597E+02   0.335717E+02  -0.222037E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111050E+00   0.124117E-02   0.741185E-02   0.188166E-01   0.112882E-01  -0.983865E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.502296E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111050E+00   0.478678E-03   0.553443E-02   0.188906E-01   0.128888E-01  -0.983733E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.502296E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111050E+00   0.927359E-03   0.340447E-02   0.190010E-01   0.129144E-01  -0.983578E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.638327E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111036E+00   0.304715E-02   0.446137E-03   0.194046E-01   0.143906E-01  -0.983186E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.559982E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111088E+00   0.292239E-02   0.111595E-02   0.201468E-01   0.129823E-01  -0.982063E+03
   0.407779E+02  -0.386428E+00   0.676310E+01   0.559982E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.111088E+00   0.281280E-02   0.403852E-02   0.217721E-01   0.141293E-01  -0.982622E+03
   0.407779E+02  -0.386428E+00   0.723708E+01   0.559982E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.112660E+00   0.232586E-02   0.433439E-02   0.215494E-01   0.134135E-01  -0.947331E+03
   0.407779E+02  -0.386428E+00   0.723708E+01   0.488057E+01   0.111597E+02   0.335717E+02  -0.219019E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.112660E+00   0.232586E-02   0.189216E-02   0.226488E-01   0.131013E-01  -0.948095E+03
   0.407779E+02  -0.386428E+00   0.723708E+01   0.488057E+01   0.111597E+02   0.346285E+02  -0.215781E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.112660E+00   0.255409E-02   0.115872E-02   0.231568E-01   0.120806E-01  -0.945762E+03
   0.407779E+02  -0.386428E+00   0.723708E+01   0.667238E+01   0.100994E+02   0.346285E+02  -0.215781E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.113803E+00   0.682388E-03   0.115872E-02   0.231936E-01   0.109837E-01  -0.920186E+03
   0.406792E+02  -0.386428E+00   0.723708E+01   0.667238E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.113803E+00   0.682388E-03   0.289394E-02   0.259040E-01   0.127422E-01  -0.921268E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.475174E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.114688E+00   0.398914E-03   0.311592E-02   0.241810E-01   0.118821E-01  -0.903880E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.475174E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.114688E+00   0.398914E-03   0.311592E-02   0.243516E-01   0.124748E-01  -0.903956E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.475174E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115507E+00   0.398914E-03   0.104839E-02   0.253664E-01   0.124857E-01  -0.886740E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.475174E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115507E+00   0.236954E-02   0.297520E-02   0.248056E-01   0.124573E-01  -0.887070E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.475174E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115507E+00   0.302396E-02   0.187971E-02   0.263476E-01   0.100150E-01  -0.886936E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.594650E+01   0.100994E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115507E+00   0.302396E-02   0.272299E-03   0.279623E-01   0.867668E-02  -0.885602E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.594650E+01   0.105282E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115815E+00   0.266036E-02   0.272299E-03   0.289460E-01   0.846655E-02  -0.879782E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.594650E+01   0.105282E+02   0.346285E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115815E+00   0.235984E-02   0.272299E-03   0.286538E-01   0.800209E-02  -0.879676E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.648565E+01   0.105282E+02   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.115815E+00   0.368966E-02   0.775700E-03   0.289767E-01   0.897189E-02  -0.881357E+03
   0.406792E+02  -0.386428E+00   0.417004E+01   0.648565E+01   0.105282E+02   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.495027E-02   0.460150E-03   0.301953E-01   0.879083E-02  -0.873386E+03
   0.406792E+02  -0.776966E+00   0.417004E+01   0.648565E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.308069E-02   0.314007E-02   0.293786E-01   0.926493E-02  -0.873030E+03
   0.406792E+02  -0.776966E+00   0.446823E+01   0.425160E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.442498E-02   0.109924E-02   0.296049E-01   0.727494E-02  -0.872223E+03
   0.406792E+02  -0.776966E+00   0.446823E+01   0.425160E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.376035E-02   0.187101E-02   0.266826E-01   0.621293E-02  -0.871835E+03
   0.406792E+02  -0.776966E+00   0.441138E+01   0.425160E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.588868E-02   0.309036E-02   0.262214E-01   0.557582E-02  -0.872227E+03
   0.406792E+02  -0.128910E+01   0.441138E+01   0.420625E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116216E+00   0.614987E-02   0.339552E-02   0.260947E-01   0.625177E-02  -0.872409E+03
   0.406792E+02  -0.128910E+01   0.441138E+01   0.420625E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116178E+00   0.495404E-02   0.393727E-02   0.269724E-01   0.538507E-02  -0.873116E+03
   0.406792E+02  -0.144853E+01   0.552278E+01   0.534985E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204148E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116178E+00   0.565654E-02   0.330515E-02   0.304578E-01   0.571084E-02  -0.872103E+03
   0.406792E+02  -0.144853E+01   0.552278E+01   0.381532E+01   0.963155E+01   0.339841E+02  -0.216017E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.116205E+00   0.720619E-02   0.461724E-02   0.301121E-01   0.812612E-02  -0.872573E+03
   0.406792E+02  -0.144853E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117105E+00   0.101596E-01   0.458752E-02   0.286447E-01   0.707640E-02  -0.854331E+03
   0.406792E+02  -0.144853E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117105E+00   0.106150E-01   0.515454E-02   0.263848E-01   0.768950E-02  -0.854269E+03
   0.406792E+02  -0.144853E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117406E+00   0.142174E-01   0.438100E-02   0.263848E-01   0.872830E-02  -0.848726E+03
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.963155E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117488E+00   0.178420E-01   0.321298E-02   0.275640E-01   0.872830E-02  -0.847114E+03
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.886781E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.117880E+00   0.168478E-01   0.444599E-02   0.258444E-01   0.872830E-02  -0.839903E+03
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.886781E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.118852E+00   0.153419E-01   0.504748E-02   0.236634E-01   0.570489E-02  -0.820746E+03
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.886781E+01   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.118852E+00   0.133565E-01   0.615051E-02   0.246198E-01   0.652380E-02  -0.820835E+03
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.109303E+02   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120497E+00   0.825707E-02   0.592942E-02   0.219164E-01   0.545907E-02  -0.789392E+03
   0.406792E+02  -0.122152E+01   0.552278E+01   0.397581E+01   0.116837E+02   0.339841E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120549E+00   0.947079E-02   0.589365E-02   0.232053E-01   0.108963E-01  -0.790193E+03
   0.406792E+02  -0.150163E+01   0.552278E+01   0.323180E+01   0.118679E+02   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120549E+00   0.926595E-02   0.190878E-02   0.232053E-01   0.963788E-02  -0.791081E+03
   0.406792E+02  -0.150163E+01   0.552278E+01   0.323180E+01   0.118679E+02   0.341324E+02  -0.283952E+01   0.204102E+02  -0.452888E+01  -0.116236E+02  -0.890590E+01   0.132669E+02   0.100873E+02  -0.608145E+01   0.120586E+00   0.122618E-01   0.530568E-02   0.247034E-01   0.742129E-02  -0.790977E+03
